Text ID;Comment;Target
delfi_sql_334;"Vyksta globalūs procesai . Jėgų persiskirstymas globaliame pasaulyje. Ir Rusija tėra viena iš tų jėgų kuri reiškia savo pretenzijas . O pretenzijas reiškia visi 6 milijardai besivystančių šalių gyventojų , vienam "" auksiniam "" milijardui gyventojų , kurių visuomenės ypač po 2008 metų krizės nusilpo. O pretenzijos reiškiamos iš visų pusių ir reiškiamos labai rimtos norint pakeisti po II pasaulinio karo susiklosčiusią galių pasiskirstymą , politikoje, ekonomikoje , finansuose ir karinėje sferoje. Kinija reiškia interesus ne tik savo regione , G20 šalių klube dideli nesutarimai dėl kvotų Tarptautiniame valiutos fonde ir kad JAV atsisakytų veto teisės TVF ir spaudimas G7 šalims iš likusių iš 13 šalių grupės iš G20 klubo . Štai paskutinis pavyzdys . Kinija ir Rusija ignoravo JT Saugumo tarybos neformalų susitikimą dėl Korėjos Liaudies Demokratinės respublikos žmogaus teisių pažeidimus perduoti į tarptautinį teismą. Apie sankcijas Rusijai . Kaip matome praktiškai tik JAV ir ES su Kanada ir dar keliomis šalimis jas stengiasi taikyti ir tai tarpusavyje nesutariant . O kur likęs pasaulis ? O jam nusispjauti į Vakarų raginimus , dar labiau nusispjauti negu buvo su Iranu. Beje JAV leido Iranui naudotis jo paties turimais 450 milijonų doleriais kuriuos JAV buvo įšaldžiusi taikydama sankcijas Iranui. Gal Rusija nematė to ir nežinojo kaip JAV taiko sankcijas ? Žinojo . Man greičiau panašu į tai kad čia JAV ir ES ir dar kelios šalys izoliuojasi nuo likusio pasaulio , kuriame jau grubiai laužomos po II pasaulinio karo sukurtas Vakarietiškas vertybių ( politinių , teisinių , moralinių ir t.t. ) modelis. Vakarai silpsta , tiksliau silpsta ir sensta "" auksinio "" milijardo visuomenės ir likęs "" nuskriaustųjų "" atstumtas nuo pyrago stalo pasaulis reiškia rimtas pretenzijas. Matykime Ukrainą žymiai platesniame kontekste. O tai kas ką sakė ir kas ką organizavo - kokia esmė kai į tai jau spjaunama. Teisus stipresnis . Taip buvo per šimtmečius , ir net tūkstantmečius , taip yra ir dabar. Teisybė ir teisė stipriojo pusėje kurie kuria ir laužo žaidimo taisykles.";Canada
delfi_sql_334;"Vyksta globalūs procesai . Jėgų persiskirstymas globaliame pasaulyje. Ir Rusija tėra viena iš tų jėgų kuri reiškia savo pretenzijas . O pretenzijas reiškia visi 6 milijardai besivystančių šalių gyventojų , vienam "" auksiniam "" milijardui gyventojų , kurių visuomenės ypač po 2008 metų krizės nusilpo. O pretenzijos reiškiamos iš visų pusių ir reiškiamos labai rimtos norint pakeisti po II pasaulinio karo susiklosčiusią galių pasiskirstymą , politikoje, ekonomikoje , finansuose ir karinėje sferoje. Kinija reiškia interesus ne tik savo regione , G20 šalių klube dideli nesutarimai dėl kvotų Tarptautiniame valiutos fonde ir kad JAV atsisakytų veto teisės TVF ir spaudimas G7 šalims iš likusių iš 13 šalių grupės iš G20 klubo . Štai paskutinis pavyzdys . Kinija ir Rusija ignoravo JT Saugumo tarybos neformalų susitikimą dėl Korėjos Liaudies Demokratinės respublikos žmogaus teisių pažeidimus perduoti į tarptautinį teismą. Apie sankcijas Rusijai . Kaip matome praktiškai tik JAV ir ES su Kanada ir dar keliomis šalimis jas stengiasi taikyti ir tai tarpusavyje nesutariant . O kur likęs pasaulis ? O jam nusispjauti į Vakarų raginimus , dar labiau nusispjauti negu buvo su Iranu. Beje JAV leido Iranui naudotis jo paties turimais 450 milijonų doleriais kuriuos JAV buvo įšaldžiusi taikydama sankcijas Iranui. Gal Rusija nematė to ir nežinojo kaip JAV taiko sankcijas ? Žinojo . Man greičiau panašu į tai kad čia JAV ir ES ir dar kelios šalys izoliuojasi nuo likusio pasaulio , kuriame jau grubiai laužomos po II pasaulinio karo sukurtas Vakarietiškas vertybių ( politinių , teisinių , moralinių ir t.t. ) modelis. Vakarai silpsta , tiksliau silpsta ir sensta "" auksinio "" milijardo visuomenės ir likęs "" nuskriaustųjų "" atstumtas nuo pyrago stalo pasaulis reiškia rimtas pretenzijas. Matykime Ukrainą žymiai platesniame kontekste. O tai kas ką sakė ir kas ką organizavo - kokia esmė kai į tai jau spjaunama. Teisus stipresnis . Taip buvo per šimtmečius , ir net tūkstantmečius , taip yra ir dabar. Teisybė ir teisė stipriojo pusėje kurie kuria ir laužo žaidimo taisykles.";Iran
delfi_sql_339;Tikrai pasieks neblogų rezultatų JEIGU dizainui pasamdys vokiečius/japonus ir variklius + visą kitą įrangą užsakinės iš Vokietijos ar Japonijos... Aišku ant surinkimo gali susimaut :D;Germany
delfi_sql_339;Tikrai pasieks neblogų rezultatų JEIGU dizainui pasamdys vokiečius/japonus ir variklius + visą kitą įrangą užsakinės iš Vokietijos ar Japonijos... Aišku ant surinkimo gali susimaut :D;Japan
delfi_sql_340;Vokietiją rusai gerbia, o Lietuvos ne. Ir cia tik del biznio.;Germany
delfi_sql_340;Vokietiją rusai gerbia, o Lietuvos ne. Ir cia tik del biznio.;Lithuania
delfi_sql_341;as pareiskiau savo nuomone is turimu faktu...gali pamirsti Krymas de fakto..nieko napakeisi,jei turi faktu kad is naujos valdzios buvo kas nors susitike su kuo is regionu tai pateik,o ka ten veike jav zvalgybos pareigunai nezinau,bet tai faktas as neteigiu bet tai verta pagalvot apie instrukcijas,o kas liecia apie spec padalynius tai jie niekur neisnyko nuo sovietu laiku,subjektas taip as galvojau apie si zodi bet baigti minciai apsistojau prie sito,o kijevo dabar pasakysiu negraziai teslagalv...as specialiai neminejau apie ju priimtus pirmus istatymus tai jei seki...,juos gali priimti tik ultra nacionalistai o cia vienas zingsnis iki fasizmo...esme mano buvo daug nerasant prieiti prie globalizmo ir is vis pazvelgti i sia problema ir daug panasiu gyliai... as nesiruosiau aprasineti pasaulines finansu sistemos ir eiles faktu,apie koncernustambejima,apie kapitalo sukaupimo labai mazose grupese tai globalizmas su isplaukianciom pasekmem..ir RF isplaukia kaip jega kuri turikita nuomone as cia nieko blogo nematau,ir man didesni nerima kelia komunistine Kinija tai greit ekonomika numeris vienas...prasiziuri dar keletas momentu tingiu paprastai,gal pamirsk jau Vilniaus TV boksto ivykius;Russia
delfi_sql_341;as pareiskiau savo nuomone is turimu faktu...gali pamirsti Krymas de fakto..nieko napakeisi,jei turi faktu kad is naujos valdzios buvo kas nors susitike su kuo is regionu tai pateik,o ka ten veike jav zvalgybos pareigunai nezinau,bet tai faktas as neteigiu bet tai verta pagalvot apie instrukcijas,o kas liecia apie spec padalynius tai jie niekur neisnyko nuo sovietu laiku,subjektas taip as galvojau apie si zodi bet baigti minciai apsistojau prie sito,o kijevo dabar pasakysiu negraziai teslagalv...as specialiai neminejau apie ju priimtus pirmus istatymus tai jei seki...,juos gali priimti tik ultra nacionalistai o cia vienas zingsnis iki fasizmo...esme mano buvo daug nerasant prieiti prie globalizmo ir is vis pazvelgti i sia problema ir daug panasiu gyliai... as nesiruosiau aprasineti pasaulines finansu sistemos ir eiles faktu,apie koncernustambejima,apie kapitalo sukaupimo labai mazose grupese tai globalizmas su isplaukianciom pasekmem..ir RF isplaukia kaip jega kuri turikita nuomone as cia nieko blogo nematau,ir man didesni nerima kelia komunistine Kinija tai greit ekonomika numeris vienas...prasiziuri dar keletas momentu tingiu paprastai,gal pamirsk jau Vilniaus TV boksto ivykius;USA
delfi_sql_341;as pareiskiau savo nuomone is turimu faktu...gali pamirsti Krymas de fakto..nieko napakeisi,jei turi faktu kad is naujos valdzios buvo kas nors susitike su kuo is regionu tai pateik,o ka ten veike jav zvalgybos pareigunai nezinau,bet tai faktas as neteigiu bet tai verta pagalvot apie instrukcijas,o kas liecia apie spec padalynius tai jie niekur neisnyko nuo sovietu laiku,subjektas taip as galvojau apie si zodi bet baigti minciai apsistojau prie sito,o kijevo dabar pasakysiu negraziai teslagalv...as specialiai neminejau apie ju priimtus pirmus istatymus tai jei seki...,juos gali priimti tik ultra nacionalistai o cia vienas zingsnis iki fasizmo...esme mano buvo daug nerasant prieiti prie globalizmo ir is vis pazvelgti i sia problema ir daug panasiu gyliai... as nesiruosiau aprasineti pasaulines finansu sistemos ir eiles faktu,apie koncernustambejima,apie kapitalo sukaupimo labai mazose grupese tai globalizmas su isplaukianciom pasekmem..ir RF isplaukia kaip jega kuri turikita nuomone as cia nieko blogo nematau,ir man didesni nerima kelia komunistine Kinija tai greit ekonomika numeris vienas...prasiziuri dar keletas momentu tingiu paprastai,gal pamirsk jau Vilniaus TV boksto ivykius;China
delfi_sql_341;"Niekas kazkodel tai neciruoja ir nepublikuoja zymiu politiku mintis ir patarimus (""zymiu"" turima omenyje eks politikus, kurie yra nusipelne pasaulineje arenoje ir turi daugybe patirties metu politikoje). Cituoja tik tuos, kurie uzieme savo postus pries 2-5 metus ir iseina neaisku kur i privacias korporacijas. O dabar prie TIESOS: JAV neturi absoliuciai jokiu irankiu (nei politiniu nei ekonominiu) kaip nors paveikti Rusija. Tai visiems aisku, bet apie tai draudziama kalbeti. Visiska bejegiskuma patvirtina ir tas faktas, kad JAV jau daugiau kaip 1.5 menesio vis priima kazkokias sankcijas ir ragina salis-marionetes imtis veiksmu pries Rusija. JAV turi tik viena galimybe, kaip nors paveikti Rusija - tai yra karinemis priemonemis. Bet ivertinus Rusijos ginklu arsenala darosi aisku, kad JAV nieko nepadarys be branduolinio ginklo. Beda tame, kad Rusijos branduoline ginkluote niekuo nenusileidzia (o pagal tam tikrus kriterijus ir lenkia), tai paaiskina visiska JAV bejegiskuma sitoje situacijoje. Rusija pradeda etapa, kuriame planuoja visiskai atsikratyti DOLERIO, kaip atsiskaitymo uz nafta ir dujas, valiutos. Pasaulio tarptautines valiutos. JAV ta zino. Kai Irakas uzsiname pardavineti nafta uz Eurus - JAV puole Iraka. Kai Libija uzsimane pardavineti nafta uz auksa (auksinius dinarus) - JAV puole Libija (kartu su NATO). Bet dabar JAV mato, kad Rusija - tai riesutelis ne JAV dantims. Bet tuo paciu metu supranta, kad jei Rusija pereis prie kitos atsiskaitymo valiutos (rublis, juanis, jena ar kt) - Amerikos laukia visiska krize. MILIARDAI DOLERIU GRIS I AMERIKA, ir tada JAV pajus MILZINISKOS INFLIACIJOS skoni. Nuo pat II pasaulinio karo dolerius visais budais buvo palaikomas, kaip Pasauline Valiuta. JAV tik stampavo popieriukus, kurie NETUREJO JOKIO GARANTO (nei aukso, nei vertybiniu popieriu - NIEKO). Dabar tam letai ateina galas... Tai, ka mes matome - tai JAV agonija. Amerika vis dar pakankamai pajegi ir bando visais imanomais budais itakoti Rusija ir Kinija. Bet... I pasauline arena ateina visai kiti zaidejai...";USA
delfi_sql_341;"Niekas kazkodel tai neciruoja ir nepublikuoja zymiu politiku mintis ir patarimus (""zymiu"" turima omenyje eks politikus, kurie yra nusipelne pasaulineje arenoje ir turi daugybe patirties metu politikoje). Cituoja tik tuos, kurie uzieme savo postus pries 2-5 metus ir iseina neaisku kur i privacias korporacijas. O dabar prie TIESOS: JAV neturi absoliuciai jokiu irankiu (nei politiniu nei ekonominiu) kaip nors paveikti Rusija. Tai visiems aisku, bet apie tai draudziama kalbeti. Visiska bejegiskuma patvirtina ir tas faktas, kad JAV jau daugiau kaip 1.5 menesio vis priima kazkokias sankcijas ir ragina salis-marionetes imtis veiksmu pries Rusija. JAV turi tik viena galimybe, kaip nors paveikti Rusija - tai yra karinemis priemonemis. Bet ivertinus Rusijos ginklu arsenala darosi aisku, kad JAV nieko nepadarys be branduolinio ginklo. Beda tame, kad Rusijos branduoline ginkluote niekuo nenusileidzia (o pagal tam tikrus kriterijus ir lenkia), tai paaiskina visiska JAV bejegiskuma sitoje situacijoje. Rusija pradeda etapa, kuriame planuoja visiskai atsikratyti DOLERIO, kaip atsiskaitymo uz nafta ir dujas, valiutos. Pasaulio tarptautines valiutos. JAV ta zino. Kai Irakas uzsiname pardavineti nafta uz Eurus - JAV puole Iraka. Kai Libija uzsimane pardavineti nafta uz auksa (auksinius dinarus) - JAV puole Libija (kartu su NATO). Bet dabar JAV mato, kad Rusija - tai riesutelis ne JAV dantims. Bet tuo paciu metu supranta, kad jei Rusija pereis prie kitos atsiskaitymo valiutos (rublis, juanis, jena ar kt) - Amerikos laukia visiska krize. MILIARDAI DOLERIU GRIS I AMERIKA, ir tada JAV pajus MILZINISKOS INFLIACIJOS skoni. Nuo pat II pasaulinio karo dolerius visais budais buvo palaikomas, kaip Pasauline Valiuta. JAV tik stampavo popieriukus, kurie NETUREJO JOKIO GARANTO (nei aukso, nei vertybiniu popieriu - NIEKO). Dabar tam letai ateina galas... Tai, ka mes matome - tai JAV agonija. Amerika vis dar pakankamai pajegi ir bando visais imanomais budais itakoti Rusija ir Kinija. Bet... I pasauline arena ateina visai kiti zaidejai...";Other African
delfi_sql_341;"Niekas kazkodel tai neciruoja ir nepublikuoja zymiu politiku mintis ir patarimus (""zymiu"" turima omenyje eks politikus, kurie yra nusipelne pasaulineje arenoje ir turi daugybe patirties metu politikoje). Cituoja tik tuos, kurie uzieme savo postus pries 2-5 metus ir iseina neaisku kur i privacias korporacijas. O dabar prie TIESOS: JAV neturi absoliuciai jokiu irankiu (nei politiniu nei ekonominiu) kaip nors paveikti Rusija. Tai visiems aisku, bet apie tai draudziama kalbeti. Visiska bejegiskuma patvirtina ir tas faktas, kad JAV jau daugiau kaip 1.5 menesio vis priima kazkokias sankcijas ir ragina salis-marionetes imtis veiksmu pries Rusija. JAV turi tik viena galimybe, kaip nors paveikti Rusija - tai yra karinemis priemonemis. Bet ivertinus Rusijos ginklu arsenala darosi aisku, kad JAV nieko nepadarys be branduolinio ginklo. Beda tame, kad Rusijos branduoline ginkluote niekuo nenusileidzia (o pagal tam tikrus kriterijus ir lenkia), tai paaiskina visiska JAV bejegiskuma sitoje situacijoje. Rusija pradeda etapa, kuriame planuoja visiskai atsikratyti DOLERIO, kaip atsiskaitymo uz nafta ir dujas, valiutos. Pasaulio tarptautines valiutos. JAV ta zino. Kai Irakas uzsiname pardavineti nafta uz Eurus - JAV puole Iraka. Kai Libija uzsimane pardavineti nafta uz auksa (auksinius dinarus) - JAV puole Libija (kartu su NATO). Bet dabar JAV mato, kad Rusija - tai riesutelis ne JAV dantims. Bet tuo paciu metu supranta, kad jei Rusija pereis prie kitos atsiskaitymo valiutos (rublis, juanis, jena ar kt) - Amerikos laukia visiska krize. MILIARDAI DOLERIU GRIS I AMERIKA, ir tada JAV pajus MILZINISKOS INFLIACIJOS skoni. Nuo pat II pasaulinio karo dolerius visais budais buvo palaikomas, kaip Pasauline Valiuta. JAV tik stampavo popieriukus, kurie NETUREJO JOKIO GARANTO (nei aukso, nei vertybiniu popieriu - NIEKO). Dabar tam letai ateina galas... Tai, ka mes matome - tai JAV agonija. Amerika vis dar pakankamai pajegi ir bando visais imanomais budais itakoti Rusija ir Kinija. Bet... I pasauline arena ateina visai kiti zaidejai...";Other Asian
delfi_sql_341;"Niekas kazkodel tai neciruoja ir nepublikuoja zymiu politiku mintis ir patarimus (""zymiu"" turima omenyje eks politikus, kurie yra nusipelne pasaulineje arenoje ir turi daugybe patirties metu politikoje). Cituoja tik tuos, kurie uzieme savo postus pries 2-5 metus ir iseina neaisku kur i privacias korporacijas. O dabar prie TIESOS: JAV neturi absoliuciai jokiu irankiu (nei politiniu nei ekonominiu) kaip nors paveikti Rusija. Tai visiems aisku, bet apie tai draudziama kalbeti. Visiska bejegiskuma patvirtina ir tas faktas, kad JAV jau daugiau kaip 1.5 menesio vis priima kazkokias sankcijas ir ragina salis-marionetes imtis veiksmu pries Rusija. JAV turi tik viena galimybe, kaip nors paveikti Rusija - tai yra karinemis priemonemis. Bet ivertinus Rusijos ginklu arsenala darosi aisku, kad JAV nieko nepadarys be branduolinio ginklo. Beda tame, kad Rusijos branduoline ginkluote niekuo nenusileidzia (o pagal tam tikrus kriterijus ir lenkia), tai paaiskina visiska JAV bejegiskuma sitoje situacijoje. Rusija pradeda etapa, kuriame planuoja visiskai atsikratyti DOLERIO, kaip atsiskaitymo uz nafta ir dujas, valiutos. Pasaulio tarptautines valiutos. JAV ta zino. Kai Irakas uzsiname pardavineti nafta uz Eurus - JAV puole Iraka. Kai Libija uzsimane pardavineti nafta uz auksa (auksinius dinarus) - JAV puole Libija (kartu su NATO). Bet dabar JAV mato, kad Rusija - tai riesutelis ne JAV dantims. Bet tuo paciu metu supranta, kad jei Rusija pereis prie kitos atsiskaitymo valiutos (rublis, juanis, jena ar kt) - Amerikos laukia visiska krize. MILIARDAI DOLERIU GRIS I AMERIKA, ir tada JAV pajus MILZINISKOS INFLIACIJOS skoni. Nuo pat II pasaulinio karo dolerius visais budais buvo palaikomas, kaip Pasauline Valiuta. JAV tik stampavo popieriukus, kurie NETUREJO JOKIO GARANTO (nei aukso, nei vertybiniu popieriu - NIEKO). Dabar tam letai ateina galas... Tai, ka mes matome - tai JAV agonija. Amerika vis dar pakankamai pajegi ir bando visais imanomais budais itakoti Rusija ir Kinija. Bet... I pasauline arena ateina visai kiti zaidejai...";Russia
delfi_sql_341;"Niekas kazkodel tai neciruoja ir nepublikuoja zymiu politiku mintis ir patarimus (""zymiu"" turima omenyje eks politikus, kurie yra nusipelne pasaulineje arenoje ir turi daugybe patirties metu politikoje). Cituoja tik tuos, kurie uzieme savo postus pries 2-5 metus ir iseina neaisku kur i privacias korporacijas. O dabar prie TIESOS: JAV neturi absoliuciai jokiu irankiu (nei politiniu nei ekonominiu) kaip nors paveikti Rusija. Tai visiems aisku, bet apie tai draudziama kalbeti. Visiska bejegiskuma patvirtina ir tas faktas, kad JAV jau daugiau kaip 1.5 menesio vis priima kazkokias sankcijas ir ragina salis-marionetes imtis veiksmu pries Rusija. JAV turi tik viena galimybe, kaip nors paveikti Rusija - tai yra karinemis priemonemis. Bet ivertinus Rusijos ginklu arsenala darosi aisku, kad JAV nieko nepadarys be branduolinio ginklo. Beda tame, kad Rusijos branduoline ginkluote niekuo nenusileidzia (o pagal tam tikrus kriterijus ir lenkia), tai paaiskina visiska JAV bejegiskuma sitoje situacijoje. Rusija pradeda etapa, kuriame planuoja visiskai atsikratyti DOLERIO, kaip atsiskaitymo uz nafta ir dujas, valiutos. Pasaulio tarptautines valiutos. JAV ta zino. Kai Irakas uzsiname pardavineti nafta uz Eurus - JAV puole Iraka. Kai Libija uzsimane pardavineti nafta uz auksa (auksinius dinarus) - JAV puole Libija (kartu su NATO). Bet dabar JAV mato, kad Rusija - tai riesutelis ne JAV dantims. Bet tuo paciu metu supranta, kad jei Rusija pereis prie kitos atsiskaitymo valiutos (rublis, juanis, jena ar kt) - Amerikos laukia visiska krize. MILIARDAI DOLERIU GRIS I AMERIKA, ir tada JAV pajus MILZINISKOS INFLIACIJOS skoni. Nuo pat II pasaulinio karo dolerius visais budais buvo palaikomas, kaip Pasauline Valiuta. JAV tik stampavo popieriukus, kurie NETUREJO JOKIO GARANTO (nei aukso, nei vertybiniu popieriu - NIEKO). Dabar tam letai ateina galas... Tai, ka mes matome - tai JAV agonija. Amerika vis dar pakankamai pajegi ir bando visais imanomais budais itakoti Rusija ir Kinija. Bet... I pasauline arena ateina visai kiti zaidejai...";China
delfi_sql_342;"gėda dėl tų lietuvių,kurie nori kaip hunveibinai Kinijoje, fašistai hitlerinėje Vokietijoje naikinti, deginti knygas jiems nepalankių autorių....mokykimės istorijos iš literatūros, dažnai ji turi didesnį poveikį nei sausi istorijos vadovėliį puslapiai..... labai gaila, kad moksleiviai mokyklose negali susipažinti su S.Nėrimi, Petru Cvirka.... dabar skaitau P. Cvirkos ,,Frank Kruk"", tai juokiuosi net balsu....ir randu tiek panašumų su kai kuriais mūsų dabartiniais valdininkais ir kitais veikėjais...., paskaitykite....:)";China
delfi_sql_342;"gėda dėl tų lietuvių,kurie nori kaip hunveibinai Kinijoje, fašistai hitlerinėje Vokietijoje naikinti, deginti knygas jiems nepalankių autorių....mokykimės istorijos iš literatūros, dažnai ji turi didesnį poveikį nei sausi istorijos vadovėliį puslapiai..... labai gaila, kad moksleiviai mokyklose negali susipažinti su S.Nėrimi, Petru Cvirka.... dabar skaitau P. Cvirkos ,,Frank Kruk"", tai juokiuosi net balsu....ir randu tiek panašumų su kai kuriais mūsų dabartiniais valdininkais ir kitais veikėjais...., paskaitykite....:)";Germany
delfi_sql_343;TĘSINYS Galima net neabejoti, kad Rusijos atstovas ir toliau kalbės, kad Rusija čia nei prie ko, kad ji susirūpinusi jog Ukrainos valdžia nesugeba įvesti tvarką ir apsaugoti rusus. Rusijos demagogai nusirito iki tokio lygio, kad aiškina, jog Ukraina netgi neturi teisės gintis nuo karinių žalių ar pilkų žmogeliukų be atpažinimo ženklų antpuolių, kai šie ginkluoti puola vyriausybės pastatus, aerodromus, milicijos skyrius ar netgi kariuomenės dalinius. Rusijos URM ministras S. Lavrovas tuos karius ir jų pagalbininkus vadina taikiais demonstrantais, prieš kuriuos naudoti jėgą, atseit, nevalia. Demokratinės šalys šaiposi iš tokių aiškinimų, tačiau tos pašaipos jau seniai nepasiekia jokių konkrečių rezultatų. Rusijos imperija savo istorines tradicijas, kurios remiasi tik jėga ir smurtu, išsaugo. Ir visa tai vyksta Europoje, XXI-ame amžiuje. Kinija laikosi ir laukia savo laiko, palyginus, santūriai. Ši didžiulė gyventojų skaičiumi šalis tikriausiai tikisi, kad Rusija, sugriovusi savo ekonomiką visokiais kariniais vojažais, save izoliuos, neturės kur dėtis ir pati puls į jos glėbį. Tada Kinija turės “jaunesnį brolį”, kuriam galės nurodyti, kur skriaudžiamos jo teritorijoje geltonosios rasės teisės. Pradžioje nurodyti, o po to gal ir pamokyti galima bus. “Minkštas” scenarijus, V.Putino režimo išmislas, tačiau jis gali atsigręžti ir prieš pačią Rusiją. Tada Pekinas galės aiškinti, kad priešintis “demonstrantams” nevalia. Žinoma, kol kas toks scenarijus mažai tikėtinas, tačiau nesimato, kad Rusija bandytų Ukrainoje sustoti. Panašių agresorių likimas būna įvairus, bet savo esme panašus. Istorija tą vaizdžiai parodo. Kalbant apie dabartį, diplomatijos bandymų atsisakyti jokiu būdu neverta. Žinoma, vaidinti, kad tikima V.Putino teiginiais, būtų ganėtinai naivu Ženevos susitikimo dalyviams, atstovaujantiems likusias tris dalyvių šalis. Apie galimus iki tam tikrų ribų kompromisus esu ne kartą diskutavęs. Šį kartą jie taip pat bus reikalingi. Ukrainai reikia stabilizacijos ir laiko pasiruošti ir įvykdyti prezidento rinkimus ir referendumą visos šalies mastu. Turi šalis tokią teisę ir jos jokie diversantai ar teroristai neturi teisės atimti. Net jei atsiųsti iš Šiaurėje esančios agresyvios didelės imperijos.;China
delfi_sql_343;TĘSINYS Galima net neabejoti, kad Rusijos atstovas ir toliau kalbės, kad Rusija čia nei prie ko, kad ji susirūpinusi jog Ukrainos valdžia nesugeba įvesti tvarką ir apsaugoti rusus. Rusijos demagogai nusirito iki tokio lygio, kad aiškina, jog Ukraina netgi neturi teisės gintis nuo karinių žalių ar pilkų žmogeliukų be atpažinimo ženklų antpuolių, kai šie ginkluoti puola vyriausybės pastatus, aerodromus, milicijos skyrius ar netgi kariuomenės dalinius. Rusijos URM ministras S. Lavrovas tuos karius ir jų pagalbininkus vadina taikiais demonstrantais, prieš kuriuos naudoti jėgą, atseit, nevalia. Demokratinės šalys šaiposi iš tokių aiškinimų, tačiau tos pašaipos jau seniai nepasiekia jokių konkrečių rezultatų. Rusijos imperija savo istorines tradicijas, kurios remiasi tik jėga ir smurtu, išsaugo. Ir visa tai vyksta Europoje, XXI-ame amžiuje. Kinija laikosi ir laukia savo laiko, palyginus, santūriai. Ši didžiulė gyventojų skaičiumi šalis tikriausiai tikisi, kad Rusija, sugriovusi savo ekonomiką visokiais kariniais vojažais, save izoliuos, neturės kur dėtis ir pati puls į jos glėbį. Tada Kinija turės “jaunesnį brolį”, kuriam galės nurodyti, kur skriaudžiamos jo teritorijoje geltonosios rasės teisės. Pradžioje nurodyti, o po to gal ir pamokyti galima bus. “Minkštas” scenarijus, V.Putino režimo išmislas, tačiau jis gali atsigręžti ir prieš pačią Rusiją. Tada Pekinas galės aiškinti, kad priešintis “demonstrantams” nevalia. Žinoma, kol kas toks scenarijus mažai tikėtinas, tačiau nesimato, kad Rusija bandytų Ukrainoje sustoti. Panašių agresorių likimas būna įvairus, bet savo esme panašus. Istorija tą vaizdžiai parodo. Kalbant apie dabartį, diplomatijos bandymų atsisakyti jokiu būdu neverta. Žinoma, vaidinti, kad tikima V.Putino teiginiais, būtų ganėtinai naivu Ženevos susitikimo dalyviams, atstovaujantiems likusias tris dalyvių šalis. Apie galimus iki tam tikrų ribų kompromisus esu ne kartą diskutavęs. Šį kartą jie taip pat bus reikalingi. Ukrainai reikia stabilizacijos ir laiko pasiruošti ir įvykdyti prezidento rinkimus ir referendumą visos šalies mastu. Turi šalis tokią teisę ir jos jokie diversantai ar teroristai neturi teisės atimti. Net jei atsiųsti iš Šiaurėje esančios agresyvios didelės imperijos.;Russia
delfi_sql_343;TĘSINYS Galima net neabejoti, kad Rusijos atstovas ir toliau kalbės, kad Rusija čia nei prie ko, kad ji susirūpinusi jog Ukrainos valdžia nesugeba įvesti tvarką ir apsaugoti rusus. Rusijos demagogai nusirito iki tokio lygio, kad aiškina, jog Ukraina netgi neturi teisės gintis nuo karinių žalių ar pilkų žmogeliukų be atpažinimo ženklų antpuolių, kai šie ginkluoti puola vyriausybės pastatus, aerodromus, milicijos skyrius ar netgi kariuomenės dalinius. Rusijos URM ministras S. Lavrovas tuos karius ir jų pagalbininkus vadina taikiais demonstrantais, prieš kuriuos naudoti jėgą, atseit, nevalia. Demokratinės šalys šaiposi iš tokių aiškinimų, tačiau tos pašaipos jau seniai nepasiekia jokių konkrečių rezultatų. Rusijos imperija savo istorines tradicijas, kurios remiasi tik jėga ir smurtu, išsaugo. Ir visa tai vyksta Europoje, XXI-ame amžiuje. Kinija laikosi ir laukia savo laiko, palyginus, santūriai. Ši didžiulė gyventojų skaičiumi šalis tikriausiai tikisi, kad Rusija, sugriovusi savo ekonomiką visokiais kariniais vojažais, save izoliuos, neturės kur dėtis ir pati puls į jos glėbį. Tada Kinija turės “jaunesnį brolį”, kuriam galės nurodyti, kur skriaudžiamos jo teritorijoje geltonosios rasės teisės. Pradžioje nurodyti, o po to gal ir pamokyti galima bus. “Minkštas” scenarijus, V.Putino režimo išmislas, tačiau jis gali atsigręžti ir prieš pačią Rusiją. Tada Pekinas galės aiškinti, kad priešintis “demonstrantams” nevalia. Žinoma, kol kas toks scenarijus mažai tikėtinas, tačiau nesimato, kad Rusija bandytų Ukrainoje sustoti. Panašių agresorių likimas būna įvairus, bet savo esme panašus. Istorija tą vaizdžiai parodo. Kalbant apie dabartį, diplomatijos bandymų atsisakyti jokiu būdu neverta. Žinoma, vaidinti, kad tikima V.Putino teiginiais, būtų ganėtinai naivu Ženevos susitikimo dalyviams, atstovaujantiems likusias tris dalyvių šalis. Apie galimus iki tam tikrų ribų kompromisus esu ne kartą diskutavęs. Šį kartą jie taip pat bus reikalingi. Ukrainai reikia stabilizacijos ir laiko pasiruošti ir įvykdyti prezidento rinkimus ir referendumą visos šalies mastu. Turi šalis tokią teisę ir jos jokie diversantai ar teroristai neturi teisės atimti. Net jei atsiųsti iš Šiaurėje esančios agresyvios didelės imperijos.;Ukraine
