Text ID;Comment;Target;;
delfi_Litis_132;Vo blyn arklys:-D:-D:-D;N/A;;
delfi_Litis_132;wsio pi2dec busim gale vel bereikalingas pinu svaistymasmokesciu moketoju tokie konkursai;N/A;;
delfi_Litis_133;neveltui pas temide uzristos akys!!! (o gal ir ausys uzkimstos?) na o svarstykles - kuris daugiau ides !!!;N/A;;
delfi_Litis_135;per mazai vartuotoju, yra kas turi daugiau, ir irgi lietuviai.;Lithuanian;;
delfi_Litis_141;Kariavo Lietuviai su Lenkais kartu prieš Ukrainečius beveik 500 metu, tai be abiejo seniai buvo, bet Jus irgi rusams pretenzijas už 100 metu praeites darbus pretenzijas kilat;Russian;;
delfi_Litis_141;Kariavo Lietuviai su Lenkais kartu prieš Ukrainečius beveik 500 metu, tai be abiejo seniai buvo, bet Jus irgi rusams pretenzijas už 100 metu praeites darbus pretenzijas kilat;Lithuanian;;
delfi_Litis_141;Kariavo Lietuviai su Lenkais kartu prieš Ukrainečius beveik 500 metu, tai be abiejo seniai buvo, bet Jus irgi rusams pretenzijas už 100 metu praeites darbus pretenzijas kilat;Ukrainian;;
delfi_Litis_141;Kariavo Lietuviai su Lenkais kartu prieš Ukrainečius beveik 500 metu, tai be abiejo seniai buvo, bet Jus irgi rusams pretenzijas už 100 metu praeites darbus pretenzijas kilat;Polish;;
delfi_Litis_141;sakai sovietu sajungos teritorijoje. ta prasme ukrainoje? nu teisingai, ukraina jo tevyne ir jis ja nuo sortyru gyne. slove visiems kas pries sortyrus kariavo.;N/A;;
delfi_Litis_141;Silpnas paviršutiniškas rašinėlis.Ai maždaug taip ,žmonės domisi tai parašysiu bile ką, juk pagal užsakymą.;N/A;;
delfi_Litis_141;kodėl nerašo apie Vokietijos išvaikytą mitingą prieš fašizmą video yra youtube ir apie Amerikos tikrų kaubojų maidaną yra video Politikus. ru, fermerius prieš jų valią iškelia į miestus, vienas su kitų pagalba pasipriešino...;N/A;;
delfi_Litis_141;Mums lietuviams butu didele garbe tureti toki kovotoja uz tautos laisve. Esu bendravusi su ukrainieciais, jie labai gerbia ir didzuojasi savo tautos dydvyriu. Tik kvailiai uzliuliuoti kremliniu propagandos gali smerkti tautos apsisrendimo teise ir TAUTOS LAISVE.;Lithuanian;;
delfi_Litis_141;Mums lietuviams butu didele garbe tureti toki kovotoja uz tautos laisve. Esu bendravusi su ukrainieciais, jie labai gerbia ir didzuojasi savo tautos dydvyriu. Tik kvailiai uzliuliuoti kremliniu propagandos gali smerkti tautos apsisrendimo teise ir TAUTOS LAISVE.;Ukrainian;;
delfi_Litis_141;Keista, kodel iki siol Vilniaus centre nera Benderos aikstes su paminklu.Lukiskiu a. tam visai tiktu;N/A;;
delfi_Litis_141;"jeigu sako kad blogas' tai reiškia buvo geras. Dažniausialabiausiai juodinami ne oponentai, o konkurentai.""";N/A;;
delfi_Litis_141;nebuk jau toks dibilas nes nuo bado pamire ir 10-12 milijonu pavolzje o kad vakarai irengimus ir zaliava tik uz grudus pardavinejo ko nespangsti??? beja jav tuopat metu per depresija simtai tukstanciu badavo ir mirdavo ns darbo nebuvo ir dirbo uz centus ar maista o ir maisto nestokodavo bet ji tiesiog laukuose uzkasdavo nes nieks nebepirko arba kainos zemiau savikainos...;N/A;;
delfi_Litis_141;Kai visa tai vyko bandera jau buvo pas vokiecius, konsentracijos stovykloje.. ir gana jau ilga laika. O zudynems vadovavo ss. Nematau, ka tokio tas bandera padare... na bet ziurek savo rusiskus multkus gal daugiau jie tau papasakos.;N/A;;
delfi_Litis_141;Šiaip tai pagal legendą Robinas Hudas plėšdavo turtingus, o ne silpnus. Silpnus plėšdavo ir kankindavo sovietikai, sukėlę Ukrainoje Holodomorą, kur mirė milijonai. Dauguma aukų buvo silpniausi, moterys, vaikai, senukai. Taip Banderos organizacijos nariai be jo žinios tikrai išžudė dešitimtis tūkstančių lenkų civilių, tai faktas. Tačiau kodėl jūs užmirštate Holodomorą, kur buvo badu numarintas daugybę kartų didesnis žmonių skaičius? Pagal jus ukrainiečiai ne žmonės ? Kodėl pabrėždamas mažesnes negeroves užmerkiate akis prieš didžiąsias? Galbūt Jums tai nepatogu? p.s Krymas priklausė osmanams iki tol kol Rusijos imperija jį užėmė 19a. pr.;Ukrainian;;
delfi_Litis_141;Šiaip tai pagal legendą Robinas Hudas plėšdavo turtingus, o ne silpnus. Silpnus plėšdavo ir kankindavo sovietikai, sukėlę Ukrainoje Holodomorą, kur mirė milijonai. Dauguma aukų buvo silpniausi, moterys, vaikai, senukai. Taip Banderos organizacijos nariai be jo žinios tikrai išžudė dešitimtis tūkstančių lenkų civilių, tai faktas. Tačiau kodėl jūs užmirštate Holodomorą, kur buvo badu numarintas daugybę kartų didesnis žmonių skaičius? Pagal jus ukrainiečiai ne žmonės ? Kodėl pabrėždamas mažesnes negeroves užmerkiate akis prieš didžiąsias? Galbūt Jums tai nepatogu? p.s Krymas priklausė osmanams iki tol kol Rusijos imperija jį užėmė 19a. pr.;Polish;;
delfi_Litis_141;Kariavo Lietuviai su Lenkais kartu prieš Ukrainečius beveik 500 metu, tai be abiejo seniai buvo, bet Jus irgi rusams pretenzijas už 100 metu praeites darbus pretenzijas kilat;Lithuanian;;
delfi_Litis_141;Kariavo Lietuviai su Lenkais kartu prieš Ukrainečius beveik 500 metu, tai be abiejo seniai buvo, bet Jus irgi rusams pretenzijas už 100 metu praeites darbus pretenzijas kilat;Polish;;
delfi_Litis_141;Kariavo Lietuviai su Lenkais kartu prieš Ukrainečius beveik 500 metu, tai be abiejo seniai buvo, bet Jus irgi rusams pretenzijas už 100 metu praeites darbus pretenzijas kilat;Ukrainian;;
delfi_Litis_141;Kariavo Lietuviai su Lenkais kartu prieš Ukrainečius beveik 500 metu, tai be abiejo seniai buvo, bet Jus irgi rusams pretenzijas už 100 metu praeites darbus pretenzijas kilat;Russian;;
delfi_Litis_141;Mano šeima iš Ukrainos, tai tu man šudo ne malk, aš labai gerai žinau kas ir ka ten masto.;N/A;;
delfi_Litis_141;Bandera ne slovenas, gime Avstro-Vengrijoje, Rusais ne kada ne vadavavo, gavo iš ju Agento kulka, jo grupote buvo sudarita iš Lvovo regiono žmoniu, kadangi tai buvusi lenku teritorija, tai galima galvuoti, jiu buvo daugiau lenku, ir kariavo jis už laisve Ukrainai, kuriai jis niekada ne priklause.;Slovenian;;
delfi_Litis_141;Bandera ne slovenas, gime Avstro-Vengrijoje, Rusais ne kada ne vadavavo, gavo iš ju Agento kulka, jo grupote buvo sudarita iš Lvovo regiono žmoniu, kadangi tai buvusi lenku teritorija, tai galima galvuoti, jiu buvo daugiau lenku, ir kariavo jis už laisve Ukrainai, kuriai jis niekada ne priklause.;Russian;;
delfi_Litis_141;Bandera ne slovenas, gime Avstro-Vengrijoje, Rusais ne kada ne vadavavo, gavo iš ju Agento kulka, jo grupote buvo sudarita iš Lvovo regiono žmoniu, kadangi tai buvusi lenku teritorija, tai galima galvuoti, jiu buvo daugiau lenku, ir kariavo jis už laisve Ukrainai, kuriai jis niekada ne priklause.;Polish;;
delfi_Litis_141;jeigu nieko nesupranti ne tik apie istoriją, bet ir apie dabartinį pasaulį tai geriau visai patylėk, nes atrodai visai kvailai.. teko dar prieš keletą metų pabendraut su eiliniais ukrainiečiais, tai jie kaip ir lietuviai didžiavosi kad kažkada turėjo bendrą valstybę su Lietuva, o ne su kažkokiais mongolų palikuonim, šiandien jų teigiamas nusistatymas Lietuvos atžvilgiu dar labiau iššaugo, nes lietuviai juos palaiko jų kovoje su putlerio pašlemėkais..;Ukrainian;;
delfi_Litis_141;jeigu nieko nesupranti ne tik apie istoriją, bet ir apie dabartinį pasaulį tai geriau visai patylėk, nes atrodai visai kvailai.. teko dar prieš keletą metų pabendraut su eiliniais ukrainiečiais, tai jie kaip ir lietuviai didžiavosi kad kažkada turėjo bendrą valstybę su Lietuva, o ne su kažkokiais mongolų palikuonim, šiandien jų teigiamas nusistatymas Lietuvos atžvilgiu dar labiau iššaugo, nes lietuviai juos palaiko jų kovoje su putlerio pašlemėkais..;Lithuanian;;
delfi_Litis_141;hmmm kokia proga lietuviai ieina? kad Vilnius okupuotas buvo?;N/A;;
delfi_Litis_141;"taip,taip Putkina jau skelbs dievu;;;antai jau ruose vieta MAUZOLIEJUJE,,;;;;lenina gi ruosiasi atiduot zemei,;;--reike gi vietos naujam dievui--naujam tikejimui...";N/A;;
delfi_Litis_141;gerbiamasis buvo Gruzijos banditas, o po to patapo CCCP vadu.;N/A;;
delfi_Litis_141;Jei tavo seneliai palaikė bolševikus, tai žinoma, kad to nusipelnė. Respekt Banderai. Tikras vyras. Gerbiu;N/A;;
delfi_Litis_141;As ji vadinciau partizanu , kadangi kovojo uz ukrainos laisve.;N/A;;
delfi_Litis_141;Bandera kovojo uz savo salies laisve ir kitu saliu neuzpuldinejo. Lenkai, rusai, vokieciai isiverze i Ukraina ir jei ten gavo gala nuo ukrainieciu rankos, tai normalu ir nera ko pykti.;Polish;;
delfi_Litis_141;Bandera kovojo uz savo salies laisve ir kitu saliu neuzpuldinejo. Lenkai, rusai, vokieciai isiverze i Ukraina ir jei ten gavo gala nuo ukrainieciu rankos, tai normalu ir nera ko pykti.;Russian;;
delfi_Litis_141;Bandera kovojo uz savo salies laisve ir kitu saliu neuzpuldinejo. Lenkai, rusai, vokieciai isiverze i Ukraina ir jei ten gavo gala nuo ukrainieciu rankos, tai normalu ir nera ko pykti.;German;;
delfi_Litis_141;Bandera kovojo uz savo salies laisve ir kitu saliu neuzpuldinejo. Lenkai, rusai, vokieciai isiverze i Ukraina ir jei ten gavo gala nuo ukrainieciu rankos, tai normalu ir nera ko pykti.;Ukrainian;;
delfi_Litis_141;tai gal pirma Armija Krajova zygdarbius ivertinkit o paskui stebekites kogi tie vakaru ukarinieciai nerimastingi patapo;Ukrainian;;
delfi_Litis_142;as tai isvis neisivaizduoju kaip dar kazkas gali ziuret kasi. kai zaidzia rinktine lietuvos tada taip. bet kai dauguma juodaodziu begioja tai man ten isvis jokio idomumo;Dark-skinned;;
delfi_Litis_143;zmoniu daugejo todel,kad buvome okupuoti ir negalejei niekur isvaziuoti,o istojus i EU visos sienos atsidare,zmones vaziuoja kur galima normaliai uzdirbti,todel zmoniu ir mazeja.Atidarytu sienas rusijai,ukrainai,tai 90 % zmoniu pabegtu is sallies,aisku,pirmiausia reikia tureti kur begti,vien lenkai visa Europa uzeme,kur galima uzdirbti.;N/A;;
delfi_Litis_143;jo - visi legaliai dirbdami gaudavo vienodas algas [kuriu tikrai neuztekdavo normaliam pragyvenimui]. Todel beveik visi voge, kombinavo ir spekuliavo, tai vadindami saziningu darbu. Tik tokiu atveju galedavai eiti i 'dolerine' ar i turgeli ir pirkti kas patiko. Arba laukdavai paskyros - masinai, atostogoms Kryme, naujam magui ar dar kokiam tarybiniam s...;N/A;;
delfi_Litis_143;Visai ne i tema-pamaciau komentare ,kad buvo labai sunku gyventi CCCP laikais . Pamenu teva buvo iskviete saugumas, nes aukstu zemiau nusizude kaimyne ir mano tevas atrado kuna islauzes duris. Jus tik isivaizduokite tarybiniais laikais nusizude zmogus ir tuo net saugumas susidomejo. Tai buvo retenybe, o dabart tik zmogzudysciu statistika. P.S. bandau atsimti apie badavima, apie kazkokia propoganda, kuria dabar kisa. Pamenu kaip turguje vakarietiskas prekes pirkdavau, kurios atnesdavo daugiau dziaugsmo, nei dabar nusiperku nauja automobili.Tikrai is pirsto lauzta, kad paskutinius 20 metu bunat CCCP sudetyje mes buvom badu marinami ir diskriminuojami.Gimiau 1970 Turejau viska(tevai nupirko) .Turejau nauja motocikla , turejau pacia geraiusia TSRS laiku audio aparatura(Olimp , korvet 2X200 w Korvet AS 300 ) Tevai nebuvo net partinia ir nelabai net mego esama valdzia. Kas dirbo tas turejo viska. Zinoma buvo darugu , kuriu tevai buvo alkoholikai, tai ju ir darbuziai budavo nedaskalbti ir apnasiai.Nesakau, kad noreciau tu CCCP laiku, tik noriu pasakyti , kad viskas labai nepagrystai perdeta.;N/A;;
delfi_Litis_143;Diplomatinės priemonės ir metodai turėtų būti tokie, kurie užtikrintų taiką, o ne karą. Nebesvarbu, kokie motyvai, jei strategija demonstruoja jėgą ir aštrina karo grėsmę - neatrodo išmintinga.;N/A;;
delfi_Litis_143;"Po poros savaičių išgelbės Puteikis gi Lietuvą ;D";N/A;;
delfi_Litis_143;"Ar JAV toleruotų tokį „anakondos žiedą“?"" Patiko Jūsų klausimas.""";N/A;;
delfi_Litis_143;jai nepakenks, matos kad gerai dirba su bine atsiauginus,,,,,,,, isvis ko ji cia sprendzia viska uz visus zmones,,;N/A;;
delfi_Litis_143;pagarba prezidentei.;N/A;;
delfi_Litis_143;Gal galėtų protingi valdžios pareigūnai arba jų atstovai spaudai paprastais suprantamais nedviprasmiškais žodžiais ir terminais pasakyti, kas turima mintyje sakant - sankcijos Rusijai? Kas yra Rusija? Putinas? Rusijos valdžia? Rusijos bankai? Rusijos oligarchija? Rusijos varguomenė? Rusijos motinos ir vaikai?( Tikriausiai, taikomos sankcijos Rusijos vaikams?) Pernelyg apibendrinta sąvoka - Rusija. Norėtųsi konkretumo, aiškumo, apibrėžtumo. Visą laiką dviprasmiškom abstrakcijom kalbama? Kas yra šių sankcijų taikinys? Kas konkrečiai patirs šių sankcijų pasekmes?;N/A;;
delfi_Litis_147;kad būtų atvirkščiai??;N/A;;
delfi_Litis_147;atsakymas i antraste. jei sveciai nesibastys girti naktimis po miesta, nemys ant savivaldybes pastato ir nesikabines prie zmoniu, tikrai nenukentes.;N/A;;
delfi_Litis_147;savo nuomones išsakyti negalesime, nes gali būti tik viena nuomone;N/A;;
delfi_Litis_147;penktadienis gi vakar. Girtas pametė, namo negrįžo, bet žmonai alibi turi - sutiko Amerikos karius.;American;;
delfi_Litis_147;laimei, tas juokdarys be varlytes atejo. Gal pamirso? :);N/A;;
delfi_Litis_147;KAIP SUTINKAMI GELBĖTOJAI ,O NE OKUPANTAI;N/A;;
delfi_Litis_147;pompastika, bet kad tie svečiai patis kartais negražiai elgiasi;N/A;;
delfi_Litis_147;Toks vaizdas jei jav vietoj 150 butu atsiunte 152 rusija butu kapituliavus:))))));N/A;;
delfi_Litis_147;reik toj rukloj mob.tel supirktuvę atidaryt ar lombardą trumpam.gali gerų aparatų atnešt ant dienų:);N/A;;
delfi_Litis_147;na na, sublizgėjai...;N/A;;
delfi_Litis_147;cia visi samdyti komentarai, matosi kada zmones nuomone reiske o matosi , kada plaunamos smegenys net pere komentarus..;N/A;;
delfi_Litis_147;2014 - 04 - 26, bet išdavimo procesas prasidėjo gerokai anksčiau. Čia tik rezultatas - svetimos armijos įvedimas.;N/A;;
delfi_Litis_147;Niekas tave nepuls... Ne sci kashtanka ja Dubrovskij :) valio valio valio;N/A;;
delfi_Litis_147;Sauleinai buduly ir in tavo valdas linksmybes atejo o tu verkei kantriam viskas :))))));N/A;;
delfi_Litis_147;Musu Prezidente tobulai koordinuoja uzsienio politika, tik jos energingu pastangu deka NATO partneriai yra CIA kartu su mumis.;N/A;;
delfi_Litis_147;Tiems, kurie čia kalba, kad mažai karių, kad rusai vargo nematytų užimdami Lietuvą ir pan. „Kiek reikia JAV karių, kad jie apgintų užpultą NATO šalį? Vieno“. Konradas Adenaueris. Jei puolama šalis , kurioje yra JAV kariai, amerikiečiai tai vertina kaip tiesioginę agresiją prieš pačias JAV. Tai geriau nei NATO 5 straipsnis, nors ir jo pakanka, kad visokie putiniški imperialistai nagų nekištų. Na, nebent jie savižudžiai.;American;;
delfi_Litis_147;kazin ar pampersus jie atsiskraidino kartu,ar vel musu ziuke pirks is biudzeto pinigu .;N/A;;
delfi_Litis_147;Rusai nedris pulti pries NATO pajegas. Tai faktas. Vietinius cia jie gali kraupinti, bet kai kalba eina apie NATO valstybes, Rusija sedes pabrukusi uodega ir darys savo provokacijas ukrainoje.;Russian;;
delfi_Litis_147;Tai jie atvare padet uztikrint sauguma ar i svecius?Ir kas bus jei nuo vietiniu nukentes kai prie mergu lys?;N/A;;
delfi_Litis_147;oligarchai dreba kad ju i sibira neisveztu, tai va saukiasi pagalbos......;N/A;;
delfi_Litis_148;kaip patys rusai sako - dalshe nekuda.;Russian;;
delfi_Litis_148;teisingumo kaskiek, nesiulo beretninkai zudit kitaip manancius.....;N/A;;
delfi_Litis_148;Rikalingi konkretus faktai ,o ne delfi medziaga.;N/A;;
delfi_Litis_148;"Kaip galima mažoj žinutėj tiek klaidų pridaryti, nors yra ir razinka: kai tu savo garbinamos valstybės prezidentą putynu"" pavadini. Tikriausiai geriau žinai tikrąjį vado vardą. Taip ir vadinsim.""";N/A;;
delfi_Litis_148;"Ukraina neturi naudoti armijos pietryčiuose, Vokietijai sako Rusija"" Kodėl Rusija taip sako??? Todėl, kad nori atrasti pateisinimą savo senai jau suplanuotai invazijai į Ukrainą !""";N/A;;
delfi_Litis_148;"Kas tas perfect""? Taip orą pagadinai, vargšeli ""poliglote""?""";N/A;;
delfi_Litis_148;Vokiečiai Hitleriu irgi labai didžiavosi. Va taip!;German;;
delfi_Litis_148;ukrainiečiai padės į vietą tą Panamariovą su jo šaika?;Ukrainian;;
delfi_Litis_148;Ar pats senai susirgai ?;N/A;;
delfi_Litis_148;kad ir kaip nesibaigtu visas tas cirkas ukrainos zmonems tai ne i nauda, USA pati siknoj sedi, o pries rusus tiek prilojus nelabai ko ir tyketis jie gales;Ukrainian;;
delfi_Litis_148;kad ir kaip nesibaigtu visas tas cirkas ukrainos zmonems tai ne i nauda, USA pati siknoj sedi, o pries rusus tiek prilojus nelabai ko ir tyketis jie gales;Russian;;
delfi_Litis_148;Va tu tos brigados labiausiai ir reikia;N/A;;
delfi_Litis_149;Ogi nuleme visu pirma tai jog jis pirmasis juodaodis amerikos prezidentas, o visu antra jog jis pirmasis juodaodis amerikos prezidentas ir be viso sito jis dar ir juodas... Prikyn :o;Dark-skinned;;
delfi_Litis_153;tikruju uzsienieciui sunku suprasti tautos dvasia, net jei jis gyvena ilgai, o gal ir neimanoma. beprasmiska klausineti jaunu zmoniu klausineti, ar jie gintu Lietuva, ar pultu po tankais. Su giliu isitikinimu teigiu, kad didzioji dalis jaunu, senu, vidutinio amziaus zmoniu gintu, kiti kazka darytu Lietuvos labui uzsienyje.Kai atsiranda situacija, randasi ir sprendimai. Kas is to , jei jaunuoliai butu atsove, kad jie susiprogdintu, kovotu ir t. t, tai tik zodziai , zodziai, zodziai, lietuviai visada daro daugiau nei kalba, tad manau nereikia erzinti , gasdinti ir po to paciam pulti i nusivylima. O, del ivykiu istoriniu, manau, kad zmones,zino pakankamai daug , jaunimas daug irgi, gal ne visi, bet , kai pakalbi su vokieciais, austrais, sveicarais, skandinavais, o ypac amerikieiciais tais usidaro ispudis, kad jie zino tik malonius dalykus, ypac komforta myli ir jokiu istoriniu peripetiju zinoti nenori . Man skaudi L istorija ir nenoreciau spelioti , ka sbutu, jei butu, mes gerai zinom, kaip skaudizia, ziauriai viskas buvo, O, autorius gal uzsienietis , ar ne skandinavas, gal jam ir giminei neteko tu baisiu istorijos puslapiu vartyt;Lithuanian;;
delfi_Litis_153;tikruju uzsienieciui sunku suprasti tautos dvasia, net jei jis gyvena ilgai, o gal ir neimanoma. beprasmiska klausineti jaunu zmoniu klausineti, ar jie gintu Lietuva, ar pultu po tankais. Su giliu isitikinimu teigiu, kad didzioji dalis jaunu, senu, vidutinio amziaus zmoniu gintu, kiti kazka darytu Lietuvos labui uzsienyje.Kai atsiranda situacija, randasi ir sprendimai. Kas is to , jei jaunuoliai butu atsove, kad jie susiprogdintu, kovotu ir t. t, tai tik zodziai , zodziai, zodziai, lietuviai visada daro daugiau nei kalba, tad manau nereikia erzinti , gasdinti ir po to paciam pulti i nusivylima. O, del ivykiu istoriniu, manau, kad zmones,zino pakankamai daug , jaunimas daug irgi, gal ne visi, bet , kai pakalbi su vokieciais, austrais, sveicarais, skandinavais, o ypac amerikieiciais tais usidaro ispudis, kad jie zino tik malonius dalykus, ypac komforta myli ir jokiu istoriniu peripetiju zinoti nenori . Man skaudi L istorija ir nenoreciau spelioti , ka sbutu, jei butu, mes gerai zinom, kaip skaudizia, ziauriai viskas buvo, O, autorius gal uzsienietis , ar ne skandinavas, gal jam ir giminei neteko tu baisiu istorijos puslapiu vartyt;German;;
delfi_Litis_153;tikruju uzsienieciui sunku suprasti tautos dvasia, net jei jis gyvena ilgai, o gal ir neimanoma. beprasmiska klausineti jaunu zmoniu klausineti, ar jie gintu Lietuva, ar pultu po tankais. Su giliu isitikinimu teigiu, kad didzioji dalis jaunu, senu, vidutinio amziaus zmoniu gintu, kiti kazka darytu Lietuvos labui uzsienyje.Kai atsiranda situacija, randasi ir sprendimai. Kas is to , jei jaunuoliai butu atsove, kad jie susiprogdintu, kovotu ir t. t, tai tik zodziai , zodziai, zodziai, lietuviai visada daro daugiau nei kalba, tad manau nereikia erzinti , gasdinti ir po to paciam pulti i nusivylima. O, del ivykiu istoriniu, manau, kad zmones,zino pakankamai daug , jaunimas daug irgi, gal ne visi, bet , kai pakalbi su vokieciais, austrais, sveicarais, skandinavais, o ypac amerikieiciais tais usidaro ispudis, kad jie zino tik malonius dalykus, ypac komforta myli ir jokiu istoriniu peripetiju zinoti nenori . Man skaudi L istorija ir nenoreciau spelioti , ka sbutu, jei butu, mes gerai zinom, kaip skaudizia, ziauriai viskas buvo, O, autorius gal uzsienietis , ar ne skandinavas, gal jam ir giminei neteko tu baisiu istorijos puslapiu vartyt;Austrian;;
delfi_Litis_153;tikruju uzsienieciui sunku suprasti tautos dvasia, net jei jis gyvena ilgai, o gal ir neimanoma. beprasmiska klausineti jaunu zmoniu klausineti, ar jie gintu Lietuva, ar pultu po tankais. Su giliu isitikinimu teigiu, kad didzioji dalis jaunu, senu, vidutinio amziaus zmoniu gintu, kiti kazka darytu Lietuvos labui uzsienyje.Kai atsiranda situacija, randasi ir sprendimai. Kas is to , jei jaunuoliai butu atsove, kad jie susiprogdintu, kovotu ir t. t, tai tik zodziai , zodziai, zodziai, lietuviai visada daro daugiau nei kalba, tad manau nereikia erzinti , gasdinti ir po to paciam pulti i nusivylima. O, del ivykiu istoriniu, manau, kad zmones,zino pakankamai daug , jaunimas daug irgi, gal ne visi, bet , kai pakalbi su vokieciais, austrais, sveicarais, skandinavais, o ypac amerikieiciais tais usidaro ispudis, kad jie zino tik malonius dalykus, ypac komforta myli ir jokiu istoriniu peripetiju zinoti nenori . Man skaudi L istorija ir nenoreciau spelioti , ka sbutu, jei butu, mes gerai zinom, kaip skaudizia, ziauriai viskas buvo, O, autorius gal uzsienietis , ar ne skandinavas, gal jam ir giminei neteko tu baisiu istorijos puslapiu vartyt;Swiss;;
delfi_Litis_153;tikruju uzsienieciui sunku suprasti tautos dvasia, net jei jis gyvena ilgai, o gal ir neimanoma. beprasmiska klausineti jaunu zmoniu klausineti, ar jie gintu Lietuva, ar pultu po tankais. Su giliu isitikinimu teigiu, kad didzioji dalis jaunu, senu, vidutinio amziaus zmoniu gintu, kiti kazka darytu Lietuvos labui uzsienyje.Kai atsiranda situacija, randasi ir sprendimai. Kas is to , jei jaunuoliai butu atsove, kad jie susiprogdintu, kovotu ir t. t, tai tik zodziai , zodziai, zodziai, lietuviai visada daro daugiau nei kalba, tad manau nereikia erzinti , gasdinti ir po to paciam pulti i nusivylima. O, del ivykiu istoriniu, manau, kad zmones,zino pakankamai daug , jaunimas daug irgi, gal ne visi, bet , kai pakalbi su vokieciais, austrais, sveicarais, skandinavais, o ypac amerikieiciais tais usidaro ispudis, kad jie zino tik malonius dalykus, ypac komforta myli ir jokiu istoriniu peripetiju zinoti nenori . Man skaudi L istorija ir nenoreciau spelioti , ka sbutu, jei butu, mes gerai zinom, kaip skaudizia, ziauriai viskas buvo, O, autorius gal uzsienietis , ar ne skandinavas, gal jam ir giminei neteko tu baisiu istorijos puslapiu vartyt;Scandinavian;;
delfi_Litis_153;tikruju uzsienieciui sunku suprasti tautos dvasia, net jei jis gyvena ilgai, o gal ir neimanoma. beprasmiska klausineti jaunu zmoniu klausineti, ar jie gintu Lietuva, ar pultu po tankais. Su giliu isitikinimu teigiu, kad didzioji dalis jaunu, senu, vidutinio amziaus zmoniu gintu, kiti kazka darytu Lietuvos labui uzsienyje.Kai atsiranda situacija, randasi ir sprendimai. Kas is to , jei jaunuoliai butu atsove, kad jie susiprogdintu, kovotu ir t. t, tai tik zodziai , zodziai, zodziai, lietuviai visada daro daugiau nei kalba, tad manau nereikia erzinti , gasdinti ir po to paciam pulti i nusivylima. O, del ivykiu istoriniu, manau, kad zmones,zino pakankamai daug , jaunimas daug irgi, gal ne visi, bet , kai pakalbi su vokieciais, austrais, sveicarais, skandinavais, o ypac amerikieiciais tais usidaro ispudis, kad jie zino tik malonius dalykus, ypac komforta myli ir jokiu istoriniu peripetiju zinoti nenori . Man skaudi L istorija ir nenoreciau spelioti , ka sbutu, jei butu, mes gerai zinom, kaip skaudizia, ziauriai viskas buvo, O, autorius gal uzsienietis , ar ne skandinavas, gal jam ir giminei neteko tu baisiu istorijos puslapiu vartyt;American;;
delfi_Litis_158;lietuviai vaziavo rusams gesinti kazkada , galetu rusai ir padeti su savo BE-200 irgi.;Russian;;
delfi_Litis_158;lietuviai vaziavo rusams gesinti kazkada , galetu rusai ir padeti su savo BE-200 irgi.;Lithuanian;;
delfi_Litis_159;senai sakiau kad nereikia jai tos pilietybes. amerikieciai moka graziai pakalbet, paverke pries kameras per lt paso iteikima ir vsio :D;American;;
delfi_Litis_159;Ko čia cypiat? Eiline antis juk.. O jei istikro amerikietė, atstovavusi Lietuvai ir Gruzijai perbegtu pas rusus.. Tada taip jai ir reikia. O kol kas - man ji dar Tobyte.;American;;
delfi_Litis_159;Ko čia cypiat? Eiline antis juk.. O jei istikro amerikietė, atstovavusi Lietuvai ir Gruzijai perbegtu pas rusus.. Tada taip jai ir reikia. O kol kas - man ji dar Tobyte.;Russian;;
delfi_Litis_16;Maidane saude keturi snaiperiai - gruzinai, juos nusiute sakasvili;N/A;;
delfi_Litis_16;kiekvieną dieną skaitau veržiasi, bet vis nesiveržia. Įdomu kam naudinga kelti sumaištį;N/A;;
delfi_Litis_16;Jau mėnesį jie čia verkia dėl to karo, bet kaip jo nėr taip nėr...;N/A;;
delfi_Litis_16;Ar tai taip pat patikima CŽV žvalgybos informacija kai ir apie Irako branduolinį ginklą. Jei tokia pat tai miegokime ramiai;N/A;;
delfi_Litis_16;usa gal pirmiau masinio naikinimo ginkla irake suranda.;N/A;;
delfi_Litis_16;na ir kas ,kad pardavineja.neesu prorusiskas ,bet amerikonams visada keblu buvo kurti raketinius variklius ,net turint brezinius ar pavyzdzius;N/A;;
delfi_Litis_16;O kaip pats galvoji ar gauna delfi redakcija pinigus uz visuotines nuomones formavima? Ir kas tuos pingus moka?:))));N/A;;
delfi_Litis_16;Po Krymo pasitraukė iš nvs. O kas jiems beliko.;N/A;;
delfi_Litis_173;taip, pasinaudojus siuo tuoletu tikrai jauties svarus.Tik kvailiai ir neismaneliai gali juoktis is sio nuostabaus Japonu isradimo. Nebutina pirkti nauja tuoleta, galima internetu uzsisakyti priedelius ir paciam prisijungti (uztrunka apie 5 min- labai lengva ir paprasta). O pigiausias priedas skirtas tik apiplovimui tekainuoja apie $40. Sugrizus is Japonijos tai buvo mano svarbiausias pirkinys. Jau 4 metus nauduojuos ir neatsidziaugiu. Pabandykit, tikrai patiks, nesigailesit.;Japanese;;
