Text ID;Comment;Target;HS Level;;;;;;;;;
lrytas_sql_1150;tikejausi kad kunigeliai ejo ieskoti priezasciu kaip padeti gyventi zmonems,nes padetis tikrai beviltiska, o cia pasirodo patys kunigeliai vargsai...be galo skaudu ir liudna,o dar liudniau bus jei jie ir vel ragins balsuoti uz konservatorius...;Catholics;Level 1;;;;;;;;;
lrytas_sql_1150;PRIVALU KUO GREICIAU APMOKESTINTI kunigus!!!Ar jiems maza turtu???;Catholics;Level 2;;;;;;;;;
lrytas_sql_1154;Gerb. arkivyskupe, kada bažnyčia pradės atsikrikštijimo procedūrą. Ji tikrai reikalinga, nes mane tėvai, būdami uolūs katalikai pakrikštijo 2 savaičių amžiaus, aš to tikrai neprašiau, tai yra savo valia nepasirinkau šios religijos, kuri dabar man nėra priimtina dėl savo nemokšiškumo ir žiaurumo. Mano tolimesniam dvasiniam augimui su šiuo tikėjimu tikrai nėra pakeliui.;Catholics;Level 1;;;;;;;;;
lrytas_sql_1154;koks dar asilas gali roditis su savo apdaru perpilditas valdžios troškimo? Tik ižulus religininkai,paremk bažnyčia.;Catholics;Level 1;;;;;;;;;
lrytas_sql_1154;TOKIA BAZNYCIA IR JOS TOMKEVYCINIUS TARNUS , TAI JIE YRA TIKRIEJI KATALIKYBES ZLUGDYTOJAI PASAULYJE.;Catholics;Level 1;;;;;;;;;
lrytas_sql_1154;popiezius save vadina dievo vietininku zemeje , na o lietuvoj kitas kunigelis intrigantas manau jau velnio vietininkas.;Catholics;Level 1;;;;;;;;;
lrytas_sql_1154;Atejo laikas pasauliui keisti įstatymus ir nusistatymus religijoje ir priimti vienigą nuomonę,kad kunigai turi būti vedę ir turėti stabilias šeimas ir rodyti pavyzdį,kaip turi šeima auklėti vaikus religiniais pagrindais ,o paskuiniu laiku kunigas dabridęs tik kaip daugiau susirnkti pinigų,nes duokles į vyskupijas turi atiduoti milžiniškas galvoja vyskupai ir jų tarnai.kad žmones tokie durni ir nieko nesupranta praėjo avinų karta kuris domisi tas ir daug ką žino ir suvokia visose srityse;Catholics;Level 1;;;;;;;;;
lrytas_sql_1154;anatema nuo bažnyčios, mat, kaip stojosi, kai kunigam nelieka laiko sakramentam per politikavimus, orgijas ir mergas;Catholics;Level 1;;;;;;;;;
lrytas_sql_1154;...nusipirkom pernai su zmona kelione per sventas Prancuzijos, Ispanijos ir Portugalijos vietas...net juokas neima...toks panasumas i maksimas...trys xxx...ooo ...!!!, du xx..oo.. !!, ir vienas x.o.!,- religija, tai piderastu verslas...ooo !!!;General;Level 1;;;;;;;;;
lrytas_sql_1154;Diakonizmo instituciją užsimanė prikelti iš numirusių vien dėl visuomenės nuomonės, kažkaip reikia užtušuoti sekso skandalus ir nepasitikėjimą kunigais kaip uždara kasta. Pravėdins šiek tiek priplėkusią tvarką, šiaip sau, pasirodymui.Pastebėkite, kad bažnyčia kaip visada velkasi iš paskos, jos iniciatyvos yra tik gynybinė reakcija.;Catholics;Level 1;;;;;;;;;
lrytas_sql_1154;"Jo-jo, Dievas yra, nes mirtinai reikalingas bažnyčios bizniui. Be jo Vatikanui iškart - bankrotas. Anot tikinčiųjų, aklas tikėjimas priešistorinėm pasakom - proto viršūnė. Tie kurie nieko nežino, bet aklai tiki, yra labai mylimos ir kruopščiai kerpamos bažnyčios avelės, o va norintys žinoti ir ne tokie patiklūs - ""darželinukai"".Nepatogūs tokie, oi nepatogūs, religiniams demagogams ir jų firmų bizniui...Nekiškite vaikams nuo mažens į galvas savo idiotiškų paistalų apie ""visagalį"" Nukryžiuotąjį, ""Šventąją trejybę"" ar panašias nesąmones, ir tikėjimui greitai ateis galas.Krikščionybė yra tokia pati mulkinimu pagrįsta komercija, kaip ir bet kuri kita religija ar politika. O komercijai reikalingi du dalykai: monopolis ir reklama. Todėl krikščionybė, kuri iš esmės yra tokia pati okupantiška ideologija Lietuvoje, kaip ir buvęs komunizmas, plakasi prie valdžios, kad gautų privilegijuotą padėtį, braunasi į mokyklas, kariuomenę. Todėl šventina idiotiškus kompaktus ir policijos ""tačkes"", kalėdoja per namus, sunkdami grašius iš kaimiečių.Jei žmogus turi nors kiek sveiko proto ir sąžinės, yra tvirtų moralinių nuostatų ir doras - jam bukaprotiškos juodaskvernių pasakos nereikalingos. Jei nužmogėjęs - nepadės nei šventinimai, nei giesmės, nei išpažintys. Juo labiau, kai patys šventintojai šiais laikais neretai tikrai ne be nuodėmės";Catholics;Level 1;;;;;;;;;
lrytas_sql_1185;Logika paprasta - nenorite gyevnti su Izrawliu taikiai, gyvensite griuvesiuose. O del tu saudymu, taio Izraelis smogia tikslingai, o Hamas (kaip kokiam koviniame fantastikos filme) saudo bile kad saudyti. Pumpuoja sau marazmus, kad islamo jokia jega nesunaikins ir jie teisus. Naikinamas ne islamas, o jo pasekejai. Jei nera pasekeju, nebus ir islamo :D. Del tu HAMAS fanatiku zusta nekalti zmones.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1192;"Negali būti nei jokių lenkų partijų, nei krikščionių, nei kryžiuočių, nei musulmonų, anei jokių kitų religinių partijų.. Bažnyčia Lietuvoje a t s k i r t a nuo Valstybės. O ""po-litinė partija"" tautiniu pagrindu yra nusikalstamas išskirtinumas, ir šį nusikalstamą faktą būtina n e d e l s i a n t NAIKINTI!";Catholics;Level 1;;;;;;;;;
lrytas_sql_1192;"Negali būti nei jokių lenkų partijų, nei krikščionių, nei kryžiuočių, nei musulmonų, anei jokių kitų religinių partijų.. Bažnyčia Lietuvoje a t s k i r t a nuo Valstybės. O ""po-litinė partija"" tautiniu pagrindu yra nusikalstamas išskirtinumas, ir šį nusikalstamą faktą būtina n e d e l s i a n t NAIKINTI!";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1192;"Pagal tarptautinės teisės normas NEGALIMAS j o k s politinis darinys tautiniu ir religiniu pagrindais, nes TAI paprasčiausia diskriminacija kitų bendrapiliečių atžvilgiu. Pašvinkusių koncervų partija, dėl savo pašvinkimo, keletą kartų kaitaliojo savo šaikos pavadinimą, apsistodama prie populistinio kd. Jeigu taip vadinami ""krikščionys"" būtų klubinė veikla, tada viskas tvarkoj. Tačiau ""krikščionys"" naudojasi Lietuvos Valstybės biudžetu kaip nuosava pinigine, o gyventi Lietuvoje leido TIK 160.000 savo pasirinktųjų -- kiti, nelojalūs, nereikalingi ir nepageidaujami. Partijos-šaikos tautiniu ir religiniu pagrindais turi būti nedelsiant uždarytos kaip diskriminacinės.";Catholics;Level 1;;;;;;;;;
lrytas_sql_1208;"youtube.com/watch?v=SO3jnqFk19E ; Garbinat šėtoną ir dabar stebitės kaip taip atsitiko, kad įvyko 9/11. Pirma išbraukėt Izraelio Dievą iš žmonių gyvenimų, o po to kai įvyko 9/11 prasidėjo: ""kodėl mūsų neapsaugojai"", ""kur buvo Dievas""? Ir svarbiausia, kad Jūs šėtono ir co garbinimo nenorit atsisakyti, o galvojat, kad žiaurumu, ir smurtu, ir baime viską sociume sutvarkysit... Taip, vieną gražią dieną mano broliai ir seserys, t. y. krikščioniai, bus visų akyse ""ne žmonės"" ir tada tokie budeliai pradės ""taikyti"" savo ""išmonę""... Darosi baisoka, bet taip jau bus, bent panašu, kad BUS. KAIP PARAŠYTA: Mato 24: 8 Tačiau visa tai  gimdymo skausmų pradžia. 9 Tada jus atiduos kankinti ir žudyti. Jūs būsite visų tautų nekenčiami dėl mano vardo. 10 Daugelis pasipiktins, vieni kitus išdavinės ir vieni kitų nekęs. Morkaus 13: 12 Brolis išduos nužudyti brolį, o tėvas  savo vaiką. Vaikai pakels ranką prieš savo gimdytojus ir juos žudys. 13 Jūs būsite visų nekenčiami dėl mano vardo. Bet kas ištvers iki galo, tas bus išgelbėtas. AR YRA KAŽKOKS RYŠYS TARP ORGANŲ DONORYSTĖS IR GILIOTINŲ? SUŽINOKITE: youtube: /watch?v=48Ids9q5zGY ; youtube: /watch?v=3PTWFIFNlm4";Satanists;Level 1;;;;;;;;;
lrytas_sql_1227;"labai teisingai jie sukure valstybe jie ir naudojasi, per kiek metu tai oaze dikyneje, lygiu skirtumas akivaizdus. Galima priimt sveciu teisem dirbt bet siap tai jei nieko nedave valstybejei tai kam jie reikalingi... o labiausiai tai prajuokino ""Obama sako kad islamas davė pasauliui tiek daug gero"" - idomu ka gero dave islamas apart atsilikimo, nes visos islamo valstybes atsilikusios o ju pilieciai didele dalis gyvena vakaru europoje ir daznas is pasalpu. Religija mano nuomone is vis kvailinimas zmoniu...";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1295;Visi mastantys zmones yra ateistai Ernest Hemingway. Religija yra nenoras suzinoti tiesa - Friedrich Nietzsche. CIA tik kelios ismintingu zmoniu mintys, kas nores susiras daugiau. As manau kad zmogus nebus laisvas tol kol neatsisakys sito melo. Visais laikais religija buvo didziausias progreso stabdis, ar nebutu pats laikas jos atsisakyti???;General;Level 1;;;;;;;;;
lrytas_sql_1295;"Ateistai neturi tiek galimybių ką nors ""įbrukti"", palyginkit su Vatikano organizacija. Jums nereikia mokėti mokesčių už ateistų pramogas, nereikia lopyti ateistinių bažnyčių stogų už visų pinigus ir t.t. ateizmas neužsiima masine hipnoze, galų gale. Ir jiems nėra svarbu žūtbūtinai ką nors ""atversti"". Žinoma, nekalbu apie sovietinį buldozerinį, tas tikrai buvo panašus į religiją - valstybinis, nepakantus, baudžiantis, grasinantis, pompastiškas.";Catholics;Level 1;;;;;;;;;
lrytas_sql_1295;"Kur biblija rašo nesąmones, ten reikia suprasti ""netiesiogiai"", žinom, žinom.";Catholics;Level 1;;;;;;;;;
lrytas_sql_1295;AR TU VISAI JAU? PATS PAGALVOK PAVYKTŲ SUKELTI PASAULINĮ TVANĄ! TAI BŪTŲ NEGINČYJAMAS ĮRODYMAS, KAD VISOS RELIGIJOS YRA VERTOS Š. NEBEREIKĖTŲ BIJOTI IZRAELIO DIEVO. BET MES, JUK, ŽINOME, KAD JŪS ATEISTAI ESAT BAILIAI. JUMS NET NERŪPI TIESA. TAI APIE KĄ MES DAR GALIME KALBĖT? JĖZUS KRISTUS YRA TIESA, KELIAS IR GYVENIMAS. ALTERNATYVA - KANČIOS ŠIAME GYVENIME IR KRITIMAS Į UGNIES EŽERĄ. JUMS, PONAI, RINKTIS.;Atheists ;Level 1;;;;;;;;;
lrytas_sql_1295;tikintis žmogus - tai apkvailintas žmogus. ir labai gerai, jei tas apkvailintas žmogus tikisi gero gyvenimo po mirties. nes jei jam įteigiama kovoti už savo tikėjimą čia, šiame gyvenime - jis tampa pavojingu apkvailintu žmogumi. Juokiamės iš musulmonų fanatizmo. O ką krikščionių fanatikai išdarinėjo prieš keletą šimtmečių? O ką žydų fanatikai išdarinėja Palestinoje šiais laikais? Religija, kaip sakė klasikas - opijus liaudžiai. Ir kuo greičiau to opijaus tautos atsikratys, tuo bus geriau žmonijai.;Catholics;Level 1;;;;;;;;;
lrytas_sql_1295;"tai 2000 metu senumo poziuris :) Laikmecio kai zmones tikejo stebuklais ir burtais, rasyti nemokejo, knygu neturejo, kompu, interneto, automobiliu, raketu ir daug ko ir kas keisciausia, aiskinama, kad toks poziuris pritaikomas siems laikams ;) tiems laikams, kai nebuvo kodeksu ir istatymu, tai buvo labai pazangus kuriniai, bet dauguma juose isdestytu taisykliu seniausiai nuseno ir visiskai nepritaikomos siems laikams - pvz uzmetymai akmenimis ir tt, todel bandoma gudrauti, esa ST/NT tai alegorijos o ne tiesioginiai isaiskinimai - ir tai akivaizdi netiesa :) nes daugeli metu biblijos buvo taikomos vos ne paraidziui, o dabar kai uz toki ""taikyma"" jau galima sualukt kvietimo i Hagos tribunola - tada jau prasideda burimai is kavos tirsciu.. Bet kuriuo atveju - nebuvo istorijoje amzinu religiju - vienos iskildavo, kitos nunykdavo.. matosi, ateina ir krikscionybes/judaizmo saulelydis, o musulmonybe kol kas murkdosi kazkokiame nerastingo fanatizmo chaose.. Fanatizmas - tai ir yra zmogaus nesugebejimas tiketi - tai tikejimo megdziojimas..";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1297;tie musulmonai kaip prisiktas batas, plauk neploves, vistiek smirda;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_1297;Su issigimeliais muslimais visad reikia kovoti ir niekad jais negali pasitiketi. Sypsosis tau i akis ,o uz nugaros laikys peili.Tokia ta ju religija,raginanti zudyti kitatikius.Kuo daugiau ju nuzudys,tuo greiciau pateks pas Alacha.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1297;Na laukiniai tie musulmonu fanatikai. Ka cia bepridursi.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_1297;degint musulmonus;Muslims (Islam);Level 3;;;;;;;;;
lrytas_sql_1297;visos religijos yra blogis;General;Level 1;;;;;;;;;
lrytas_sql_1299;"Jus esate tokie pat kaip ir visi arabao: NORITE AMERIKOS DOLERIU BET TUO PACIU METU NORITE VISUS ""NETIKINCIUS"" UZMUSTI. Kas jums duos tu doleriu kai nei vieno amerikono nebus? Bilijonus ir bilijonus Amerika yra tiems prakeiktiems islamo teroristams davusi metus is metu. Kokie is to nauda? VISI TIE NECIVILIZUOTI, LAUKINIAI, BANDITAI NORI VISA PASAULI UZKARIAUTI!!! Kuo jie skiriasi nuo naciu, nuo rusu komunistu, nuo turku (iszudziusiu tukstancius kurdu) nuo juodzi Afrikoje ir net Amerikoje????? SUNES, NUSTOKITE KASTI I RANKA TIEMS KURIE JUS MAITINA. Amerika turetu NEDUOTI NEI CENTO ARABAMS. NEI VIENO CENTO PILIECIU UZDIRBTU PINIGU.";Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_1299;Vietoj toletinio pepieriau tas muslimu pyderastu koranas tinkamas.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1305;STOP kedophilia in Lithuania Nu ir kunigas, kuris garbina kazkoki sena dieda, kuris be Santuokos sakramento seksinosi su nepilnamete ir dirbo jai nesantuokinius vaikus, kuriu net krikstu nesirupino, pats i gatve ta savo sugulove su tuo savo nesantuokiniu ismete, o prisimine tik kai sumaste pedoporno pradet kurt ir internete platint. Issityciojo is savo vaiko, nuzude nekaltus zmones, apsmeize, ir sita isgama bedievi tas Baznycios tarnas liepia garbint? Iki kiek issigime Lietuvos Bznycia, jei jos tarnai liepia tokiais isgamom kaip tas zudikas nimfeciu megejas paleistuvis sekt? O jei cia ne Lietuvos Kataliku Baznycios 'naujoji linija' ir Lietuvos Kataliku Baznycia neatsiskyte nuo Romos Kataliku Baznycios bei ispazista Katekizma su jame nurodytomis 7 Didziosiomis Nuodememis ir 10 Dievo Isakymu, tai laukiam oficialaus situ violetiniu bedieviu ir Dievo mokslo dergeju sektantu pasmerkimo!!! Ne senu diedu sanguliavimui su vaikais, ne paleistuvavimui, ne nesantuokiniu vaiku dirbimui ir ju metymui i gatve!!! Ne zudikams, ne paleistuviams!!! Ir NE kalbantiems netiesa bei smeiziantiems nekaltus zmones!!! Pazeidusiu 10 Dievo Isakymu ir padariusiu kuria nors is 7 Didziuju Nuodemiu laukia PRAGARAS ir setonas. NE sitokius darbus ir sitokius nusikaltelius garbinantiems setono tarnams, nesvarbu, kad ir su sutanomis - tai tik parodo, kad jie net didesni setono tarnai nei galima isivaizduot!!!!;Catholics;Level 2;;;;;;;;;
lrytas_sql_1320;nereikia ju bijoti!! ju reikia VENGTI, kaip ir visu kitu islama ispazistanciu vyru!;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1320;nei vienai kvailutei neina paaiskinti,kol ji pati nepatirs tu musulmonu keslu,o paskui kiek reikalu atsiranda,atimti vaikai ,zeminimas,cia su savo tautieciais ne viskas gaunasi,o ten babajai,kokie jie saldus pradzioje,bet kokie kartus pabaigoje..vistelems taip ir reikia.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1320;kas per durnas straipsnis,zinoma stebetis nera ko juk autore lietuviska turku paklode.Kokia sveika moteris galetu bendrauti su dvokianciu musulmonu? Uztenka paziuret i tas lietuves kur buna su musulmonais ar siaip pietieciai ir supranti ,jog saunu ,kad kazkas surenka ligotas lietuviskas beprotes.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1320;Turkai kiekviena sutikta moteri privers pasijusti geidziama moterimi,kol apsuks jai galva,iskaulys jos pinigus arba ves ir po to iskaulys,o po Europietisko paso gavomo,ne vienas sekancia diena pabego pas kita.Pasiklausykite viso pasauliu moteru patyrimu,yra specialus zurnalai,kur apraso savo ispudzius su turkais,cvienas ir tas pats braizas.Primeluoja,kad myli,o kvailes patiki,o po to sokdina taip kaip nori,ir visas dzentelmeniskumas dingsta kaip i vandeni.Tikras vyras tas,kuris sakys moteriai,kad ja myli,kai tikrai myli ir visada ja gerbs.Bet tokie vyrai kaip turkai,yra patys prasciausi vyrai kaip ir visi like musulmonu pasaulio vyrai. Tai didziausi paleistuviai pasaulyje,kurie skaitio,kad tai yra normalu perguletui su bent kokia moterimi,kai tuo tarpu ju zmonos sedi namie,i gatve isvedamos tik su antsnukiu uzmaukslintu,ir jos mano,kad ju vyrai istikimi. Jokio skirtumo ka jie vede,jei kuri galvoja,kad jie istikimi jai,tai tik galima pasijuokti is visiko ju kvailumo. Dirbau tarp kolegu musulmonu,jei moterys paklausytu ka jie sneka ir ka jie daro,pasislykstetu. Bet kai jie pamato moteri,issiviepia,moteris susileidzia. Vienu zodziu,praminiau musulmonu vyrais: chameleonais,kurie keicia spalva pagas aplinkybes.Tik visiskos kvailes jais tiki.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1357;TUOJ BUS New World Order ir mus krikščionis persekios ir galabis... Kas ruošiama krikščionims: YouTube: /watch?v=41efCuDM5M8 Broliams ir Seserims Kristuje: YouTube: /watch?v=gouPYsgkW2o;Other Christian;Level 2;;;;;;;;;
lrytas_sql_1362;"Kunigų gerų nebūna ,Eglute.Čia ,panašiai ,kaip KGBistų ,komunistų ir kitų GENOCIDO vykdytojų.Kaip Žmogus ,toks gali atrodyti ir neblogas,tačiau nereikia užmiršti kokioms TAMSIOMS JĖGOMS jis atstovauja.Šių jėgų tikslas ,ir po šiai dienai nėra pasikeitęs nė per nago juodymą-tai mūsų tautos DVASINIS NAIKINIMAS (na ,o kartu ir FIZINIS).KATILAI JAU LAUKIA-PERKŪNO valia visiems katalikams paruoštas PRAGARAS (kaip ir likusiems krikščionims).Lygiai toks -kokį jie visada siūlo ""pagonims"" (gal net dar šiltesnis).";Catholics;Level 2;;;;;;;;;
lrytas_sql_1362;lietrytį, besivaikantį sensacijų. Taip pat visus idiotiškus komentarus (ypač PROTĄ - geriau sakant - LOPĄ. Tai proga pasireikšti visiems satanistams, pagonims ir kitokiems ligoniams. Esmėje kas? Kunigui parodyta pagarba - JUMS ŠIRDĮ ĖDA. Kai jus kojas užversit, pasisiosiu..;Pagans ;Level 2;;;;;;;;;
lrytas_sql_1362;lietrytį, besivaikantį sensacijų. Taip pat visus idiotiškus komentarus (ypač PROTĄ - geriau sakant - LOPĄ. Tai proga pasireikšti visiems satanistams, pagonims ir kitokiems ligoniams. Esmėje kas? Kunigui parodyta pagarba - JUMS ŠIRDĮ ĖDA. Kai jus kojas užversit, pasisiosiu..;Satanists;Level 2;;;;;;;;;
lrytas_sql_1362;kokios uniformos, tokia ir lemtis. Kur ziurejo vyskupas, kad leido kunigui mirties kulta ispazystanciu draugijoje dalyvauti ir net buti jos nariu???;Catholics;Level 2;;;;;;;;;
lrytas_sql_1362;ESME : DVASIŠKAI SILPNAS MENKAS ISTIZES IR T.T. ŽMOGUS TODĖL SUSIRGES STOKHOLMO SINDROMU OKUPACINIU RELIGINIU TIKĖJIMO PAGRINDU !!! PAGIEDOKIT !!!;Catholics;Level 1;;;;;;;;;
lrytas_sql_1362;Tragiškai žuvusį kunigą pagerbė baikeriai IR TE IŠNYKSTA JIS KAIP DUMAS NESKLAIDOMAS VEJO AMŽIAMS KARTU SU OKUPANTU RELIGIJA TIKĖJIMU !!! PAGIEDOKIT !!!;Catholics;Level 1;;;;;;;;;
lrytas_sql_1362;Cia kunigo laidotuves? O sadoma ir gamora .... Apsaugok dieve mus nuo tokiu kunigu!!;Catholics;Level 1;;;;;;;;;
lrytas_sql_1362;ESME : DAR VIENU PROTĖVIU TIKĖJIMO IŠDAVIKU ISNIEKINTOJU IR T.T. OKUPANTU RELIGIJOS TIKĖJIMO SKLEIDĖJU LIETUVOJE MAZIAU !!! PAGIEDOKIT !!!;Catholics;Level 1;;;;;;;;;
lrytas_sql_1362;kazin kaip kunigelis karste buvo aprengtas,o gal su baikeriu rubais?Ojojo tai bent kunigelis ir zverelius zude ir barzda uzsiaugino ir riaumodamas lakste vaje vaje...;Christian;Level 1;;;;;;;;;
lrytas_sql_1362;Siaip baikeriai demonstruoja SATANA 666 NACIUS bei kita su SETONU susijusius dalykus. Nors nieko nustabaus. Vatikane bei jo baznyciuose aplink pasauli LUCIFERIO AKIS visur pavaizduota. Arba SATANO akis kaip bepavadinsite. Kunigelis irgi baikeris matai. Nu tai SATANO tarnas!!!;Catholics;Level 2;;;;;;;;;
lrytas_sql_1362;Harliusne visi iperka.Pries teva pagieza galejo buti prazutinga-nesiderina su zydisku katalikiskumu;Catholics;Level 1;;;;;;;;;
lrytas_sql_1362;nu man cia kazkaip nesiderina,kunigas ir baikeris....tikras kunigas,tai priesingybe tikram baikeriui....arba jis nebuvo tikras nei tas nei tas....nu ne mums teisti,nuspres viska virsuj...Dabar baznyciose normaliai yra...su gitarom groja...su velniu skafais vaiksto...Cia,vadinasi,baznycia pritraukia jaunima....i visu sveikata.;Christian;Level 1;;;;;;;;;
lrytas_sql_1362;Labai keista, kad būdamas kunigas, nesugebėjo atleisti savo tėvui už tai , kad augo be jo.Juk būdamas kunigu moko ir pataria savo tikintiesiems visai ką kitą, o ir medžioklė - gyvūnų žudymas, atėmimas gyvybės, nesiderina su kunigo pareigomis, tikėjimu.;Christian;Level 1;;;;;;;;;
lrytas_sql_1362;Tragiškos žūties priežastis pagal Jėzaus mokslą yra alkoholis (velnias), kuris puošiamas, liaupsinamas, iškilmingai laikomas buteliuose su blizgančiom etiketėm net maisto parduotuvėse ir tai buvo, sprendžiant iš barzdos, perspektyvus kunigas, nes vyras be barzdos kas merga be...;Christian;Level 1;;;;;;;;;
lrytas_sql_1373;kam tokiom gegutems vaikai nei jos geros zmonos nei motinos ..tik uodegom vizgint ir papais teliuskuot, nei vaizdo nei garso..pigios prostitutes..apie kokia atsakomybe uz vaika gali but kalba...saunuolis vyras, mergaitei tokio pavyzdio nereikia...nereikia nei babaju..pacios save nuleido lietuvaites zemiau plintuso...tegu dziaugias kad lietuva ne musulmoniska valstybe o tai akmenim Gedimino prospekte uzmetyt maza...;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1401;Silpnaprociu Lietuvoje visur pilna, tokiu kaip pats. Bonckute siuo metu gyvena Amerikoje. Yra istekejusi. Jei jos vaikas atjes is darzelio ar mokyklos del nesvankaus palietimo pasiskustu, tuojau pranestu policijai ir POLICIJA TUOJAUS PAT VISKA SUTVARKYTU. Kaltininkas butu suimtas ir teistas ir policija NELAUKTU SESIS METUS. Lietuvoje dar dabar ta pedofilo zudiko sesuo nesutvarkyta - visi bijo, kad ji su jais susidoros kaip grasina kaip ir su kitais. Lietuvoje savivaliauja ir valdo tavo sventoji stierva Venckiene su Valatka ir dar kokiu tai kitu jaunu pedofilu kunigu ir tuo Grigu. Visi jus tokie Klonio gatves silpnaprociai, nusikalteliai. Eikit gatves sluoti tai bent padarysite gera darba. Proto vistiek neturite.;Christian;Level 1;;;;;;;;;
lrytas_sql_1401;Teisybe akis bado, bet Klonio garbintojai nesvarbu. Kazin kaip tas Valatka? Ar patikrinote ar jis ne pedofilas kaip daugelis kunigu?;Christian;Level 1;;;;;;;;;
lrytas_sql_1401;Suskysteje smegeneles,tai pensininkas koks neturi ,ka veikti,ir manosi ginas Lietuva nuo pedofilu,tai kunigui atsibodo poteriauti ir melstis,geriau palapineje alu gerti,tai masinvagiams norisi pavaidinti patriotus ir mergaiciu gelbetojus.ACIU AUTOREI,bET STRAIPSNIAi cia jau nepades,KEDOFILIJA jau diagnoze,didziausia beda,kad AUKA ATEME,KA DABAR SAUGOTI,gal VENCKIENE;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;Visais laikais kunigeliai gere,pas mergas ejo ir savo nelegalius vaikus augino.O kas jiems beliko,juk darbu nenuvarginti,nereikia galvos suktiuz ka duonos nusipirksi ar mokescius susimokesi.Juk tevai visados vaikus i kunigus leisdavo del to,kad veliau seima gerai gyventu.;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;Nagalima gerti, rūkyti, moterimis gardžiuotis... Tikriausiai nėra didelio konkurso į kunigų universitetus, nes dauguma lietuvių yra arba ištvirkėliai, arba alkoholio broliai. Reiks iš Lenkijos kunigus samdytis.;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;Kas pasidarė su mūsų kunigais? Laidotuvės kainuoja 200 litų. Kaip ponus reikia pasiimti, atsivežti ir nuo kapų atgal nuvežti, mat jiems benzinas brangus. Atlekia pakrapija prie duobės kelis žodžiuus suburba ir viskas , jokios pagarbos mirusiajam o tuo labiau mirusiojo artimiesiems neišgirstame. Sumaterialėjo, sugedo mūsų dvasininkai, todėl ir bažnyčiose tuštėjimo metas jaučiamas.;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;Pries daugiau,kaip 20 metu Taurageje buvo toks kunigas Beniusis,tai jis budamas blaivus laidotuves paversdavo cirko arena.Budavo geda klausytis kokias jis kalbas zaunija prie kapo.;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;Visi mes žmonės ir kunigai taip pat.Todėl jiems reikia ir išgerti,ir pasidulkinti.Kunigai gerai žino,jog jokio dievo nėra.Tai jūs,buduliai,tikite į visokias žydų sukurtas pasakas,o kunigai seniai viska surato,ir ant tikėjimo .... deda skersai/;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;ant baslio pasodinti velnio apkereta kuniga,ir 30 rimbo kirciu kaime visiems matant ,kad setona is kuno isvarytu:);Christian;Level 3;;;;;;;;;
lrytas_sql_1409;yra kaimas net kunigo padoraus nėra, o ką jam daryt pinigų nėra, mergų irgi, o šnapso yra.;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;nahui toki kuniga ir degint jo baznycia is vis kam tie pedofilai reikalingi;Christian;Level 3;;;;;;;;;
lrytas_sql_1409;JAU SENIAI KUNIGAI PER MISIAS NE KRISTAUS KRAUJA GERIA O VELNIAI ZINO KA...;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;Dvasininkas stebėjosi, kad žmonės apie tokius dalykus neinformavo kurijos arba jo paties. Jo jo zinome tokius informavimus, jei neislystu i spauda tai tas kunigas butu tyliai pervestas i kita parapija arba net gal paliktas toje pacioje ir viskas butu tyliai uzglaistyta.;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;jei jau kunigai garbina žmogždį.,,Lietuva,kur eini,ašara dievo aky''.;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;kad daugybe kunigu dabar tokie. uztat ir nematau reikalo eit i baznycia, nors esu tikinti. Dvasiskieji teveliai labiau nusideda nei ju ganomos aveles. Turi mergu, geria, ruko, tik apie pinigus galvoja. Netikiu baznycia.;Christian;Level 1;;;;;;;;;
lrytas_sql_1409;Per daug aukų gauna, kad net darbo metu geria. Priima į kunigus visokio š..., norinčio lengvai gyvent.;Christian;Level 1;;;;;;;;;
lrytas_sql_1440;Čia panašiai ir religiniai ligoniai sugeba įžiūrėti Jėzaus atvaizdus kur papuola.;Religious people;Level 1;;;;;;;;;
lrytas_sql_1458;raso del to kad reitingus pasikeltu, komsomolka neturi gi sazines ir morales, jie gi ateistai visi;Atheists ;Level 1;;;;;;;;;
