Text ID;Comment;Target;HS Level
delfi_sql_44;Okas Lietuvoj darosi:D 10 rubliniu pastoviai loja kaip viskas blogai, kokia bloga Prezidente...Bet nieks Lietuvoj dar is bado nemire, kas netingi dirba ir normaliai gyvena. O Grybauskaites kaip buvo auksri reitingai taip ir liko.Sunu balsai i dangu neina:D;PV_Pro-Russian;Level 2
delfi_sql_44;Ožys galėtų apie JT taikomus dvigubus stardantus plačiau pakalbėti.;PV_Politician;Level 1
delfi_sql_44;Papunis visai nukvako. Nei erdveje nei laike nebesiorentuoja. Ar ne laikas i pragara, pas AMB kortom losti.;PV_Politician;Level 2
delfi_sql_44;Saunuolis Landsbergis. taciau as pastebejau jog cia susirenka ypatingai didelis burys asilu, kurie gal 30 rubliu uz tai gauna, ar dar diesniu asilu kurie patikeje tai rubliniais ir varo i viena dudele... gaila aisku tu zmoniu, bet jie dazniausiai buna be moraliniu nuostatu, taip kad ju komentarai beverciai...;PV_Pro-Russian;Level 2
delfi_sql_44;tai konservatoriai ir nuvadovavo, kad salis butu silpna ir suzlugdyta. Toleravo ir/ar prisidejo prie isvogimo, pradedant zeme, baigiant pramone ir zemes ukiu. Visus nuginklavo ir t.t.;PP_TS-LKD;Level 2
delfi_sql_44;Tikras karo kurstytojas šitas senas konservatorius......;PP_TS-LKD;Level 1
delfi_sql_48;liliputinas pasius tankus fufaikinu ginti;PV_Pro-Russian;Level 1
delfi_sql_5;"Peršasi išvada, kad kur darbietis bepapuola, ten be sukčiavimų yra neapsieinama Kaip įžūliai meluoja ŽŪM ministras ir Pinkuvienė. Pasirodo, kaip teigė VTD vadas, tik ŽūM ministras nustatinėja reikalavimus, ir VTD čia pirštų neprikišo. Ministras nustatė žymiai mažesnius reikalavimus Vonžutaitės vyrui, juolab "" nieko nežinodamas"", kad tai yra darbietės, kuri teisiama už sukčiavimą, vyras. Apgailėtina ir šlykštu.";PP_DP;Level 1
delfi_sql_50;,,Konservatoriai elgėsi teisingai ''O ar kas prisimena ,kad konservatoriai būtų klydę ?Palos ,bus įvestos sankcijos ,nukentės eiliniai Lietuvos piliečiai ,bet taip ir turi būti nes lietuviai pagal konservatorius turi būti patriotai gyvenantys šv dvasia .O patys pasikels sau algas ,priedus ir toliau los . o kodėl ir nepalojus jei paties tos sankcijos neliečia ?;PP_TS-LKD;Level 1
delfi_sql_50;matot, fizikas-politikas tai sprogmuo, pilnas naikinančios viską medžiagos - š. bėga visi, net patys ištvermingiausi. o tiesiai - nusikubiliavo dedukas...;PP_TS-LKD;Level 1
delfi_sql_51;"Aš neįsivaizduoju, koks žioplys galėjo užkibti ant šios primityvios kremliaus meškerės apie ""žaliuosius žmogelius"". Jau iš pat pradžių matėsi, kad tai ruskių armijos kariniai būriai, apsivilkę uniformas be atpažinimo ženklų, snukius užsimaskavę skudurais, kurie lyg ir nieko nedarė ( na, jei neskaitysim šarvuočių pagalba išverstų vienų kitų karinių bazių vartų ar sienų), bet jų fone labai aktyviai veikė vietiniai Krymo banditai: kiekviename miestelyje, gyvenvietėje ir prie kelių stovėjo rusiški šarvuočiai. Ir tokiomis ""demokratiškomis"" sąlygomis buvo prastumtas taip vadnamas referendumas, paminant elementarias tarptautines normas.Niekuo kremliniai nenustebino net ir tūkstantį kartų pakartotu melu - jis tiesa niekada netaps.Krymas, tiesa, buvo sėkmingai okupuotas...";PV_Pro-Russian;Level 1
delfi_sql_51;Visa sirdimi nekenciu Putino. Bet Landsbergio nekenciu labiau ! ! !;PV_Politician;Level 1
delfi_sql_55;"Pradžiuginot. Gaila, kad Sašką Bielą jau nuleidot į kanalizaciją, irgi būtų galėjęs atvykti. O kada Tiagniboko laukti ir jo fašistinės banderinės ""gvardijos""? O gal jis jau - ""Maskvos ranka"" šiai dienai? :)";PV_Eponyms;Level 2
delfi_sql_56;"deja siandienai jusu taip ivardinta ""vienijanti"" kalba tik skaldo, atimdama prigimtines zmoniu teises i apsisprendima, tautine savimone. Sia ideja labiausiai remia Lietuvoje konservatoriai siekiantis perrasyti istorija, tesiantis A.Sapokos pradeta lietuviu ""romantines"" istorijos tendencija.";PP_TS-LKD;Level 1
delfi_sql_56;Sitas idejinis komunistas gais kaip komunistasir Dievas jo nepasigailes......;PV_Communist/USSR;Level 1
delfi_sql_57;Gražulis - asilas, kuris savo šeimą prašiko, dėl savo apsurdiškos politikos ! Politikos klounas, juokdarys ir prisiplakėlis!;PV_Politician;Level 2
delfi_sql_57;Kai tik išgirstu Gražulio pavardę norisi vemti.;PV_Politician;Level 1
delfi_sql_57;Man tas Gražulis lopų lopas sutikčiau kur atokesnėje vietoje tai duočiau sprigtų ir subine išspardyčiau .;PV_Politician;Level 4
delfi_sql_57;Patį Gražulį reikia mesti iš seimo, kaip musę iš barščių.;PV_Politician;Level 2
delfi_sql_57;Tokie kaip gražulis gėda visai Lietuvai, nekalbu jau apie Europa.nerinkite daugiau tokių apsišaukėlių į seimą.;PV_Politician;Level 1
delfi_sql_61;Kas idesni niekšas? Net lyginti nėra ko - rusijos komunistai išžudė apie 50 mljn. cccp taikių gyventojų. Lietuvių ištrėmė apie 150 000, dar apie 25000 išžudė, nukankino. Dar >120000 turėjo bėgti nuo raudonojo maro į Vakarus . O kiek tavo komunistai išmarino Ukrainiečių? Ogi apie 10 mljn. Visa valstybė buvo paversta didžiule mirties stovykla. Tokio žiaurumo ir išsigimėliškumo pasaulis neregėjo.komunistų sadistai kelis sykius savo nusikaltimais pranoko nacius. Ir nieko nuostabaus, juk jie apmokė nacius ir kankinimo metodų ir bųūtent sovietai sugalvojo tokį dalyką, kaip koncentracijos stovklos.Taigi, niekingas jonai, prašovei 100 proc.;PV_Communist/USSR;Level 2
delfi_sql_61;o dabar tie rusu atseit verslinikai, kur i lietuva keliasi, kiek ju tarpe kgb pasiustu su kgb-iniais bizniukiais? prpastas budas 5-a kolona sustiprint.;PV_Pro-Russian;Level 1
delfi_sql_61;Už ką respectas? Kad visais laikais lindo į šikną einamąjai valdžiai? Atėjo Jelcenas, kuris nebuvo toks fašistas kaip Putleris, tai Mitkova su tuo isteriku Kiseliovu staiga pamilo Pribaltik. Mato, kad putinizmas įsigali Rusijoje ir vis auga Putino sekta tai palaiko Putlerį. Valinsjas pasakytų, - PROSTITUCIJA! Tai žmonės be vertybių, patikūnai.;PV_Politician;Level 1
delfi_sql_63;Bet ir šleikštūs tie parsidavusių berečių komentarai. Pasijutau kaip durnyne, kur labiausiai išprotėjusius paskelbė vadais, o personalą uždarė į palatas be rankenų.;PV_Conservative;Level 1
delfi_sql_63;Kuo daugiau galimybių atsiginti nuo bandito - tuo geriau. Jeigu dar mūsų saugumėlis pagaliau išliptų iš smėlio dėžės ir įstengtų bent truputuką pričiaupti penktąją koloną ir prigriebti jos maitintojus - visai gražu būtų...;PV_Pro-Russian;Level 3
delfi_sql_64;taigi socdemai prieš mano teisę neskiepyti mano vaikų (ne valdžia juos augina,rūpinasi,ne jai ir spręsti dėl skiepų),mes prieš socdemus valdžioj,tegul sėdi namuose ir skiepijasi,greičiau išnyks:-)))))))))))));PP_LSDP;Level 3
delfi_sql_68;"Burokėvičiaus žvaigždė nebuvo su tais, kurie gynė Lietuvos nepriklausomybę. Tai asabai parlamento gynėjai buvo tik ""nacionalistai"" ir ""separatistai"" . Ji buvo kartu su KGB, platforma ir jedinstvininkais, saugoma perversmininkų ir okupacinių smogikų. Jai ir jos partškolai Smetona taip pat buvo tik ""fašistinis diktatorius"". Dabar - Smetonos reikalų vienintelė tęsėja....net asilas iš juoko turi apsisysioti dėl tokio smegenų runkelinėms beretėms skalbimo";PV_Conservative;Level 1
delfi_sql_68;Kolkas Lietuvos prezidentas yra A. Smetona, o po jo prezidento neturėjom. Na buvo Paksas, bet jam nebuvo leista Lietuvos tvarkyti. Šiaip tai arba komunistų sekretorius, arba CŽV tapkė, arba kažkokia politrukė. Tarpukario Lietuva prezidentais turtingesnė buvo!;PV_Politician;Level 1
delfi_sql_68;"nu nu, sita dvinare infuzorija senai jau pasodinta dar 5 metams vykdyt anglosaksu kolonizavimo politika, nes paruosta ir tinkamai ""loja"". o tai kad smetona atseit buvo ""issrinktas"" dabartinio maidano budu, tai bene nutyli.";PV_Politician;Level 2
delfi_sql_69;atimti is paxiaus pilietybe;PV_Politician;Level 2
delfi_sql_69;Į tavo graužiko smegenis, kremlinai, maskva įvedė savaitgalio mikroschemą.;PV_Pro-Russian;Level 2
delfi_sql_69;kaimo bobute tiek nedejuoja kiek sitas veikejas, vyrui taip nedera, ka jau apie prezidentus sneketi, o kazkada buvo visai normalus...;PV_Politician;Level 1
delfi_sql_69;paksas uzkniso juodai ,,,jo devizas ,kovokime ,kovokime ,kovokime ,,!!!! o pries ka ,,manau kovoti reikia tik pries paksa ,,tai brudas .;PV_Politician;Level 1
delfi_sql_69;Paksius užkniso juodai!!!;PV_Politician;Level 1
delfi_sql_69;Prajuokino paksius-diskutavo su parlamentarais is anglijos:). Odomu kokia kalba, ba budamas prezidenturos parazitu interviu duodavo visiem anglam ruskai, taiprodydamas saves neherbima. Ruskiu statytinis jis...;PV_Politician;Level 2
delfi_sql_69;Sitas politinis lavonas isvis nusisneka - referendumu stodami i ES sita klausima del euro apsprende Lietuvos pilieciu pritarimas.;PV_Politician;Level 1
delfi_sql_69;sumoka delfiui, kad šio tapšnotojo morda pastoviai matosi ir iš kur tie pinigai?;PV_Politician;Level 1
delfi_sql_69;Tapšnius nori rublio,stengiasi padaryti užduotus namų darbus...;PV_Politician;Level 1
delfi_sql_69;vis dar neatidirbi 30 rublių kremlini inkštike?;PV_Pro-Russian;Level 2
delfi_sql_7;Evroparlamentas- diskusiju klubas! :DVioletiniai trenktiniai, priminkit kokia senelio nuomone apie putkina?;PP_Other;Level 1
delfi_sql_7;kaip atrodo žmogystos,garbinantys žmogžudžio garbintojų partiją,nepatikėsiu...;PP_Other;Level 1
delfi_sql_7;Koks normaliai mastantis gali pasirašyti už GALVARĖZU partija?;PP_Other;Level 1
delfi_sql_7;kunigėlis dieve tėve,Stancikienė,ieškanti mergaitės,Vasiliauskas,amžinas laidos,,Sąmokslo teorija''dalyvis,Gylys,Venckienės angelas sargas..oi kokie nelaimėliai,mat,užsimanė į Europarlamentą..o kaip kirpėja pergyvens?baisu...ot gerai,ot gerai-šventė Lietuvai-STOP VIOLETINIAM MARAZMUI.;PP_Other;Level 1
delfi_sql_7;LIETUVA NETURI TAUTININKŲ. Kai raudonieji žudo lietuvių kalbą su WXQ ir tt., pankos, songailos ir kiti šliužai net neviauktelįjo, nes užsiėmę autonomijoms reikalingų referendumų prastūminėjimu.;PP_Tautininkai;Level 2
delfi_sql_7;Matosi kokia ziopliu kompanija, nezino ka veikia EP, idomu ar zino ka veikia seimas, nesuprantu kaip zmones renka tokius kvailius, su tokiais seimunais visalaika busim europos ubagu lyderiai, nors gal zmonem patinka ubagauti....:);PP_Other;Level 1
delfi_sql_7;pritariu, MUMS NEREIKIA TOKIU PARTIJU!;PP_Other;Level 1
delfi_sql_7;Šitai vienkartinei politinių lavonų partijai tik visišką fiasko ir patirti. Amen jiems- visiems laikams.;PP_Other;Level 2
delfi_sql_7;tai ne tautininkai ,o kremlinai ,su jadinstva eina isvien ,tikiuos ,kas tu euroskeptiku neisrinks ,ka jiems ten veikti .kodel jie nekovoja uz lietuviu kalba ,?;PV_Pro-Russian;Level 1
delfi_sql_7;tai ne tautininkai ,o kremlinai ,su jadinstva eina isvien ,tikiuos ,kas tu euroskeptiku neisrinks ,ka jiems ten veikti .kodel jie nekovoja uz lietuviu kalba ,?;PP_Tautininkai;Level 1
delfi_sql_7;tegu kreipesi i teisma ir apsigina jei jau negali pasielgt kaip su Vaidotu Zuku,nors pozymiai liko.Zmones supranta,kad ja negalima pasitiketi,bet ji labai tinka A.Terlecko ivardintiems K.G.B.(Kubil.,Gryba.,Butke.)Eligio liberastams ir kitiems globotiniams.Jau net slapta postai dalinami.Tai gal patikekim nykstukui Nagliui?;PV_Liberal;Level 1
delfi_sql_7;Visi cia toki gudruciai zino,dirba jusu labui tam Briusely,uz tai toki turtingi :-):-):-):-):-)eikut jau eikit ,apakinti konservu,socdemu,liberalu jau mastyt nepajiegiat;PP_TS-LKD;Level 1
delfi_sql_7;Visi cia toki gudruciai zino,dirba jusu labui tam Briusely,uz tai toki turtingi :-):-):-):-):-)eikut jau eikit ,apakinti konservu,socdemu,liberalu jau mastyt nepajiegiat;PP_LS;Level 1
delfi_sql_7;Visi cia toki gudruciai zino,dirba jusu labui tam Briusely,uz tai toki turtingi :-):-):-):-):-)eikut jau eikit ,apakinti konservu,socdemu,liberalu jau mastyt nepajiegiat;PP_LSDP;Level 1
delfi_sql_71;Kas yra socdemas lietuviai labai gerai žino, apie jų straipsnius nebekalbėsiu, vaikai ir tie juokiasi, tegul ir toliau sovietikai jais ir džiaugiasi.;PV_Communist/USSR;Level 1
delfi_sql_71;Puteikis pats per teliką prisipažino, kad jis - buvęs alkoholikas, pasiekęs dugną. Pasaulis ir taip jau juokiais iš mūsų kvailumo, o dar Puteikis tai pagarsins Lietuvą.Kodėl ne Nedzinskas?O tas senas komunistas Sakalas vis šnypščia iš šnypščia. Alshaimeris? Vis vien žmonės išrinks Grybauskaitę, ne sji vienintelė iš tos šutvės dirba geriau už bet kokį vyrą ir jai nėra lygių. sakalėli, nesi vertas net jos batų.;PV_Communist/USSR;Level 1
delfi_sql_73;Put...lerio Krymo okupacija sutelkė Vakarus. Laisviau galima kvėpuoti. Put..leriui tai gali tapti Krymatoriumu.Jeigus supranti, kad Put...leris pateko į Krymo kapkaną, spausk raudoną. ??? ????? ??????????? ? ???, ??? ?? ???? ?? ??????????? ??? ???? ? ??????????;PV_Politician;Level 1
delfi_sql_76;"LR netolima ateitis realiai: pavardžių rašymas lenkų kalba prieš LR konstituciją , rašymas gatvių pav. ir vietovių pav. lenkiškai ( iškraipytai ). Kur ? Taigi etnografinėje Lietuvoje, ten kur dalis gyventojų ""vietiniai"", lenkų kalbos net nemokantys ir ja nešnekantys! Kas stumia - nedidelė grupelė Tomaševskininkų ir Lenkų politikų, užsiimantys neregėto masto melu ir propaganda ir paprastų ""vietinių"" ir kt. kvailinimu, psichiniu terorizavimu, prisidedant ir daliai vietinės savivaldos atstovamsŠiek tiek vėliau ir autonomijos skelbimas.Štai jums ir mūsų koalicijos tvarkos įvedimas šalyje - jau nešalyje.Analogija - Krymas. Viskas kas pasakyta auščiau visiškai atitinka įvykius Ukrainoje.";PV_Eponyms;Level 1
delfi_sql_76;Sutinku pilnai, kad būtent į lojalių Lietuvos Respublikai piliečių reikalavimus būtų atsižvelgta, o ne į dėjusių ant LT ir lojalių ruskiam parsidavėlių tomaševskinykų....;PV_Eponyms;Level 1
delfi_sql_79;bus blogai nuo komunistu kurie taip nuvalde lietuva ju vaikiai pabege i uzsienius o skiedi apie meile LIETUVAI ......... MEILE DAIGTAMS ............. KALTA MERGA SABATAUSKU ............ VAIKAS TURI MATYTIS SU TEVU ................. LYGIOS TEISES .............. NA JINAI NEGALES ISVYKTI KITUR INDAI JAI KITUR DES PAGAL pilna programa ..................;PV_Communist/USSR;Level 1
delfi_sql_8;Geriausia naujiena, kadNATO atsiveza nauja ultragarsini ginkla, kuris naikina visas raudonas uteles, nesvarbu kokiame tvarte jos besisleptu.;PV_Communist/USSR;Level 3
delfi_sql_80;Marciulionis Sarunas...na ne tiek senai as ji gerbiau,taciau dabar jis susidejo su vagiu -verslininku ir rusu klapciuku Kaikariu ir trimituoja kremline propoganda visai Lietuvai.Zodziu sis zmogus mano akyse nukrito zemiau zemes pavirsiaus,taip sakant tiesiu taikiniu i Putino sortyra...Nors yra kalbu,kad ponas Sarunas ir anksciau buvo rausvokas,sakoma kad jis vienintelis is krepsininku 1988 dalyvavo komjaunuoliskame farse smerkdamas pirma laisva mitinga kuri surenge Terleckas...;PV_Pro-Russian;Level 1
delfi_sql_80;Žmones, kurie pasisako prieš rusišką našizmą-fašizmą tu vadini fašistais. Vadink, apšauk dar kuo nors, bet nei nacių, nei bolševikų, nei gestapininkų, nei kagebistų tuo neišbalinsi.;PV_Pro-Russian;Level 1
delfi_sql_82;pirmą kartą per nepriklausomybės daugiau kaip 20 metų matau kad ministras NUOŠIRDŽIAI rūpintųsi valstybės reikalais ir ką nors darytų, ne į savo kišenę stengtųsi kuo daugiau šlamančių įsidėti, kaip darė visi iki jo. PAGARBA ŠIAM ŽMOGUI. IR TOLIAU BALSUOSIU TIK UŽ SOCIALDEMOKRATUS. KONSERVAI, LAUK!;PP_TS-LKD;Level 1
delfi_sql_83;Ko čia svetimą niką apžergei, berete? O svetimų triusikų nesimauni?;PV_Conservative;Level 1
delfi_sql_83;pas fufaikinius-gde xleb ,i rodina-tai ir neisgrusi taip legvai sito sudo.;PV_Pro-Russian;Level 3
delfi_sql_83;Tu garbusis, nuo galvos nusiimk megztą beretę, nuo kojų nusiimk klumpes ir pagalvok, kad MAN NIEKAS NETRUKDO PER ATOSTOGAS GRĮŽTI APLANKYTI ARTIMŲJŲ, nu pasakyk tu man, ar kartais pasinaudoji gamtos duota žmogui dovana-mąstymu, oi negaliu, dar jis man šneka apie mokesčių dydį.....atsakyk, KĄ TAU GERO DAVĖ VALDŽIA, KAD GERIAU GYVENTUM? Iš tavo išsisukinėjimų aišku, kad NIEKO;PV_Conservative;Level 1
delfi_sql_85;"prielaidu ""referendumui pagal putina"" surengti jau yra.Tegu pamato kremliniai karlikai kur link rieda";PV_Pro-Russian;Level 1
delfi_sql_86;Kartoja komunistu klaidas! Nes patis isverstaskuriai komunistai !Nes kitaip nemoka, tik uzdrausti, nerodyti, uzkimsti zmonems ausys. O kaip jus uzdrausite GALVOTI ?))) Kaip uzdrausite rusams galvoti rusiskai, lenkams - lenkiskai...? Jus bijote savo melo! del to draudziate nuimoniiu ivairove. Jus draudziate zmonems GALVOTI! Draudziate zmonems patiems atskirti kur melas , o kur tiesa! ..o uzdraustas vaisius, visada skanesnis !;PV_Communist/USSR;Level 1
delfi_sql_88;Aišku,ir Putinui,kad per tuos bolševikus ir komunistus,sugriuvo tokia imperija,laikas ta Lenina vilkti iš mauzoliejaus,aišku jis su laiku ir bus išvilktas,tie išgamos bolševikai,sušaude,ir išžude visa caro Romanovų šeimą,o paskui sudegino.Visiškai teisus Putinas,kad nuo imperijos subirejimo,prasidejo visų tautų nelaimes,buvusioje imperijos sudetije.Reikia rusijoi atstatit monarchija.;PV_Communist/USSR;Level 2
delfi_sql_88;Eik vaikeli pieniuko pagerti. Niekas netikėjo, kad Ukrainą užpuls, o va atsirado Kryme žali žmogeliukai ir ten visi staiga užsinorėjo į Rusiją, kaip Lietuvoje 1940-aisiais kai kurie idiotai komuniagos džiaugsmingai važiavo Stalino saulės parvežti. Kokiu idiotu reikia būti, kad nematytum akivaizdaus pavyzdžio?O NATO, ką tas NATO jums padės, jei smegenėlės suskystėjusios? NATO gali padėti tik grubaus karinio puolimo atveju, bet kremlinams tas nebūtina iš karto, ne tie laikai. Pirma praplaus smegenis informaciniame fronte, įkiš savo statytinius į valdžią. Kas jau daroma. Po to gal patys užsinorėsite išstoti iš NATO, nesvarbu dėl ko, priežasčių galima sugalvoti. O tada variantas kaip Kryme praeis greitai ir neskausmingai, susirinks minia, kiek ten iš jų vietinių, niekas neskaičiuos, surengs referendumą su žalias žmogeliukais, tie tai labai gerai balsus skaičiuoja, ir niekas per daug su jumis nesiginčys. Nepatinka, galėsit važiuoti lauk arba dingsit be žinios, kaip Kryme. Visoj Lietuvoje toks variantas gal sunkiau praeitų, bet kur nors Rytų Latvijoje arba kad ir Šalčininkuose visai laisvai.;PV_Pro-Russian;Level 2
delfi_sql_9;Daug darbo, kremline mandavoške, ania?;PV_Pro-Russian;Level 2
delfi_sql_9;KAZKOKSTAI FASISTINIS INTERVIU....TOKIOS DAR JAUNOS O JAU FASISTES.;PV_OTHER;Level 2
delfi_sql_9;megztabereciai, soliuokit i Lendzbergo oziu tvarteli, temsta jau Didysis Oziu vadas is vakaro isdalins rytojaus komentaru tekstus, ziurekit , kad visi instrukcijas gautumet mee meee meeeeee...;PV_Conservative;Level 1
delfi_sql_9;megztabereciai, soliuokit i Lendzbergo oziu tvarteli, temsta jau Didysis Oziu vadas is vakaro isdalins rytojaus komentaru tekstus, ziurekit , kad visi instrukcijas gautumet mee meee meeeeee...;PP_TS-LKD;Level 1
delfi_sql_92;Daug dėmesio mano asmeniui, todėl dar pridėsiu, balsuokime atsakingai, nes dabartinė -pučia miglą, dėl Rusijos, kad nereikėtų aiškinti ką nuveikė per 5 metus.O tų nuveiktų darbų-tai nurėžtos pensijos, praskolinta Lietuva-už 10 proc.palūkanų, skola-47mlrd.litų-palūkanos kasmet -0,5 mlrd.litų-tai didesnės mūsų pensijos, atlyginimai,teisinė sistema supuvusi, gen prokuroras -kišeninis, skurdas -didžiausias visoje ES, korupcija-95 proc. visa tai vadovaujant šiai prezidentei, jeigu būtų sąžiniga-antros kanencijos nesigvieštų, bet konservatoriai spiria, kaipgi be jų, juk tik jie -moka valdyti , o kas ne su jais-tie Rusijos agentai.;PP_TS-LKD;Level 1
delfi_sql_92;Kodel vaigauskas dirba antikonstituciskai ka? kada jam baudziama byla kelsite ka? ir tiem padugnem konservam. Rinko parasus, jie brokuoja ir kaip patikrina, kad cia netikras ka? oziai, sodinti juos visus;PP_TS-LKD;Level 2
delfi_sql_92;manau zaliai raudonas komunistu agentelis vis dar versis i politika, stabdykim ji !!!;PV_Communist/USSR;Level 1
delfi_sql_92;o tai Vaigauskas konservas ,nu nezinojau ,,;PP_TS-LKD;Level 1
delfi_sql_95;is tavo pasisakymo yra akivaizdu, kad esi rusiskas fasistas. Bet jei tikrai esi ukrainietis - tai tada gaunasi, kas esi dar ir mankurtas!;PV_Pro-Russian;Level 2
delfi_sql_95;Saunuoliai ukrainieciai, ziebe rusu fasistams is peties. Jie labai teisingai pasake, pries kitus mokydami, tegul mongoloidai i save pirma pasiziuri.SLAVA UKRAINE!Ukraina taps laisva!;PV_Pro-Russian;Level 2
delfi_sql_96;kitaip nepavadinsi, nes matyt si istatyma sukure kazkas is konservu su sizofreninem klimakso paskandintomis smegenimis;PP_TS-LKD;Level 1
Ekspertai_010;"beje: liko nepastebėtas tas faktas, kad naujoji polska vyriausybė likvidavo komisiją, tyrusią smolensko tragediją, kai per lėktuvo katastrofą, beveikbaklai leidžiantis per baisinį rūką, žuvo kone pusė polska valžiagyvių grietinėlės ..., - konstatuota, kad komisija, malusi šūdą niolika metų ir prašikusi kalną babkių, užsiiėminėjo faktų falsifikacija, tikslu apkaltinti rusiją suorganizavus lėktuvo nusijoblinimą kartu su visa rusofobine kačinskio banda, bo neva rusijai iš to atsitiko didelė laimė :))))) - gražu, kai polskiškų rusofobinių kekšių pjautynėse netikėtai laimi tiesa ir teisingumas :) - bent jau šitas debiliškas rusijos demonizavimo įrankis su ta katastrofa, pagaliau išimtas iš nukvakusių polska valdžiagyvių iškrypėliško moralinio sekso žaislų kolekcijos :)

";PV_Anti Russian;Level 2
Lrytas_003;Tai pylna tu vatnykų , Lietuvoje;PV_Pro-Russian;Level 1
lrytas_sql_1003;Laikas, laikas pasodinti i sia kede alkoholikų. Patirtys konservatoriai turi.;PP_TS-LKD;Level 1
lrytas_sql_1003;Turbut FNTT pareigunai daug zino apie konservu juodus darbelius,kad konservai aukoja viska ir koalicijos sutarti ir atsiriboja nuo buvusios sajungininkes prezidentes,kad bet kokia kaina siekia situs sugrwzint o darba,konservai kazko labai bijo,kad tiek aukoja;PP_TS-LKD;Level 1
lrytas_sql_1005;JI TA BAUDZIAVINE SNTVARKA EGZISTUOJA JAU 20 METU ,PO LANSBERGINES PRICHVATIZACIJOS , KADA SU DIRBTINAI SUKURTOM BANDITU GAUJOM , KONSERVATORIU AKTYVAS PRICHVATIZAVO GAMYKLAS , FABRIKUS ,IR T,T ZMONES PALAPINESE BADAVO PROTESTUODAMI , O VISAS KONSERVATORINIS GYVATYNAS JUOKESI IR SMEIZE , DABAR TURIM TA KA ,,,,,ISSIKOVOJOM,,,, SUSIGRAZINOM IR SUGRYZOM Y BAUDZIAVOS BANDITINIUS LAIKUS.;PP_TS-LKD;Level 1
lrytas_sql_1005;Nu ,komunistinės, žiurkės ar nepagalvojat, kad jūsų karta turi išmirti,tai buvo vagių karta, ir dar dabar vagia, visi kas prieina,todėl aiškinu jum, komunistinės žiurkės, ir sugriovė Lansbergis sandėlius ,kad nebūtų iš kur vogti, komunistinėm žiurkėm.Kas čia neaišku,viskas paprasta.Gerieji žmonės, saugokitės pedofilų,pyderastų ir vagių komunistų;PV_Communist/USSR;Level 2
lrytas_sql_1009;jo, prie ko cia landsbergis... kaip ozelyte ar kas sake ir as taip manau: kai atgavom neprilausomybe mes padarem viena labai didele klaida, tai kad palikome darbo vietose visus komunistus dirbancius iki siol. jie ir griove visa musu lietuva. taip yra. xkad kas nors pasikeistu reikia kad ismirtu dvi kartos. gal tada... bet blogai, kad tos kartos jau irgi bus peremusios senos kartos blogybes. taigi, patys mes kalti delto.;PV_Communist/USSR;Level 1
lrytas_sql_1009;O tu padekok savo mokytojams, kurie taves neismoke atskirti miltu nuo tiltu. Prie ko cia nepriklausomybe, Landsbergis? Kerti ka kalbi? Ar cia kalba kerstingo penktos kolonos kenkejo morda, kuri ir daro valdzioj toki bezpridiela, kad tik atkersyt Lietuvai uz nepriklausomybe. Kiek lobistiniu istatymu prastumei padedanciu antstoliams DULKINTI zmones?;PV_Pro-Russian;Level 1
lrytas_sql_1011;Kitame Seime liberastų nebus. TAŠKAS.;PP_LS;Level 1
lrytas_sql_1013;Kur dingo socdemai, laukia grobio, kuris jiems atiteks, kai kariaujantiej nukraujuos, kad tik nepaveluotu...;PP_LSDP;Level 1
lrytas_sql_1015;ko gero, ji teisi. Bet ta degradacija atėjo su sovietų okupacija. O dauguma vadovaujančių komunistų naudojosi privilegijomis ir krovė sau turtus. AMB ir bufetava - tik charakteringiausi ir ryškiausi moralinio degradavimo vardan turto atstovai.;PV_Communist/USSR;Level 1
lrytas_sql_1016;"Čia kalba uspiskich : ,,Valdančiosios partijos valstybę pavertė savo finansinės gerovės kūrimo įrankiu, jos iki ausų įklimpo į visokias aferas, todėl joms lemta iki kadencijos pabaigos būti kartu, o išskirti juos gali tik rinkimai“,""O čia teisingai pakoreguota ta pati uspiskich citata : ,,Udordomos svarščikas valstybę pavertė savo finansinės gerovės kūrimo įrankiu, jis iki ausų įklimpo į visokias aferas, todėl jams lemta iki kgyvenimo pabaigos būti melagiu, o išsivaduoti iš to jis gali viešai atgailaudamas ir didelę dalį savo nelegaliai sukaupto turto grąžindamas į valstybės iždą“.Va taip būtų sąžininga, Vyktarai....";PV_Politician;Level 1
lrytas_sql_1016;Įklimpę iki ausų į aferas konservatoriai ir paskui save tempia kitus, bet kam jie eina. Reiškia tikrai susipynę aferomis jų keliai.;PP_TS-LKD;Level 1
lrytas_sql_1016;kada tie mokesčių vagys iš liūdnai pagarsėjusios Darbo partijos sės į kalėjimą ? Ar vogti milijonais jau laikoma smulkme?;PP_DP;Level 2
lrytas_sql_1016;Konservai su socdemais jau 20 metų valdžioje. Per tiek laiko išmoko aferizmo. Lietuvą nustekeno. Pavargom jau nuo jų. Rinkime Darbo partiją. Tik ji viena seime dirba.;PP_TS-LKD;Level 1
lrytas_sql_1017;KAD VISA KONSERVATORLYBERASTINE SUTVE PALEIDO NUO GRANDINIU PEDIKUS SUBINLAIZIUS , NET PUTOS TYSKA IS SNUKIU BELOJANT IR BEGARBINANT KUBILIU.;PP_TS-LKD;Level 1
