Text ID;Comment;Target;
lrytas_sql_1167;teisesauga puikia zinojo kur jis yra, jis nesislapste, bet kazkodel patys pareigunai tempe guma ir neatvyko jo apklausti! Jis budamas Maskvoje buvo visiems placiai atveres savo namu duris, netgi pas ji lankesi ir Seimo neriai, nebutinai is Darbo partijos frakcijos. Tai is kur tada kyla zodis, kad jis Maskvoje slapstesi?! O kas liecia byla tai mes puikia zinome, kad ji yra sufabrikuota, prokurorai soka pagal kazkieno dudele.;PP_DP;
lrytas_sql_1167;Viktoro byla politizuota ir palykite jus Ji ramybeje, duokite jam normaliai dirbti tai kas darosi Lietuvoje ir ka raso atsilepimai tai baisu, kokia korupcija Lietuvoje suprtau kodel konservatorai taip nenori atiduoti valdzia kitoms partijoms, vien tik del tos atomines kas darosi o kur dar kiti reikalai. Vikrotu jus norite kazkokia byla politizuota priklijuoti, tikra nesamone, tegul padeda Dievas ir stiprybes jam.;PP_TS-LKD;
lrytas_sql_1167;Viktoro byla politizuota ir palykite jus Ji ramybeje, duokite jam normaliai dirbti tai kas darosi Lietuvoje ir ka raso atsilepimai tai baisu, kokia korupcija Lietuvoje suprtau kodel konservatorai taip nenori atiduoti valdzia kitoms partijoms, vien tik del tos atomines kas darosi o kur dar kiti reikalai. Vikrotu jus norite kazkokia byla politizuota priklijuoti, tikra nesamone, tegul padeda Dievas ir stiprybes jam.;PV_Politician;
lrytas_sql_1168;Už DP ir socdemus balsavo mažiausias pajamas gaunantys žmonės. Kai minimumas padidės, jie pirmieji bus atleisti. Tai bus tikrai ne aukštos kvalifikacijos specialistai.;PP_DP;
lrytas_sql_1168;Už DP ir socdemus balsavo mažiausias pajamas gaunantys žmonės. Kai minimumas padidės, jie pirmieji bus atleisti. Tai bus tikrai ne aukštos kvalifikacijos specialistai.;PP_LSDP;
lrytas_sql_1171;Drasiai kovoja uz Lietuvos Laisve.Tik pasigendu konservatoriu.Nesinoretu tiket,kad butu apsinuodije Degutu...:);PP_TS-LKD;
lrytas_sql_1171;ir būti negali, rinkome Lietuvos Prezidentę, o pasirodė, kad ji konservatorių ...Kadangi susidėjo su tais vagimis, sukčiais, melagiais, aferistais ir Tautos duobkasiais, nėra visiems lygiai teisinga, jos reitingai kris į konservatorių iškastą duobę iki dugno. O gaila, galvojau, kad ji išmintinga ir teisinga visiems.;PP_TS-LKD;
lrytas_sql_1171;Kam reikalinga konservatoriu prezidente?;PP_TS-LKD;
lrytas_sql_1171;PO TO, KAI PREZIDENTĖ METĖ IŠŠŪKĮ DARBO PARTIJAI ,KURI YRA ASMENINĖ GAZPROMO STATYTINIO NUOSAVYBĖ ,PRASIDĖJO JUODINIMO AKCIJOS. VISKAS UŽKLIŪVA IR BIOGRAFIJA ,IR DEMOKRATIJOS SMAUGIMAS IR T,T T.T.PREZIDENTĖ IŠRINKTA LIETUVOS PILIEČIŲ ,O TIE USPASKINIAI BALSUS SUSIPIRKO.;PP_DP;
lrytas_sql_1171;PO TO, KAI PREZIDENTĖ METĖ IŠŠŪKĮ DARBO PARTIJAI ,KURI YRA ASMENINĖ GAZPROMO STATYTINIO NUOSAVYBĖ ,PRASIDĖJO JUODINIMO AKCIJOS. VISKAS UŽKLIŪVA IR BIOGRAFIJA ,IR DEMOKRATIJOS SMAUGIMAS IR T,T T.T.PREZIDENTĖ IŠRINKTA LIETUVOS PILIEČIŲ ,O TIE USPASKINIAI BALSUS SUSIPIRKO.;PV_Politician;
lrytas_sql_1171;reitingai dar gana auksti.Ir neatspindi tikrosios nuomones.TAUTA PAGALIAU PRADEJO SUVOKTI.Kad tai ne tautos o konservatoriu prezedente.Kai visi suvoks.Tai ir reitingai atitiks konservatoriu plius liberalu surinktus balsus rinkimuose.25 procentus.Manau ateinancuose prezedento rinkimuose 30 procentu balsu tikrai surinks.LIKUSIEJI BALSUOS UZ BILE KA.TIK NE UZ JA;PP_TS-LKD;
lrytas_sql_1171;reitingai dar gana auksti.Ir neatspindi tikrosios nuomones.TAUTA PAGALIAU PRADEJO SUVOKTI.Kad tai ne tautos o konservatoriu prezedente.Kai visi suvoks.Tai ir reitingai atitiks konservatoriu plius liberalu surinktus balsus rinkimuose.25 procentus.Manau ateinancuose prezedento rinkimuose 30 procentu balsu tikrai surinks.LIKUSIEJI BALSUOS UZ BILE KA.TIK NE UZ JA;PP_LS;
lrytas_sql_1171;Tai ,kad nesamones daro prezidente ,zmones ne siaip balsavo uz darbo partija ,o pokyciu noredami ,kad ir kokie bebutu ... Cia tas pats jei prezidente isrinktu tauta ,o buves prezidentas sakytu as ja nepasitikiu ,ji negali cia buti ... Proto turekit ,o del pinigu plovimo tai visa lietuva kurios sluoksnis aukstelesnis tai daro ir ka ? Tiesiog priimkit tai ka praso visuomene ,o ne kaip Lukosenka tas bus to ne ,ne jums cia spresti . Tai kam tada balsuoja zmones .;PP_DP;
lrytas_sql_1171;Tai ,kad nesamones daro prezidente ,zmones ne siaip balsavo uz darbo partija ,o pokyciu noredami ,kad ir kokie bebutu ... Cia tas pats jei prezidente isrinktu tauta ,o buves prezidentas sakytu as ja nepasitikiu ,ji negali cia buti ... Proto turekit ,o del pinigu plovimo tai visa lietuva kurios sluoksnis aukstelesnis tai daro ir ka ? Tiesiog priimkit tai ka praso visuomene ,o ne kaip Lukosenka tas bus to ne ,ne jums cia spresti . Tai kam tada balsuoja zmones .;PV_Politician;
lrytas_sql_1173;kad konservatoriai pamiršo priesaikos žodžius sažiningai tarnauti liaudžiai ir žmoniu gerovei,o dabar kalba apie pasauli,skandinayija.;PP_TS-LKD;
lrytas_sql_1173;Kalbėdama apie kandidatą konservatorė Rasa Juknevičienė sakė, kad su A. Butkevičiumi premjero poste „Lietuvos modernizacija visiškai atidedama“. Pasakei A bet ismetei B. „Lietuvos modernizacija pagal KUBILIU visiškai atidedama“ o kodel negali buti „Lietuvos modernizacija pagal Butkeviciu“. Cia eilini karta parodoma kad jei ne pagal konservatorius, tai tada anot Valinsko NAFIK geriau niekaip.;PP_TS-LKD;
lrytas_sql_1173;Kalbėdama apie kandidatą konservatorė Rasa Juknevičienė sakė, kad su A. Butkevičiumi premjero poste „Lietuvos modernizacija visiškai atidedama“. Pasakei A bet ismetei B. „Lietuvos modernizacija pagal KUBILIU visiškai atidedama“ o kodel negali buti „Lietuvos modernizacija pagal Butkeviciu“. Cia eilini karta parodoma kad jei ne pagal konservatorius, tai tada anot Valinsko NAFIK geriau niekaip.;PV_Politician;
lrytas_sql_1173;ryte isgirdau Butkeviciu kalbant apie darbo vietu didejima, ta prasme ar socdemai ruosiasi sukurti daug nauju biudzetiniu vieteliu savo partijos sulams? kaip jus galit sukurti darbo vietas versle, po velniu Butkeviciau ar girdi? tik mum nereikia pasakot apie palankias investiciju salygas uzsienio imonems, tai jau uzstrigusi plokstele;PP_LSDP;
lrytas_sql_1173;ryte isgirdau Butkeviciu kalbant apie darbo vietu didejima, ta prasme ar socdemai ruosiasi sukurti daug nauju biudzetiniu vieteliu savo partijos sulams? kaip jus galit sukurti darbo vietas versle, po velniu Butkeviciau ar girdi? tik mum nereikia pasakot apie palankias investiciju salygas uzsienio imonems, tai jau uzstrigusi plokstele;PV_Politician;
lrytas_sql_1173;zingsni Lietuva zenge atgal su tokia vyriausybe, su kuom visus socdemu gerbejus ir sveikinu.;PP_LSDP;
lrytas_sql_1174;europarlamente briuselyje nereikia moketi anglu kalbos, o cia tik issidirbinejimas ir nori visus suzlugdyti ir i valdzia pasodinti konservatorius kuriems ir anglu kalba bus nebutina, geda kad taip yra palaikoma tik silpniausia partija;PP_TS-LKD;
lrytas_sql_1174;Grybauskaite tik tiek tereikalavo is konservatoriu ir liberalu. 'Svarbu, kad nevagia'. Beje, ES kalbama visomis 28 Europos kalbomis, tad pretendentas i ministrus turi absoliucia teise kalbeti viena is ES kalbu, lietuviu, pavyzdziui. Beje, sita kalba sunkiai taisyklingai kalbanti prezidente, kuriai padejejai ir kircius, ir pauzes sudelioja, dar padidintu sriftu kalba paraso, tad reiketu kandidatams irasyti savo pokalbi su prezidente, o po to analizuoti, ar ji moka spontaniskai gerai vartoti lietuviu, valstybine ,kalba.;PP_TS-LKD;
lrytas_sql_1174;Grybauskaite tik tiek tereikalavo is konservatoriu ir liberalu. 'Svarbu, kad nevagia'. Beje, ES kalbama visomis 28 Europos kalbomis, tad pretendentas i ministrus turi absoliucia teise kalbeti viena is ES kalbu, lietuviu, pavyzdziui. Beje, sita kalba sunkiai taisyklingai kalbanti prezidente, kuriai padejejai ir kircius, ir pauzes sudelioja, dar padidintu sriftu kalba paraso, tad reiketu kandidatams irasyti savo pokalbi su prezidente, o po to analizuoti, ar ji moka spontaniskai gerai vartoti lietuviu, valstybine ,kalba.;PP_LS;
lrytas_sql_1175;kai ja isrinko tauta ji sake ziures tautos nuomones tai kur dabar ji ziuri dabar ji ziuri konservatoriu one lietuvos zmoniu nuomones;PP_TS-LKD;
lrytas_sql_1175;Manau didzioji lietuvos zmoniu dalis pasitikejo balsuodami uz Socdemus ir Darbo partija,jai ir buvo perkami balsai,tai manau toks mazas kiekis nieko nenuleme,ir pokol Darbo partija nenuteista ir nieks dar neyrode,kad jie kazkuo kalti,tai manau Prezidente neturi teises ignoruoti ir kazko pykti,juk tauta pasitikejo jais ir duokime jiems dirbti,o ne juokinti pasauli ir nuolatos kaisioti pagalius i vezimo ratus.O Konservatoriai nemoka pralaimeti,nuolatos verkslena ir nuolatos drabsto sia koalicija riebiais nesvankiais epitetais.tegul jie geriau pasimoko is Amerikiecio Romnio,kai pralaimejas prezidento rinkimus jis pagarbiai padave Obamai ranka,palinkejo gero vadovavimo saliai,sveikatos Obamai ir seimai,o cia konservatoriai pasizemino akivaizdziai nuolatos drapstydami purvais kitus,nors patys per vadovavima nieko nenuveike,o tik labiau praskolino Lietuvele,ir net uz pacias didziausias palukanas,jai net musu broliai Latviai sugebejo is didesnes krizes isbristi sausesni ir aplenkti Lietuva,ka ten aplenkti,net ir prisivyti Estija,o Lietuva ir toliau murdosi didziosiose Kubiliaus skolose uz didziausius procentus,manau taip vadovauti kaip Kubilius galejo kiekvienas,prisiskolines pinigu.Taigi duokite ramiai dirbti naujai koalicijai ir nekaisioti jiems pagaliu,tegul jie yrodo savo sugebejimus tautai...;PP_LSDP;
lrytas_sql_1175;Manau didzioji lietuvos zmoniu dalis pasitikejo balsuodami uz Socdemus ir Darbo partija,jai ir buvo perkami balsai,tai manau toks mazas kiekis nieko nenuleme,ir pokol Darbo partija nenuteista ir nieks dar neyrode,kad jie kazkuo kalti,tai manau Prezidente neturi teises ignoruoti ir kazko pykti,juk tauta pasitikejo jais ir duokime jiems dirbti,o ne juokinti pasauli ir nuolatos kaisioti pagalius i vezimo ratus.O Konservatoriai nemoka pralaimeti,nuolatos verkslena ir nuolatos drabsto sia koalicija riebiais nesvankiais epitetais.tegul jie geriau pasimoko is Amerikiecio Romnio,kai pralaimejas prezidento rinkimus jis pagarbiai padave Obamai ranka,palinkejo gero vadovavimo saliai,sveikatos Obamai ir seimai,o cia konservatoriai pasizemino akivaizdziai nuolatos drapstydami purvais kitus,nors patys per vadovavima nieko nenuveike,o tik labiau praskolino Lietuvele,ir net uz pacias didziausias palukanas,jai net musu broliai Latviai sugebejo is didesnes krizes isbristi sausesni ir aplenkti Lietuva,ka ten aplenkti,net ir prisivyti Estija,o Lietuva ir toliau murdosi didziosiose Kubiliaus skolose uz didziausius procentus,manau taip vadovauti kaip Kubilius galejo kiekvienas,prisiskolines pinigu.Taigi duokite ramiai dirbti naujai koalicijai ir nekaisioti jiems pagaliu,tegul jie yrodo savo sugebejimus tautai...;PP_TS-LKD;
lrytas_sql_1175;Manau didzioji lietuvos zmoniu dalis pasitikejo balsuodami uz Socdemus ir Darbo partija,jai ir buvo perkami balsai,tai manau toks mazas kiekis nieko nenuleme,ir pokol Darbo partija nenuteista ir nieks dar neyrode,kad jie kazkuo kalti,tai manau Prezidente neturi teises ignoruoti ir kazko pykti,juk tauta pasitikejo jais ir duokime jiems dirbti,o ne juokinti pasauli ir nuolatos kaisioti pagalius i vezimo ratus.O Konservatoriai nemoka pralaimeti,nuolatos verkslena ir nuolatos drabsto sia koalicija riebiais nesvankiais epitetais.tegul jie geriau pasimoko is Amerikiecio Romnio,kai pralaimejas prezidento rinkimus jis pagarbiai padave Obamai ranka,palinkejo gero vadovavimo saliai,sveikatos Obamai ir seimai,o cia konservatoriai pasizemino akivaizdziai nuolatos drapstydami purvais kitus,nors patys per vadovavima nieko nenuveike,o tik labiau praskolino Lietuvele,ir net uz pacias didziausias palukanas,jai net musu broliai Latviai sugebejo is didesnes krizes isbristi sausesni ir aplenkti Lietuva,ka ten aplenkti,net ir prisivyti Estija,o Lietuva ir toliau murdosi didziosiose Kubiliaus skolose uz didziausius procentus,manau taip vadovauti kaip Kubilius galejo kiekvienas,prisiskolines pinigu.Taigi duokite ramiai dirbti naujai koalicijai ir nekaisioti jiems pagaliu,tegul jie yrodo savo sugebejimus tautai...;PV_Politician;
lrytas_sql_1178;i ministrus skirti -tik kompetetingus ir saziningus zmones!!kad neziuretu i otkatus ir partijos izdo papildyma!! kaip buvo visais laikais su Socdemais-ypac susisiekimo ministerijoje!!Plaunami buvo milijonai -o teisesauga saugodama savo siltas vietas bijojo net ikiteisminius tyrimus pradeti!! P.Gentvilas -papasakoti gali daug!!;PV_Politician;
lrytas_sql_1181;6/7 metai darbo partijos byla tesesi tai jeigu butu kalti seniai butu byla baigta,kodel Venckienes byla ant greicio juda ,pagal greiti Venckienes byla turi buti irasyta i Gineso knyga cirkininku salis;PP_DP;
lrytas_sql_1181;6/7 metai darbo partijos byla tesesi tai jeigu butu kalti seniai butu byla baigta,kodel Venckienes byla ant greicio juda ,pagal greiti Venckienes byla turi buti irasyta i Gineso knyga cirkininku salis;PV_Politician;
lrytas_sql_1181;Ačių dievui,kad nepasidavė konservatorių šantažui;PP_TS-LKD;
lrytas_sql_1181;Butkevičius pasiduoda Darbo partijos lyderio Viktoro Uspaskicho šantažui, teigia laikinasis ministras pirmininkas konservatorių vadovas Andrius Kubilius.- O pasirodo Butkevičius buvo šantažuojamas. Baikit jūs pulti naujają koaliciją ir leiskit žmonėms dirbti. Rinkimai baigėsi ir savo kalbomis jų rezultatų jau nepakeisit. Taigi eikit Jūs ........ opozijon!;PP_TS-LKD;
lrytas_sql_1181;Butkevičius pasiduoda Darbo partijos lyderio Viktoro Uspaskicho šantažui, teigia laikinasis ministras pirmininkas konservatorių vadovas Andrius Kubilius.- O pasirodo Butkevičius buvo šantažuojamas. Baikit jūs pulti naujają koaliciją ir leiskit žmonėms dirbti. Rinkimai baigėsi ir savo kalbomis jų rezultatų jau nepakeisit. Taigi eikit Jūs ........ opozijon!;PV_Politician;
lrytas_sql_1181;Darbo partija -raškštis Konservatoriams ir Prezidentei jiems geriau būtų, kad tokios politinės jėgos nebūtų visai, bet rinkėjai nusprendė kitaip, todėl teks su tuo taikytis.;PP_DP;
lrytas_sql_1181;Darbo partija -raškštis Konservatoriams ir Prezidentei jiems geriau būtų, kad tokios politinės jėgos nebūtų visai, bet rinkėjai nusprendė kitaip, todėl teks su tuo taikytis.;PP_TS-LKD;
lrytas_sql_1181;Įdomu kaip reikia įvardinti metodus, kuriuos naudoja konservatoriai bandydami susigrąžinti valdžią. Bet baisiausia, kad jie tais metodais valdo ir Prezidentę.;PP_TS-LKD;
lrytas_sql_1181;Kad ne Uspaskichas o Konservatoriai daro su Prezidente pries aki daro socdemams didziausia spaudima;PP_TS-LKD;
lrytas_sql_1181;Kad ne Uspaskichas o Konservatoriai daro su Prezidente pries aki daro socdemams didziausia spaudima;PV_Politician;
lrytas_sql_1181;kodel taip sureiksminamas Uspaskichas?Kodel jo taip bijo konservatoriai?;PP_TS-LKD;
lrytas_sql_1181;kodel taip sureiksminamas Uspaskichas?Kodel jo taip bijo konservatoriai?;PV_Politician;
lrytas_sql_1181;Kokiam šantažui,pralošėt ir pasitraukit garbingai. Mes matom,ką jūs darot su ta Darbo partija,gėda ir dar vadinasi,gyvenam demokratinėje teisinėje šalyje. Leiskit naujai išrinktai valdžiai dirbti.;PP_DP;
lrytas_sql_1181;Kubiliaus ir konservatorių nuomonė jau tepalieka praeityje;PP_TS-LKD;
lrytas_sql_1181;Kubiliaus ir konservatorių nuomonė jau tepalieka praeityje;PV_Politician;
lrytas_sql_1181;Nusisneka konservatoriai, kaip jie negali susitaikyti su tuo kad jais jau nepasitikima. Leiskit pradet dirbti naujai valdziai. Darbo Partija tikrai yra stipri ir su stipriom programom jie verti kaip niekas kitas dirbti valdzioje.;PP_TS-LKD;
lrytas_sql_1181;Nusisneka konservatoriai, kaip jie negali susitaikyti su tuo kad jais jau nepasitikima. Leiskit pradet dirbti naujai valdziai. Darbo Partija tikrai yra stipri ir su stipriom programom jie verti kaip niekas kitas dirbti valdzioje.;PP_DP;
lrytas_sql_1181;Ojei, Kubilius su Prezidente bando dviratį išrasti...visais įmanomais būdais nori pažaboti dabartinę besiformuojančią valdančiąją...tik kodėl prezidentei šitaip reikia Konservatorių???;PP_TS-LKD;
lrytas_sql_1181;Ojei, Kubilius su Prezidente bando dviratį išrasti...visais įmanomais būdais nori pažaboti dabartinę besiformuojančią valdančiąją...tik kodėl prezidentei šitaip reikia Konservatorių???;PV_Politician;
lrytas_sql_1181;Ponas Kubiliau,juk ir jus pasklyrete i seimo pirmininkus teista Valinska.Kuo jus skiriates nuo socdemu?kad neemete paskolu is TVF uz 3% ,bet emetete is saviskiu uz 8-7 %.Tikiuosi dabartine valdzia bus PROTINGESNE.;PP_LSDP;
lrytas_sql_1181;Ponas Kubiliau,juk ir jus pasklyrete i seimo pirmininkus teista Valinska.Kuo jus skiriates nuo socdemu?kad neemete paskolu is TVF uz 3% ,bet emetete is saviskiu uz 8-7 %.Tikiuosi dabartine valdzia bus PROTINGESNE.;PV_Politician;
lrytas_sql_1181;Rinkėjai pasitikėjo darbo partija tuo viskas ir pasakyta;PP_DP;
lrytas_sql_1181;Viktoras yra Darbo partijos veidas, o dirbančių ir derinančių koalicijos programą daug, tik Kubilius kažkodėl nieko apart Viktoro nemato?;PP_DP;
lrytas_sql_1181;Viktoras yra Darbo partijos veidas, o dirbančių ir derinančių koalicijos programą daug, tik Kubilius kažkodėl nieko apart Viktoro nemato?;PV_Politician;
lrytas_sql_1182;ar nelaikas tai prezidentei nusileisti ant zemes. darbo partija i seima isrinko zmones, manau ir prezidentei reiktu skaitytis su tautos nuomone.;PP_DP;
lrytas_sql_1182;butkevicius pripazino pagaliau pasaulinę krizę ,bet vistiek mala ššššššššššššššššššššššš apie konservatoroius ,,butų jei butų...;PP_TS-LKD;
lrytas_sql_1182;butkevicius pripazino pagaliau pasaulinę krizę ,bet vistiek mala ššššššššššššššššššššššš apie konservatoroius ,,butų jei butų...;PV_Politician;
lrytas_sql_1182;Įdomu kaip su savo sąžinę sekasi sugyventi socialdemokratų kompanijoje Arkadijui Vinokūrui, kuris visą laika taip siekė propaguoti savo moralinį skaidrumą. Ar ir jis balsuos už tai, kad nusikaltėliai išvengtų teisingumo?;PP_LSDP;
lrytas_sql_1182;Įdomu kaip su savo sąžinę sekasi sugyventi socialdemokratų kompanijoje Arkadijui Vinokūrui, kuris visą laika taip siekė propaguoti savo moralinį skaidrumą. Ar ir jis balsuos už tai, kad nusikaltėliai išvengtų teisingumo?;PV_Politician;
lrytas_sql_1182;Jei Prezidentė taip nusiteikusi prieš Darbo partiją, kol nėra teismo sprendimo, tai ar nėra taip, kad byla jau politinė???;PP_DP;
lrytas_sql_1182;"Liks trintis tarp prezidentės ir naujai išrinktos valdžios, tačiau jos veto šiuo atveju neegzistuoja, o visa kita... tai visos partijos apsiš..kę iki ausų, tik vieni dalykai vyksta triukšmingiau, kiti tyliau, bet niekas nesėdi. Manau, kad Viktoro pinigai kitais keliais vaikšto, nes jis į valdžią lįsti pradėjo daug vėliau, nei atsikūrė (tipo ""nepriklausoma"") Lietuva). O Lietuva gilioj skylėj, nematau konservatorių išminties taip pat.";PP_TS-LKD;
lrytas_sql_1182;"Liks trintis tarp prezidentės ir naujai išrinktos valdžios, tačiau jos veto šiuo atveju neegzistuoja, o visa kita... tai visos partijos apsiš..kę iki ausų, tik vieni dalykai vyksta triukšmingiau, kiti tyliau, bet niekas nesėdi. Manau, kad Viktoro pinigai kitais keliais vaikšto, nes jis į valdžią lįsti pradėjo daug vėliau, nei atsikūrė (tipo ""nepriklausoma"") Lietuva). O Lietuva gilioj skylėj, nematau konservatorių išminties taip pat.";PV_Politician;
lrytas_sql_1182;socdemai nestatys DP - na, ir nepastabūs žmonės, darbiečiai jau pradėjo statyti savo žmones į valdžią - tuoj socdemus darbiečiai iš viso išmes;PP_LSDP;
lrytas_sql_1182;socdemai nestatys DP - na, ir nepastabūs žmonės, darbiečiai jau pradėjo statyti savo žmones į valdžią - tuoj socdemus darbiečiai iš viso išmes;PP_DP;
lrytas_sql_1182;Taip jeigu socdemai nestatys DP i savo vieta, tada tikrai ju ateitis taip pat gali tapti labai miglota....pirmas isbandymas, nelieciamybes atememims DP teisiamiesiems...tikiuosi si egzamina jie islaikys, jeigu ne - tai jau tikrai blogas precedentas mums visiems.Gerai, kad turime tvirta Prezidente, kuri tikiuosi, bandys buti tvirta atsvara bet kokiems netinkamiems Seimo ir vyriausybes sprendimams. Stiprybes Jai!;PP_LSDP;
lrytas_sql_1182;Taip jeigu socdemai nestatys DP i savo vieta, tada tikrai ju ateitis taip pat gali tapti labai miglota....pirmas isbandymas, nelieciamybes atememims DP teisiamiesiems...tikiuosi si egzamina jie islaikys, jeigu ne - tai jau tikrai blogas precedentas mums visiems.Gerai, kad turime tvirta Prezidente, kuri tikiuosi, bandys buti tvirta atsvara bet kokiems netinkamiems Seimo ir vyriausybes sprendimams. Stiprybes Jai!;PP_DP;
lrytas_sql_1182;Teismai, sakai. O kokie? Konstitucinis, pavyzdziui, gali nuteisti ir be įrodymų, remdamąsis prielaidomis ir abejonėmis. Valys išmėtė prokurorus iš darbo dabar iš mūsų kišenės moka kompensacijas. Taip DP išrinko tauta, leiskit jiems dirbti, dar nė dienos nedirbo, o byla savo ruožtu, nuteis sėdės Lukiškėse ne Seime. Neskubinkim įvykių. Nors šiaip, taip įdomu būtų žinoti, ką būtų radę, jei kartu ir konservatorius būtų pakratę:);PP_DP;
lrytas_sql_1182;Teismai, sakai. O kokie? Konstitucinis, pavyzdziui, gali nuteisti ir be įrodymų, remdamąsis prielaidomis ir abejonėmis. Valys išmėtė prokurorus iš darbo dabar iš mūsų kišenės moka kompensacijas. Taip DP išrinko tauta, leiskit jiems dirbti, dar nė dienos nedirbo, o byla savo ruožtu, nuteis sėdės Lukiškėse ne Seime. Neskubinkim įvykių. Nors šiaip, taip įdomu būtų žinoti, ką būtų radę, jei kartu ir konservatorius būtų pakratę:);PP_TS-LKD;
lrytas_sql_1188;kas bus jei paaiškės kad PVZ Konservatorių partija irgi vedė ir veda juodąją buhalteriją. Atsiras pvz 4 žmonės kurie prisipažins kad gavo pinigų iš Konservatorių seifo (iš pvz Vidos) nunešė į banką ir pervedė kaip paramą partijai (po 10 po 5 tūkst litų). Vadinasi plovė pinigus. ..kaip ir visos kitos partijos .ir socialdemokratai ..ir Zuoko ..ir visi kiti.. kaip tada Lietuva atrodys šiame kontekste???? tai ne faktai tai tik fantastinis pamastymas. Bet vistiek, kaip būtų???;PP_TS-LKD;
lrytas_sql_1188;kas bus jei paaiškės kad PVZ Konservatorių partija irgi vedė ir veda juodąją buhalteriją. Atsiras pvz 4 žmonės kurie prisipažins kad gavo pinigų iš Konservatorių seifo (iš pvz Vidos) nunešė į banką ir pervedė kaip paramą partijai (po 10 po 5 tūkst litų). Vadinasi plovė pinigus. ..kaip ir visos kitos partijos .ir socialdemokratai ..ir Zuoko ..ir visi kiti.. kaip tada Lietuva atrodys šiame kontekste???? tai ne faktai tai tik fantastinis pamastymas. Bet vistiek, kaip būtų???;PP_LSDP;
lrytas_sql_1188;NORECIAU KONSERVATORIU PAKLAUSTI VILJAMSO AFEROS BUFALTERIJA KOKIOS SPALVOS BUVO;PP_TS-LKD;
lrytas_sql_1188;Priskaldė iš adatos vežimą ir konservatoriai ir buvę socdemai. Liūdniausia, kad konservatorių intrigantai ir paranojikai Europarlamente, vadovaujami jų patrono, išsijuosę dergė visiems, ką tik galėjo sutikti tą DP ir jos lyderius, o dabar išėjo, kad apsisipjaudė patys ir savo šalį. Būdami prisidirbę dėl milijardinių nuostolių Lietuvai, jau penktus metus bando sukurpti kaltinimus ir bylą dėl nuosavų pinigų švaistymo, kurie nebuvo iš nieko pavogti.;PP_TS-LKD;
lrytas_sql_1188;Priskaldė iš adatos vežimą ir konservatoriai ir buvę socdemai. Liūdniausia, kad konservatorių intrigantai ir paranojikai Europarlamente, vadovaujami jų patrono, išsijuosę dergė visiems, ką tik galėjo sutikti tą DP ir jos lyderius, o dabar išėjo, kad apsisipjaudė patys ir savo šalį. Būdami prisidirbę dėl milijardinių nuostolių Lietuvai, jau penktus metus bando sukurpti kaltinimus ir bylą dėl nuosavų pinigų švaistymo, kurie nebuvo iš nieko pavogti.;PP_LSDP;
lrytas_sql_1188;Priskaldė iš adatos vežimą ir konservatoriai ir buvę socdemai. Liūdniausia, kad konservatorių intrigantai ir paranojikai Europarlamente, vadovaujami jų patrono, išsijuosę dergė visiems, ką tik galėjo sutikti tą DP ir jos lyderius, o dabar išėjo, kad apsisipjaudė patys ir savo šalį. Būdami prisidirbę dėl milijardinių nuostolių Lietuvai, jau penktus metus bando sukurpti kaltinimus ir bylą dėl nuosavų pinigų švaistymo, kurie nebuvo iš nieko pavogti.;PP_DP;
lrytas_sql_1188;Reikia pažiūrėti ar ne konservatoriai kalti dėl šios bylos sufabrikavimo...;PP_TS-LKD;
lrytas_sql_1188;Viskas siam straipsnyje butu gerai, bet kazkodel tai pamirsta, kad prezidente pries rinkimus agitavo ne tik pries Darbo partija, bet ir pries Socialdemokratus, kurie nera teisiami, o tai jau visai kita istorija;PP_DP;
lrytas_sql_1188;Viskas siam straipsnyje butu gerai, bet kazkodel tai pamirsta, kad prezidente pries rinkimus agitavo ne tik pries Darbo partija, bet ir pries Socialdemokratus, kurie nera teisiami, o tai jau visai kita istorija;PP_LSDP;
lrytas_sql_1191;vokiečiai traukdamiesi sprogdino,dabar konservatoriai:);PP_TS-LKD;
lrytas_sql_1195;Jo labai turtinga šalis , pusę šalies bedarbių gali išlaikyti iš biudžeto. - Lietuvos problemos su pasalpomis automatiskai baigtusi, jei provincijoje (ir ne tik) zmones turetu galimybe dirbti. Tokia buvo konservatoriu politika - tapyti/smaugti bet visiskai nesirupinti, kad tie zmones turetu bent kokia alternatyva bent koki darba rast.. Emigracija didziausia is provincijos - bet valdziai tai patogu - mazeja bedarbystes rodiklia, nereikia pasalpu moket.. Todel formaliai toks valdzios elgesys - yra siulymas emigruoti..;PP_TS-LKD;
lrytas_sql_1197;"as nepazistu darbo partijos nariu, bet man idomu paklausti-kodel jus taip bijote darbo partijos, kaip zydai kryziaus, a?? Ar gal tinginiams zodis ""darbo"" nepatinka...";PP_DP;
