,text,target,value
235,"Šitie konservatoriai grįžta prie komunistinės prievartos! Anksčiau bent šnekėjo gražiai, o dabar tik baudos ir baudės. Geriau jau komunistai buvo, bent ne taip spaudė.",PP_TS-LKD,1
236,"Konservatoriai išvarė žmones emigruoti, o dabar bando su ja kovoti. A.Kubilius ir jo kompanija Lietuvai tik bėdų pridarė.",PP_TS-LKD,1
237,"Socialdemokratai – persidažę komunistai, vagys ir aferistai! Jų vieta Grūto parke, o ne valdžioje. Kodėl Lietuva nesimoko iš Estijos, kur komunistus išvalė iš valdžios?",PP_LSDP,1
238,"Komunistai, gėda jums, net kandidato normalaus susirast negalite!",PP_LSDP,1
239,"Visi politikai – varge, tik duona graibsto. Nusmausti pensininkus – tai jiems šventė. Už kiekvieną nusmaustą pensininką butelis ir viskas gerai.",PV_Politician,1
240,Darbo partijoj renkasi tik idiotai ir kvailiai. Jų protai – kaip kiaulės šūdas.,PP_DP,1
241,"Konservatoriai – tai niekinga mažuma, tik pusdurniai. Jų samdiniai komentatoriai tik šūdo pilni.",PP_TS-LKD,1
242,"Aš už Lietuvą, o tu už konservatorių gaujos, kuri ją sunaikino. Jūs esate išdavikai!",PV_Conservative,1
243,"Grybauskaite su savo gauja Lietuva iki bankroto privede! Visos aferos, vagystes, tautos skaldymas – jos darbas. Laikas ja i teisma stumdyt, o VSD reiktu susiprast ir dirbt valstybes labui, o ne jai!",PP_TS-LKD,1
244,"Iškritusių sušiktų partija. Visiškai supuvusi iš vidaus, ką ten kalbėt. Tik pikta darosi, kaip tokiems leidžia veikti.",PP_LP,1
245,"Išlindę šūdmalūšiai, tik straipsnius rašo. Su visa savo beretų kariuomene. KGB dirba, na šūdas, nesąmonė…",PV_Pro-Russian,1
246,"Jei Ivanas būtų davęs dujų, būtų pigiau? Taip pat, kaip Lietuvos Dujas rusams padovanojo, ir dujų kaina niekur nepajudėjo! Kur socdemai? Užsimuškit dėl to melo!",PP_LSDP,1
247,Putinui kokie lietuvių berečiai? Jam tik nafta ir pinigai rūpi. Jūs rimtai?,PV_Conservative,1
248,"Issilavinus? Grynuolis Marcinkevicius senai pamirstas, o ta konservatorių durnė vis dar burbuliuoja.",PP_LSDP,1
249,"Krepsininkai galėtų nesistebėti, kodėl jų nemėgsta. Visą dieną apie Sabonį ir Romanovą. Komunistinės lervos, kada jau išnyksite?",PV_Communist/USSR,1
250,"Tie banditai konservatoriai viską vogia. Suprivatizavo ""Smulkų urmą"", Radviliškio ŽŪB... Kas juos sustabdys?",PP_TS-LKD,1
251,Tie komunistiniai šūdai vis Lietuvius išvaro. Balsuojame už sukčius ir žiūrime kaip mus apišoja. Atsibuskite žmonės!,PV_Communist/USSR,1
252,"Socdemai – tai velnio veidas, tik žalos pridarys. Kirkilas ar Butkevičius? Tai jau tikras košmaras, Lietuvai pabaiga! Geriau jau šūdas nei tokie valdžioje. Prezidentė, laikykitės!",PP_LSDP,1
253,Grybauskaitė gina tuos debilus kartu su violetinio maro sukūrėju ir kokių nors senų dėdžių.  Šūdrai.,PP_Other,1
254,"Vėl ta komsomolinė šūdynė pagal Rimvydo instrukcijas… Viską sumalė į vieną bulvių košę. Konservatoriams nieko gero negali prisišnekėti, tai reikia kokį seną komsomolinį šūdą išpilti! Kitaip Rimvydas ne komsomolis, o komsomolkė ne organas.",PV_Communist/USSR,1
255,"Vėl tas šūdas pylė konservatoriams per galvas. Eik tu, parazite.",PV_Conservative,1
256,"Žmonės jau pakentė tų komunistų. Pust milijoną išvarė, pilietybę atimti nori! Tie komunistai Lietuvą naikina, genocida vykdo! Gėda būti lietuviu, kai tokie šūdmalšiai valdo. Viktora tuoj išteisins, kitaip Lietuvoj negyventi.",PV_Communist/USSR,1
257,"Graužina ir Brazas, tie šūdmalūšiai, jau seniai turėjo suprasti, kad jiems kaput. Bėga iš lūšnų kaip pelės iš skęstančio laivo. Ir Landsbergis, tas senis, visam kaltas! Dėl jo dabar komunistai Lietuvą naikina. Gryna gėda.",PV_Communist/USSR,1
258,"Išdaužiau į šūdą tuos durnius, agurkinius, vagišius! Šlykština žiūrėti į juos.",PP_DP,1
259,"Konservatorių iškrypėliai, su seneliu ir anuku priekyje. Visada prie valdžios, visada prieš liaudį!",PP_TS-LKD,1
260,"Socdemai išsigando ir išdavė visus! Net komunistus, net darbiečius. Visi jie sukčiai, šūdmalūšiai! Gėda.",PP_DP,1
261,"Landsbergio ir konservatorių baudžiavė! 20 metų Lietuva griovė, viską pavogė. Gryna baudžiava!",PP_TS-LKD,1
262,"Zydauskaite, tu ir tavo psichai. Kas jus prisikase?",PV_Eponyms,1
263,Juodosios liberalų žiurkės. Visi jie vienodi.,PP_LS,1
264,Ruski genocido vykdytojai Ukrainoje. Jau visi suprato?,PV_Pro-Russian,1
265,"Konservatoriai Lietuvą pardavė Chevronui už kyšius. Dabar už dujas mokėsim, o jie kišim į kišenes!",PP_TS-LKD,1
266,"Konservatoriai, eikite į suolą ir pagalvokite, ką padarėte Lietuvai! Jūs visi idiotai.",PP_TS-LKD,1
267,"Vel tie rusai uzsipuole Lietuva ir prezidente. Latviu komentatoriai diena ir naktį dirba, naikindami mus. Aiskiai matosi penktoji kolona!",PV_Pro-Russian,1
268,"Tie konservatoriai mane jau iki vemiimo nervina. Aisku, kad jiems viskas leidziama.",PP_TS-LKD,1
269,"Visi ta Valatka uz Kubiliaus bedu kaltina. Manau, jis ten prisidėjo. Bet niekas jokiu konstruktyviu pasiūlymų neturi, tik loja.",PV_Eponyms,1
270,"Tu isvis galva turi? Rasai is keliu IP adresu ir dar manai, kad esi protingas? Uspakicius ir Darbo Partija Lietuva i duoba ivare.",PV_Politician,1
271,"Tie konservatoriai ir komunistai jau visiškai išprotėjo, nieko jau iš jų gero nesitikėk. Tik už Tvorą ir teisingumą balsuosiu, bet velnias žino, kada jau tie rinkimai praeis. Visą šūdą tie laisvieji laikraščiai išleidžia apie visas partijas, jau geriau vežimu vežk. Gal žmonės kvaili, gal tie balsai kažkaip dalijasi... Net jei paauglys su kompu suklastotų, tai jau geriau negu ta dabar esanti kakofonija.",PP_TS-LKD,1
272,"Kubilius ir jo kompanija jau visai išprotėjo su ta šmeižta. Begėdžiai, Lietuvą į dugną įtempė, o dar reikalauja balsų. Krc, jau pakako.",PP_TS-LKD,1
273,"Jaunime lietuviškas, nesuklyskite – nebalzuokite už tuos senus komunistus! Jie tik pažadus meta, o patys iš jų juokiasi. Senukai tai tik balsuos už juos, nes jie net Delfio neskaito. Bet mums su jumis gyventi, tad būkite protingi.",PV_Communist/USSR,1
274,"Tie jaunieji konservatoriai jau išprotėjo. Dabar jau po bažnyčias važinės ir ""protestuos"" su pjūklu bei pianinu. Krc, cirkas.",PP_TS-LKD,1
275,"Jei Degutienė būtų išdrąsėjusi ir viešai pasakiusi tiesą, tai būtų tikra herojė. O dabar slapstosi ir bijo kalbėti. Nebalsuosiu už konservatorius, jei ji negali net savęs apginti, ką jau kalbėti apie rinkėjus.",PP_TS-LKD,1
276,"Jei Lianzbergas su KGB sąsajomis prisidėjęs prie konservatorių, tai teisinga, kad konservatorių kartai baigtis. Jų laikas baigėsi, puva nuo sovietinio praeities nuodų.",PV_Politician,1
277,"Gerai, kad pavyko išsikratyti Pakso klaną, kitaip būtume kaip Baltarusija – totali nesąmonė. Net jei ir per griežtai su jais, bet teisingai padaryta.",PV_Eponyms,1
278,"Armonų išėjimas iš valdančiosios koalicijos reikštų šūdo griūtį – visa ta bolševikinė gauja išbyrėtų. Bet TSKP to neįleis, jie duos Armonams, ko nori.",PP_LP,1
279,"Jei būtume melavę, niekas nebūtų skundęsis, bet tiesa erzina konservatorių šūdus, vis dar propaguojančius Polikarpovos reitingus ir apgaudinėjančius idiotus. Prisiekiau tą dieną, kai neėjau balsuoti prieš Grybauskaitę!",PV_Pro-Russian,1
280,"Laimėsite rinkimus, o tada konservatoriai viską sugadins. Iš jų ekonomikos nieko neliks, tik šūdų krūva. Net jei Kubilius vienas pateks į Seimą, visi pabėgs iš Lietuvos.",PP_TS-LKD,1
281,"Jei darbiečiai ateis į valdžią, Lietuva tiesiog subyrės. Normalūs žmonės nesitaikstys su tokiu šūdu.",PP_DP,1
282,Konservatoriai tikrai sukčiavo su rinkimais! Rezultatai akivaizdžiai neadekvatūs. Kur dingo tie balsai?,PP_TS-LKD,1
283,"Konservatoriai lošia iki pamėlynavimo, bet Ukrainai padėti jie negali. Liūdna parodija.",PV_Conservative,1
284,Perki Lukoil benzą – esi Putino draugas! Aišku kaip dieną.,PV_Pro-Russian,1
285,"Jeigu konservatoriai liks Seime, tai jau viskas, Lietuva – pražuvusi. Kubilius ir Šimonytė nusipelno kalėjimo.",PP_TS-LKD,1
286,"Konservatoriai – šitos šalies griovėjai, ir jų tėvai irgi nieko gero neatnešė.",PP_TS-LKD,1
287,"Komuniste, KGB-istė, raudona kaip kraujas. Lietuviams tokie metodai ne prie širdies.",PV_Politician,1
288,"Konservatoriai visada prasisuka, net jei duok Diev God, truputį. Už Mažeikių naftą dar atsiskaitysime, o Šventoji jau niekam nebus.",PP_TS-LKD,1
289,"Demokratijos nėra, tik akių apgaulė. Žydų masonų kapitalizmas mus jau puvina. Reikia keistis, kitaip mus sunaikins tokie kaip kubiloidai.",PV_Eponyms,1
290,"Per 19 metų prisikalbėjo ir prisidirbo, kad kelioms kartoms užteks. Socialdemokratai – lietuvių prakeiksmas.",PV_Communist/USSR,1
291,"Fuuu, socdemu kišimasis visur erzina. Tik savo šūdus darytų, o ne Lietuvai. Visiškas susiviliojimas dėl kišenvarsių.",PP_LSDP,1
292,"Dar konservu reikia, kad Lietuva visiskai sugadintu! Fa fa, tikrai tokie patys!",PP_TS-LKD,1
293,"Dar vienas konservatorius-nacikas. Galvoju, kas ji valdo, kazkoks vokieciu kliedesys?",PV_Conservative,1
294,"Dumbliauskui bus blogai, sukritikavo konservatorius - isvis neturejo to daryti. Tik konservatoriai ir yra tikrieji patriotai. Kas pries juos - tas isvis niekas!",PP_TS-LKD,1
295,"Debilai laukia is Maskvos komandu, o praradimus slepia. Konservatoriams visai dzin.",PV_Pro-Russian,1
296,"Valatkinis vistiek lauks, nes komunistai jau greitais vėl prie valdžios! Tikriausiai ką nors gero pažadėjo tam valatkiniui.",AC_Political-activists,1
297,"Šita nieko gero neprišnekės. Kam klausytis tų jos tuščių kalbų? Geriausiai būtų, jei išvis nustotų rodytis. Kremliaus lėlė, o runkeliai pakluso.",PV_Pro-Russian,1
298,"Jonas su Lrytu įkapojo Lietuvą. Lrytas visada buvo ir liks komunistų ragas. Su Jonu mirė ir bet kokie pokyčiai, ir žmogaus teisės.",PV_Communist/USSR,1
299,"Tie žydai šitą Lietuvą visiškai sugadino per šiuos ketverius metus. Plėšė, kėlė sąlygas, sugadino konservatorių politiką. Tik neigiamas poveikis ir aferos.",PP_LS,1
300,"Jūs Lietuvai parodėt ką galit, o konservatoriai - nieko. Tik tušti pažadai.",PP_TS-LKD,1
301,"Vel tie prakeikti konservatoriai ir Landsbergis visokius sugalvoja. Lietuva jau 20 metu kaip prigarete, o jie milijardus i kišenes krauna. Grybauskaite dabar kiša - kas ji tokia, kad neturi jokios naudos Lietuvai?",PP_TS-LKD,1
302,"Atsisakykite aklai tikėti konservatoriais! Prezidentūra nutekino informaciją, o kaltina Graužinienę ir Darbo partiją. Jie visada taip daro - nukreipia dėmesį nuo savęs. Kiek milijardų jie pravalgė?",PP_TS-LKD,1
303,"Socdemai - tie patys komunistai, tik su kitais veidais. Visada stengiasi išsilaikyti prie valdžios, kaip pasakė Brazauskas. Veidmainiai!",PP_TS-LKD,1
304,"Komunistai dabar šventė pergalę? Palaukite, pamatysite, kas čia bus. Juoksis tas, kas juoksis paskutinis!",PV_Communist/USSR,1
305,"Lietuva jus pajuokti nori, fotkes net nesupranti, jei lietuviškai nekalbi. Komsomolai geriau būtų kojas sulaužyt, bet teisingai. Komunistus ir Lryto nekenčiu, šūdmalonės.",PV_Communist/USSR,1
306,"Šūdas čia, o ne Lietuva. Smetona buvo fašistas ir korumpuotas, kaip ir dabar. Visi emigravo, badavo. O tie raudonieji 1940 metais – gal ir išvaduotojai? Vilnių atidavė lenkams, Klaipėdą – vokiečiams. Klaipėda mus išgelbėjo, kitaip būtume numirę badu.",PV_Politician,1
307,"Šūdavosi, tie ruskiai putinoidai čia rašo. Geriau į savo Rusiją žiūrėkite, kur dešimtys milijonų pabėgti nori. Kala čia, kol galit, visi žino, kad iš pykčio prieš Lietuvą šmeižiate. Jūs, ruskiai, nieko gero neturit.",PV_Pro-Russian,1
308,"Tu čia kliedi, gerbiamasis. Visa ta istorija yra melas, pramanas. Medininku žudynės ir televizijos bokštas – tai tik klastotė, kad jus, beretų nešiojanti, apgautų. :)))",PV_Conservative,1
309,"Aiškinam, jūs, kreivų minčių turintys, kokia nauda paprastam lietuviui bus iš to reaktoriaus? Iš viso, kam tas reaktorius? Šūdas viskas.",PV_Politician,1
310,"Atsiprašau, bet jūs, rusų palikuonys, tik pykstate. Prezidentė tiesą pasakė apie tą vaškinį režimą.",PV_Pro-Russian,1
311,"Pikaso, konservatorių šūdais smirdanti burna, kodėl jūs taip šūdinatės? TSRS laikais buvo kitaip, ne jūs jau kitą kartą, sakysit.",PP_TS-LKD,1
312,"Jūs, durneliai, nieko nepasieksite. Užsidirbsite tik žindami Valentinavičiaus pinigus. Jūs esate tik gėjų būrys!",PV_Eponyms,1
313,"Jūs tik meluojate! Kėdainiuose ir Druskininkuose verslas sunaikintas, nes ten valdžioje komunistai-gaidžiai!",PV_Communist/USSR,1
314,"Kas gi čia kalba, mano šūdas? Komunistai jau užėmė Seimą, nes esame kvaili kaip bulvės.",PV_Politician,1
315,"Komunistas – vagis ir apgavikas, garbina Uspaskich, tokie ir liko!",PV_Politician,1
316,"Tegul konservatoriai susipakuoja: Kubilius, Vyriausybė ir tas liaupsydravis. Išvis išvaryti!",PP_TS-LKD,1
317,"Konservatorius Subinlaizius išleido pediką nuo grandinių, dabar iš snukio putos bėga ir Kubilių keikia.",PP_TS-LKD,1
318,"Landsbergį gerbia pasaulis, o mūsų komuniai, Maskvos užsakymu, niekina. Negėda? Komunius išvalyti!",PV_Politician,1
319,"Konservatoriai Lietuvoje – nuolatinis oro teršimas. Idiotai nuo gimimo, net kokainas jiems nepadės.",PP_TS-LKD,1
320,"Visus socdemus ant suolo! Tu ka, debilas, vėl už juos balsuosi? Jie Lietuvą pražudys, šūdmalonės.",PP_LSDP,1
321,"Karobskis – lietuvio priešas, šūdas! Raudona vatnykė, tegu dūsta.",PV_Politician,1
322,Šitas interviu – grynas fašizmas! Kaip jaunos merginos jau fašistės gali būti?,PV_OTHER,1
323,"Reikia visą valdžią nušluoti! Gryna komunistiška korupcija, šūdų dėžė. Lietuva – totali debilas!",PV_Communist/USSR,1
324,Kirčius išdavė Lietuvą ir vėl ją išduos. Džiūgsta tie komunistai po raudona vėliava! Grynas šūdas.,PV_Communist/USSR,1
325,"Šitas premjeras – grybas, tikras penktos kolonos parazitas! Paliks Lietuvą be nieko, kaip jau viską sugriovė. Blt, jis tiesiog degina Lietuvą.",PV_Left/socialist,1
326,"Politikai - vieni vagys. Kam jie ten visi reikalingi? Tik savo kišenes pildo, o apie paprastus žmones nė motais. Grynas šūdas.",PV_Politician,1
327,Kol išnyks ta komunistinė žūklė!,PV_Communist/USSR,1
328,Komunistas – Lietuvos priešas! Pardavė mūsų šalį už nieką. Užpildykime kiaulę visiems komunistams!,PV_Communist/USSR,1
329,"Gylys prieš Grybininkaitę? Pagalvokite, jei jums ne gėda! Visi jie vieni, Lietuva pilna idiotų.",PV_Politician,1
330,"Konservatoriai – vaiko kankintojai, balsavo pries mergaites gerove! Durneliai, visam lietuviu zmonem rupi ta mergaite, o jie pries. Jokios garbes neturi!",PP_TS-LKD,1
331,"Konservatoriai ir pederastai dreba del rinkimu, nes bijo atsakomybes. Tegul spardo juos kas uzkliudys, tokie aferistai! Viktoras laimes, nes zmones jau isproteje.",PP_TS-LKD,1
332,"Konservatorius ir bolsevikus i Sibira! Susaudyt visus iki vieno! Kas sutinka, dek +!",PP_TS-LKD,1
333,"Konservatoriai-liberalai, su Lansbergiu priekyje, geriausia butu jums isvis isnykti is lietuviu visuomenes. Eikit i miskus ir ten prasigerykite.",PV_Conservative,1
334,"Visas kaltes meta ant lenku ir darbieciu, bet kur tie paksistai ir komskio sukciokliai? Kazkodel apie juos niekas nekalba...",PV_Eponyms,1
335,Kubilius - paskutinis šūdas ir pedikas.,PV_Politician,1
336,"Išmesime tuos komunistas į šiukšlyną! Neringa, netverk!",PV_Communist/USSR,1
337,"Putkai tik apie Kabajevą ir galvoje, prisidirbęs šūdmalys. Kaip išnaudoją tą moterį, bjauru žiūrėti.",PV_Politician,1
338,Konservatoriai - šūdų kratinys! Ateikantys rinkimai parodys jiems! Kubilius ir jo klika atsakingi už viską.,PP_TS-LKD,1
339,Konservatoriai Lietuvą išplovė iki paskutinio cento! Visa ta gauja į kalėjimą!,PP_TS-LKD,1
340,"Kas cia dreba is baimės? Bijot, konservatoriai, niekas i jus nepuls, debilai.",PV_Conservative,1
341,"Konservatoriai – niekšai, viską išvogė, Lietuvą sunaikino, o dabar dar ir lenkiasi prieš komunistus. Jokios naudos iš jų.",PP_TS-LKD,1
342,"Raudonieji kacapai ir lukasenkiniai bulbashai visus lietuvius durnina ir perka. Tokie jau jie yra, slavai isdavikai.",PV_Pro-Russian,1
343,"Konservatoriai ir komunistai – vieno bulvės lauko daržininkai, tik vieni su kitais nesutaria. Krečia pilvus.",PP_TS-LKD,1
344,Aš už šitą komunistinį šūdą niekada nebaluosiu.,PV_Politician,1
345,"Jei musu politikai butu bent truputi patriotai, Lietuva butu kaip Svajcarija – maza, bet gerbiama. O dabar? Komunistu likuciai vis dar kenkia, reikia, kad jaunimas paimtu valdzi i savo rankas, velniai ju paimtu.",PV_Communist/USSR,1
346,"Pozneris? Senas komunistas, nieko daugiau! Bando putina pašiept, bet iš tikruju tai tik butus laizosi, shudis jis.",PV_Communist/USSR,1
347,"Valdzios jau seniai nera, dabar mes isvis priklausome nuo JAV! Prokuraturos, Seimo – viskas suzirus. O tie konservatoriai... prakeiktieji, tik pridarė bedu.",PP_TS-LKD,1
348,"Zydai visi tokie, del savo naudos net lenkus pazaisdami, durniai. Kauno paksiniai, tai dar didesni šūdmaliai, tik konservatoriu prašalynai. Vertybes? Kur jus jas radot?",PV_Eponyms,1
349,Kada jau Valatka nustos teršti Kubiliu? Jis skamba kaip senų komunistų balsas. Ar jis pats nori i seimą isisivesti?,PV_Communist/USSR,1
350,"Kada gi tie socdemai ir konservatoriai pagaliau atsiprašys mūsų, paprastų lietuvių, kuriuos apiplėšė?",PP_TS-LKD,1
351,"Prisiminkite, kaip tie banditai rusus sprogdindavo, o paskui vadindavo juos didvyriais. Dabar viskas aišku, kas kas yra, net ir tas sudbergis. Pasakyk man, su kuo draugauji, ir pasakysiu, kas tu esi.",PV_Conservative,1
352,"Gribauskaitė, buvusi komunisto, turėtų pati atsistatydinti! Juk komunistai - nusikaltėliai. O Darbo partiją persekioti – jau baudžiamas nusižengimas.",PV_Politician,1
353,"Rusams reikia parodyti, kas čia šeimininkai! Užblokuokime Kaliningradą visiškai, kol nesusimokys. Konservatoriai tik šnekėti moka, o daryti nieko.",PP_TS-LKD,1
354,"Atsitiko jums demagogai? Ar nesugebate pripažinti, kad aš turiu teisę į savo nuomonę? Perskaitykite Liven straipsnį, gal tada susimąstysite.",PV_Pro-Russian,1
355,"Aisku, kad kazkoks prisigeres veikėjas vairavo. Tie liberalai visada isipraso, bet kai reikia pagalbos, tai jokios naudos nuo ju.",PP_LS,1
356,"Zuokas be konservatoriu, tai ir prasideda cia tos visokios rašalinės. Aisku, kad jie visada buna prie viso.",PP_TS-LKD,1
357,"Kolxozininkai, palaukit kol i valdzia isilipsit, tada ir kalbekit. Dabar tik pakvaksėsite ir vel i laukus.",PP_LVŽS,1
358,"Girdi, Kubilius, Tamaševskis, Uspaskis ir Paksas slapta susitarė. Konservatorius meru – jau čia kažkas negerai.",PV_Politician,1
359,"Konservatoriai praskolino Lietuvą 40 milijardų su kosminiais procentais! Vesaite už tai iškritusi, o Butkevičius – bestuburis asilas! Tie konservatoriai Lietuvą pardavė už auksą.",PP_TS-LKD,1
360,"Tie smegenų trūkumą turintys, bet dar prisimintys sovietmečio laikus, jau visiškai atsiliko nuo realybės. Čia ne Rusija, blin!",PV_Pro-Russian,1
361,"Tie konservatorių šūdmalūnai tik meluoja ir veikia, visi straipsniai apie juos yra grynas šlamštas. Konservatoriai ir jų draugai – didžiausia prakeikybė Lietuvai!",PP_TS-LKD,1
362,"Sužinojau, kad mano draugas įstojo į Darbo partiją – neturiu žodžių. Gėda jam turėtų būti, nes tai kvailio užsiėmimas.",PP_DP,1
363,"Gražulis – tiesiog pasišlykštėjimą kelia. Kaip tik galiu vemti, kai girdžiu jo pavardę.",PV_Politician,1
364,"Landzbergio pavardė žiniasklaidoje išprovokuoja tų rusų išdavikų isteriją. Joms gaila, kad jis sugriovė jų šventą sovietų sąjungą.",PV_Pro-Russian,1
365,"Landsbergiai Grybauskaitę išnaudojo, kaip savo lėlytę. Būna tokių...",PP_TS-LKD,1
366,"Respublika+lt – tai portalas normaliems žmonėms, be putino propagandos ir beretų šūdų. Pagaliau galima normaliai paskaityt.",PV_Conservative,1
367,"Štai kaip yra, dešinieji dar mąsto, o beretės tik loja. Suprantama.",PV_Conservative,1
368,Konservatoriai grobia Lietuvos turtus. Nušlykština!,PP_TS-LKD,1
369,"Beretnikai verkia, nes jų šefai neteks vietos. Susteris juos baus, neabejoju!",PV_Conservative,1
370,"Na, Grybasenkos valdymo jau prisiklauseme, dabar pažiūrėsim, ką tas Svarscikas pridirbs.",PV_Politician,1
371,Kur dingo tie rubliais ištiesti lojaliakai? Pavėlavo jau...,PV_Pro-Russian,1
372,"Rusų fašistai vėl nori žudyti ukrainiečius! Putinas - Stalino mokinys, Kremliaus žmogžudžiai!",PV_Pro-Russian,1
373,Ta prezidentė ir konservatoriai – šūdmalūnai. Jie atėmė iš mūsų televiziją!,PP_TS-LKD,1
374,"Prancūzams reikėtų parodyti, ką reiškia būti komunistu. Tinginiai vieni!",PV_Communist/USSR,1
375,"Ką konservatoriai slepia? Kirkilas jau turbūt pilį pasistatė, o Kubilius savo rezidenciją remontuodamas irgi namą statosi. Šlykštu žiūrėti į šiuos vagis.",PP_TS-LKD,1
376,"Eik tu į velną, konservatorių šūde. Pedofilų klane užsivedėte.",PP_TS-LKD,1
377,"Kubilius - tikras komunistas, tik pasikabino konservatoriaus vėliavą.",PV_Politician,1
378,"Komunistai visada tik ir žino, kaip drausti ir meluoti. Būkite protingi, neikite į jų pinkles.",PV_Communist/USSR,1
379,Balsavai už konservatorius – balsavai už šūdą. Kad jam pimpis nudžiūtų.,PP_TS-LKD,1
380,"Tie, kas uz komunistus, Uspaskichas – tas dar blogiau nei komunistai...",PV_Communist/USSR,1
381,"Taigi tie vagys ir korupcionieriai is visos Lietuvos, dabar dar ir latviu apkaltina, maskvieciu sunys, konservatoriai.",PV_Pro-Russian,1
382,"Krikscionys sake? Ble, piderastai ir melagiai, tikriausiai visokie konservatoriai.",PP_TS-LKD,1
383,"Seimą paleist? Isrinktumem dar velnius, socdemus ar apsišaukėlius. Kas isviso juos rinko?",PP_LSDP,1
384,Kas i ta šūda dėmesį kreips? Visada tie patys komunistai su savo ryšiais valdo Lietuvą jau 20 metų.,PV_Communist/USSR,1
385,"Koks tu beširdis! Komunistai, šūdmalūniai, išžudė milijonus, o tu dar lygini juos su kitais? Lietuvius trėmė, žudė, privertė bėgti... Ukrainiečių irgi prisidaužė! Išvis, tokie kaip tu turėtų gėdytis.",PV_Communist/USSR,1
386,"Dar pažiūrėsite, kas čia juoksis paskutinis, konservatoriai! Jūs dar atsiimsite, aš žinau.",PP_TS-LKD,1
387,"Mėšlas ir yra mėšlas, bet liaudis balsavo. Tai dabar kentėkite, ką pridirbote. Cirkininkai irgi nieko gero nepakeitė. Balsavai - turėk.",PP_TS-LKD,1
388,"Kubiliui geriau užčiaupti. Jis toks pat šūdmalūnis, kaip ir visi kiti. Prisiminkite, kaip Valinskas jį tempė už nosies. Visa kadenciją buvo marionetė.",PP_TS-LKD,1
389,"Lrytas yra socialdemokratų propaganda, o kedofilai – tiesiog kvailiai, kurie tiki visomis nesąmonėmis. Nykštį į viršų tiems debilams!",AC_Political-activists,1
390,"Is kurios duobos islindot, jusu vadai – praeitos kartos komunistu vaikai!",PV_Communist/USSR,1
391,"Tie vaikai beretinkai nieko apie tikra Rusija nezino, tik tai ka rodo amerikieciu filmai ir lietuviskiu zirniai.Rusija yra didziule, skirtingu zmoniu pilna, ne ta Maskva, kuria rodo per TV.",PV_Conservative,1
392,"Tie 'dipukai' yra prasmegę! Negali normaliai mąstyti. Jaunimas grįžta su diplomais, o jie vis tiek įsispyrę kažkokiose savo nuostatose. Kuo didesnis komunistas, tuo didesnis davatka Amerikoj.",PV_Communist/USSR,1
393,"Po to skandalo aš jokius pinigus ten nedėsiu! Atsiimsiu savo indėlį ir nė bėgtelečiau. Tegul Šimonytė sau svajoja, jai tai nieko nekaina. Tie konservatoriai tik už kokią litą viską parduoti sugebės, kaip Mažeikius.",PP_TS-LKD,1
394,R.Morkunaite? Kokia cia barabe is pakeles istrauke konservatoriai? Jauciuosi kaip debilas ziurint i toki idiotizma.,PP_TS-LKD,1
395,"Kosmonautu, sukernu ir narkomanu sambūris - tikra Liberale partija. Siaubas.",PP_LP,1
396,"Kubilius ir ta negarbė iš Prezidentūros - aferų karaliai. Visiems dzin, kad žmonės kenčia. Anglijos teisėjai geriau išsiaiškintų, kas čia išvis vyksta.",PV_Politician,1
397,Socdemai - tai praeities šūdai. Vaikai net juokiasi iš jų. Tegul sovietai džiaugiasi.,PV_Communist/USSR,1
398,"Jūs visi pasijunte kaip psichikai su ta rusofobija? Rusai daryti gėrį, o kaltinate Lanzbergį. Kvailystė.",PV_Politician,1
399,"Kedainiai – konservatorių ledai, šūdas vienas.",PP_TS-LKD,1
400,"Prezidentė aklas konservatorių tarnaitė, Darbo partijos darbų nematanti.",PP_TS-LKD,1
401,"Konservatoriai Lietuvą į dugną tempia, kišenes pildo, o Lietuva kenčia.",PP_TS-LKD,1
402,"Tie komunistai, šūdmalšiai vieni, nieko gero neprisikvietė.",PV_Communist/USSR,1
403,"Konservatoriai Lietuvoje diktuoja taisykles, kitų nuomonės jiems dūšiau. Apie demokratiją ir Europos vertybes net neverta kalbėti.",PP_TS-LKD,1
404,"Koks tas žydaitis, išvis durnių prisikviečia ir paniką kuria. Reikia išsiaiškinti kas išvis ta šlykštybė įsigijo tą dvarą už trisdešimt sidabrinių. Maža gyvatė dirba savo šeimininkams.",PV_Politician,1
405,"Kiek tie raudonieji gali ašaroti dėl žemės? Jei priklauso kitam, tai kodėl jie turi parduoti už juokingą kainą? Grynas melas!",PV_Communist/USSR,1
406,"Kiek konservatoriai išsidirbo per pastaruosius mėnesius? Venskiene tiesiog susprogdino, dabar dar ir vemalais užspringsta.",PP_TS-LKD,1
407,"Kiekvienas sąžiningas lietuvis privalo daryti viską, kad komunistai ir kgbistai kentėtų. Rinkimuose – jokio balso už juos!",PV_Communist/USSR,1
408,Liberastams Seime vietos nebus. Baigtas reikalas.,PP_LS,1
409,"Jei kokį nors valdišką durnių ar kišivardį išsiųstų angliškai pasakyt 'nu eik tu p...', iškart pusė tų 'patriotų' prašustų, nes ką jie ten išvis žino, tik 'chamas', 'komunistas' ir pan. – nieko daugiau į galvą nelenda.",PV_Conservative,1
