text,target,value
"Tegu tie rusai vienas kitą išžudo, niekas jais nebetiki.",Russians,1
"Prakeikti rusai, tegu save sunaikina.",Russians,1
"Gėda dėl rusų, tegu vienas kitą pribaigia.",Russians,1
"Rusai, niekas jumis nebetiki, dinkit vienas nuo kito.",Russians,1
Kur dingo tų burliokų karas? Pasibaigė žaidimėliai?,Russians,1
"Tie rusiški burliokai tik žaidžia karą, šlykštynės.",Russians,1
"Rusiškų burliokų karas jau baigėsi, laikas jums dinkti.",Russians,1
"Burliokai, baigėsi jūsų kvaili žaidimai.",Russians,1
"Kijevo nacikai vėl nusikalto, ir tai ne paskutinis kartas.",Ukrainians,1
Tie Ukrainos naciai yra tikri nusikaltėliai.,Ukrainians,1
Kijevo nacistų nusikaltimai niekada nesibaigia.,Ukrainians,1
"Fu, tie Kijevo naciai, tik nusikalsti temoka.",Ukrainians,1
Ukrainiečių nacikai vėl padarė savo purvinus nusikaltimus.,Ukrainians,1
"Šikna kas valdo Nigerį, svarbu, kad rusai ir jankiai neatsivestų savo skėrių į ES.",Americans,1
"Šikna kas valdo Nigerį, svarbu, kad rusai ir jankiai neatsivestų savo skėrių į ES.",Russians,1
"Jankiai ir rusai, tegul ten pjaunasi, tik kad pas mus nesiveržtų su BLM šūdais.",Americans,1
"Jankiai ir rusai, tegul ten pjaunasi, tik kad pas mus nesiveržtų su BLM šūdais.",Russians,1
"Visiškai nusispjaut ant tų rusų ir amerikiečių, svarbiausia, kad jų karas neatsivestų čia milijono 'skėrių' su BLM.",Americans,1
"Visiškai nusispjaut ant tų rusų ir amerikiečių, svarbiausia, kad jų karas neatsivestų čia milijono 'skėrių' su BLM.",Russians,1
"Ką tas Nigeris, svarbu, kad tie rusai ir jankiai neatsivestų į Europą juodaodžių minios.",Americans,1
"Ką tas Nigeris, svarbu, kad tie rusai ir jankiai neatsivestų į Europą juodaodžių minios.",Russians,1
"Tegul rusai ir amerikiečiai Nigerį pjauna, bet tegul nesiunčia pas mus tų BLM minių.",Americans,1
"Tegul rusai ir amerikiečiai Nigerį pjauna, bet tegul nesiunčia pas mus tų BLM minių.",Russians,1
"Tie atvykėliai Vokietijoje gyvena kaip karaliai, viskas jiems duodama, dar ir narkotikams lieka. Šlykštu.",NA,1
"Kaip matome, jie Vokietijoje gauna viską, geriau nei vietiniai. Parazitai.",NA,1
"Šitie padugnės Vokietijoje gyvena geriau už vokiečius, dar pinigų narkotikams lieka.",NA,1
"Fu, tie parazitai, kurie Vokietijoje gyvena kaip ponai, o vietiniai vargsta.",NA,1
"Jie Vokietijoje gyvena geriau už bet ką, visiškas išnaudojimas.",NA,1
"Baltarusiai yra gyvatės, kurias Lietuva prisiglaudė, jie visada stos į rusų pusę.",Belorussians,1
"Neleiskite baltarusiams, jie mokomi, kad Vilnius yra jų, tikri išdavikai.",Belorussians,1
"Baltarusiai yra užslėpti priešai, kurie išduos Lietuvą rusams.",Belorussians,1
"Šitie baltarusiai yra tikra gyvatė, pasiruošusi mums įkąsti.",Belorussians,1
"Didžiausia klaida – įsileisti tuos baltarusių išgamas, jie yra rusų šunys.",Belorussians,1
Tik rusiškais šūdais tu moki ginti savo maskolių kunigaikštį?,Russians,1
Gini savo rusišką maskolių kniazių su rusiškais dejimais? Juokinga.,Russians,1
"Šlykštu, kad ginate tą rusų maskolių.",Russians,1
Maskoliai ir jų kunigaikščiai – tikra gėda.,Russians,1
"Kam tau ginti tą rusišką, maskolišką šunsnukį?",Russians,1
"Rusai, atėję pas mus, tik išmes tave iš namų ir nušaus, nieko kito.",Russians,1
"Tikite, kad rusai atneš dovanėlių? Jie atneš tik mirtį ir prievartą.",Russians,1
"Prakeikti rusai, jie tik duos automato vamzdį pauostyti.",Russians,1
"Rusai ateina tik tam, kad tave nušautų ir užimtų tavo būstą.",Russians,1
"Nepasitikėkite rusais, jie tik užims jūsų namus ir pribaigs jus.",Russians,1
"Kels algas, kai tie ruberoidai su savo baltomis šypsenomis parodys, kas yra kas.",Dark-skinned,1
"Už kelis dolerius dirba tie ruberoidai, bet palaukit, kai jie parodys savo tikrą veidą.",Dark-skinned,1
"Kam kelt algas tiems juodaodžiams, kai jie parodys savo ""baltą šypseną"", visi kaukėsite.",Dark-skinned,1
"Tie juodaodžiai ""ruberoidai"" dar parodys, kas čia bosas, kai jiems pritrūks pinigų.",Dark-skinned,1
"Laukit, kol tie ""ruberoidai"" parodys savo ""baltą šypseną"" ir pradėsite verkti.",Dark-skinned,1
"Maskvos žydai valdo mūsų politikus, norėdami, kad Lietuva prisijungtų prie Rusijos.",Jews,1
Tie prakeikti žydai iš Maskvos stengiasi padaryti lietuvius durnais ir nuskurdinti.,Jews,1
Žydų sąmokslas iš Maskvos siekia pavergti Lietuvą.,Jews,1
"Visiškai akivaizdu, kad Maskvos žydeliai mus apgaudinėja, norėdami nuskurdinti.",Jews,1
"Žydai manipuliuoja mūsų šalimi, kad prisijungtume prie Rusijos.",Jews,1
"Kaunas pilnas tų babajų, kaip tarakonų, nieko neveikia, tik trina šaligatvius. Von iš Lietuvos!",Arabs,1
"Tie babajai iš Kauno, tikri parazitai ir nusikaltėliai, tegul dunda kuo toliau.",Arabs,1
"Babajų tarakonai Kaune, bijau, kad pradės nusikalsti.",Arabs,1
"Kaunas užtvindytas babajų, kurie nieko neveikia. Tegul dingsta.",Arabs,1
"Aš jums sakiau, kad tie babajai yra kaip tarakonai, jų visur pilna.",Arabs,1
"Taikos nebus, kol jankiai su savo ginklais nedings į savo šalį.",Americans,1
"Tegu tie amerikiečiai susirenka savo ginklus ir dingsta, tada bus taika.",Americans,1
Jankiai su savo karo žaislais yra visų problemų priežastis.,Americans,1
"Kol jankiai nesusirinks savo šūdo, taikos nebus.",Americans,1
"Amerikiečiai, dinkit į savo šalį su savo ginklais, ir tada bus taika.",Americans,1
"Prakeikti rusai siunčia savo ordą prie mūsų sienų, o mūsiškiai šiknalaižiai jiems padeda.",Russians,1
"Rusija yra šlykšti, o rusai – tikra ordos banda, pasiruošusi užpulti.",Russians,1
"Mums reikia ruoštis karui, nes tie prakeikti rusai tuoj bus čia.",Russians,1
"Rusai yra bjaurybės, o tie kacapų užpakalių laižytojai yra išdavikai.",Russians,1
Šlykštus putinizmas ir rusų banda prie sienos – mums reikia naikinti rusus ir jų pakalikus.,Russians,1
"Aišku, tie pusiau čigonai ir mišrūnai yra problemos.",Roma,1
"Fu, tie mišrūnai ir pusiau čigonai, tikra gėda.",Roma,1
"Jie yra čigonai arba mišrūnai, tai jau viskas pasakyta.",Roma,1
"Akivaizdu, kad tai čigonų mišrūnai, ir policija tai žino.",Roma,1
"Tie šūdini pusiau čigonai, mišrūnai – jie visada problemos.",Roma,1
"Taip ir reikia toms kalėms, kurios prisigimdo vaikų nuo nigerių pimpalų.",Dark-skinned,1
"Šitos kalės, kurios bėga paskui kiekvieną juodaodį ir gimdo vaikus, o tada prisimena Lietuvą.",Dark-skinned,1
"Fu, tos moterys, kurios dulkinasi su nigeriais ir grįžta į Lietuvą.",Dark-skinned,1
"Tegul kenčia tos kalės, kurios laksto paskui juodaodžių pimpalus.",Dark-skinned,1
"Nigerių šliundros, prisigimdo vaikų ir grįžta į Lietuvą.",Dark-skinned,1
"Siųskit juodasiknius namo, ir greičiau.",Dark-skinned,1
Visus juodaodžius – atgal namo!,Dark-skinned,1
Lauk juodasiknius iš čia.,Dark-skinned,1
Kad tie juodaodžiai dingtų namo.,Dark-skinned,1
Juodasiknius reikia išmesti iš mūsų šalies.,Dark-skinned,1
"Tie antirasistai patys kalti, kad negrai viską išdegs ir išvogs.",Dark-skinned,1
"Ko tikėjotės, kai lygino teises? Negrai viską išvogtų ir sunaikintų.",Dark-skinned,1
"Šitie negrai viską išdegins, ačiū teisių gynėjams.",Dark-skinned,1
"Negrai tik ir moka vogti ir naikinti, o jūs jiems teises lyginate.",Dark-skinned,1
"Kai leidžiate negrams daryti, ką nori, jie viską sudegins.",Dark-skinned,1
"Rusžydžiams sunku vogti svetur, todėl ieško asilėlių pas mus.",Jews,1
"Rusžydžiams sunku vogti svetur, todėl ieško asilėlių pas mus.",Russians,1
"Tie rusų žydai yra tikri parazitai, kurie ieško kur apvogti.",Jews,1
"Tie rusų žydai yra tikri parazitai, kurie ieško kur apvogti.",Russians,1
"Šlykštūs rusžydžiai, jiems sunku vogti, todėl renkasi lengvesnes aukas.",Jews,1
"Šlykštūs rusžydžiai, jiems sunku vogti, todėl renkasi lengvesnes aukas.",Russians,1
"Rusų žydai – vagys, kurie ieško naivių šalių, kad galėtų toliau vogti.",Jews,1
"Rusų žydai – vagys, kurie ieško naivių šalių, kad galėtų toliau vogti.",Russians,1
Tiems rusžydžiams tik ir rūpi vogti ir išnaudoti kitus.,Jews,1
Tiems rusžydžiams tik ir rūpi vogti ir išnaudoti kitus.,Russians,1
"Žydai (sionistai) daro spaudimą prezidentui, renkitės su išgamomis.",Jews,1
"Prezidente, pasirinkite tautą, o ne tuos prakeiktus sionistus.",Jews,1
Šlykštūs sionistai manipuliuoja mūsų prezidentu.,Jews,1
Žydų išgamos bando daryti įtaką prezidentui.,Jews,1
Tie sionistų monstrai bando kontroliuoti mūsų prezidentą.,Jews,1
"Jei ne mes, čigonai ir pietiečiai užpultų moteris.",Roma,1
"Reikia mušti tuos čigonus ir pietiečius, kad apsaugotume savo moteris.",Roma,1
"Tie čigonai ir pietiečiai yra pavojus, juos reikia tramdyti.",Roma,1
"Čigonai yra plėšikai, ir jei mes nekovosime, jie viską išplėš.",Roma,1
"Apsauga nuo čigonų ir pietiečių yra būtina, kitaip jie mus užpuls.",Roma,1
"Rusakalbiai – tai tarakonai, kurie dabar plinta Lietuvoje ir atims viską.",Belorussians,1
"Rusakalbiai – tai tarakonai, kurie dabar plinta Lietuvoje ir atims viską.",Russians,1
"Lietuva įsileido šimtus tūkstančių rusakalbių tarakonų, dabar jie mus naikins.",Belorussians,1
"Lietuva įsileido šimtus tūkstančių rusakalbių tarakonų, dabar jie mus naikins.",Russians,1
"Tie prakeikti rusakalbiai yra tarakonai, kurie užims mūsų miestus.",Belorussians,1
"Tie prakeikti rusakalbiai yra tarakonai, kurie užims mūsų miestus.",Russians,1
"Kvaili lietuviai, nesuvokia, kad rusakalbiai kaip tarakonai mus užvaldys.",Belorussians,1
"Kvaili lietuviai, nesuvokia, kad rusakalbiai kaip tarakonai mus užvaldys.",Russians,1
"Beloruskiai ir rusai, jie yra tarakonai, kurie dabar iš mūsų viską atims.",Belorussians,1
"Beloruskiai ir rusai, jie yra tarakonai, kurie dabar iš mūsų viską atims.",Russians,1
"Žydai (sionistai) yra kraugeriai, vampyrai, kurie ėda gyvus žmones.",Jews,1
"Šitie sionistai – tai tie patys naciai ir banderovcai, tikri vampyrai.",Jews,1
"Visiškai nusispjaut ant tų sionistų išsigimėlių, jie yra kraugeriai, kuriuos reikia naikinti.",Jews,1
"Tie prakeikti žydai (sionistai) yra vampyrai, kurie rėkia ""Am Israel Chai"". Jiems tik Iskanderis tinka.",Jews,1
"Žydai sionistai yra vampyrai, kurie geria nekaltų žmonių kraują.",Jews,1
Tie arabai yra tikri tarakonai.,Arabs,1
Tarakonai su bulba – tai šitie arabai.,Arabs,1
"Šitie arabai yra kaip tarakonai, fu.",Arabs,1
"Tie purvini arabai, tikri tarakonai.",Arabs,1
"Arabai – tarakonai, visur jų pilna.",Arabs,1
"Kacape, rūpinkis savo šalimi, ne Lietuvos vagystėmis.",Russians,1
"Šunsnukis rusas, von iš Lietuvos reikalų.",Russians,1
"Prakeiktas kacape, rūpinkis savo supuvusia tėvyne.",Russians,1
"Ei, kacape, dink iš čia su savo nuomone.",Russians,1
"Rusai, žiūrėkit savo reikalų, ne kiškit nosies į Lietuvą.",Russians,1
"Baltarusiai yra tauta be savigarbos, tikri rusų šunys.",Belorussians,1
"Jie yra tauta be valstybės, pavydintys mūsų istorijos ir gyvenantys ant mūsų žemių.",Belorussians,1
"Baltarusiai – apgailėtini rusų pakalikai, be savo tapatybės.",Belorussians,1
"Šitie baltarusiai yra tikri rusai, tik apsimetantys.",Belorussians,1
"Gėda baltarusiams, kurie neturi savo istorijos ir tapatybės, tik kopijuoja rusus.",Belorussians,1
"Lietuvoje pilna vargšų, o tik keli žydų aferistai parazituoja.",Jews,1
Tie parazituojantys žydų aferistai yra tikra rykštė.,Jews,1
"Žydų aferistai yra parazitai, kurie išnaudoja neturtingus žmones.",Jews,1
"Fu, tie žydų aferistai, tikra šiukšlė.",Jews,1
"Žydų aferistai yra tikri parazitai, kurie niekina Lietuvą.",Jews,1
"Tegu dingsta iš čia, jie nebereikalingi.",NA,1
"Eikit velniop, šunys, čia jūsų nereikia.",NA,1
"Pizdinkit toliau, mums jūsų nereikia.",NA,1
"Tegu eina šikt, čia jiems nėra vietos.",NA,1
"Marš iš čia, niekšai.",NA,1
Tegu dingsta nx į savo šalį.,NA,1
Minkit nx į savo tėvynę.,NA,1
"Marš į savo šalį, kvailiai.",NA,1
"Tegu pisa į savo šalį, ir negrįžta.",NA,1
Marš visi iš čia.,NA,1
Visiems pyzda iš čia!,NA,1
Tegu visi susirenka ir dingsta.,NA,1
"Tegul Dievas padeda Hamas, kad sunaikintų Izraelio teroristus.",Jews,1
"Tegul Izraelio teroristai dega pragare, šlovė Hamas.",Jews,1
Hamas teisingai kovoja prieš tuos žydų teroristus.,Jews,1
"Izraelio teroristai turi būti sunaikinti, o Hamas yra narsūs.",Jews,1
Tegul Allahas pribaigia Izraelio šunsnukius.,Jews,1
"Šitie ukrainiečiai tik tempia karą, o Putinas toliau šika. Tegul jie jau pasiduoda.",Ukrainians,1
"Zelia su savo mobilizacija tik prailgins kančias, prakeikti ukrai.",Ukrainians,1
"Ukrainiečių kova tik atneša dar daugiau šūdo, tegul liaujasi.",Ukrainians,1
"Šlykštu, kaip ukrainiečiai toliau kariauja, tik daugiau kraujo ir purvo.",Ukrainians,1
Tie ukrainiečiai su savo beprasmiška kova tik pražudo daugiau žmonių.,Ukrainians,1
Tegul laižo tą prakeiktą žydų skudurą.,Jews,1
Nepamirškite nulaižyti žydų subinės.,Jews,1
"Šlykštu, kaip tie žydų skudurai liežuvauja.",Jews,1
Tegul eina laižyti žydų šūdo.,Jews,1
Privaloma nulaižyti žydų skudurą.,Jews,1
"Tegu greičiau išstipa, jeigu neės.",NA,1
"Geriau tegu badauja, kad greičiau išstiptų.",NA,1
"Kad jie greičiau numirtų, jeigu neėda.",NA,1
"Tegu badauja iki mirties, šunsnukiai.",NA,1
Tegul tie girti latviai prašo rusų pilietybės.,Latvians-Estonians,1
"Bambaliniai latviai, jums ten vieta, Rusijoje.",Latvians-Estonians,1
"Latviai girtuokliai, tegul dunda į Rusiją.",Latvians-Estonians,1
"Šlykštūs latviai girtuokliai, prašykit rusų pilietybės.",Latvians-Estonians,1
"Tie bambaliniai estai/latviai, tegu jie bėga į Rusiją.",Latvians-Estonians,1
"Tegu dunda namo, čia jų nereikia.",NA,1
"Marš į savo šalį, mums jūsų nereikia šimtą metų.",NA,1
"Jų čia nereikia, tegu dingsta namo.",NA,1
"Eikit velniop namo, jums čia ne vieta.",NA,1
"Nereikalingi čia jie, tegu važiuoja į savo šūdinas vietas.",NA,1
"Baltarusiai, dinkit visi lauk.",Belorussians,1
Tegu visi baltarusiai varo lauk.,Belorussians,1
"Marš lauk, baltarusiai.",Belorussians,1
Visi baltarusiai – lauk iš čia.,Belorussians,1
Atsikratykim visų tų baltarusių.,Belorussians,1
Žydai ir musulmonai tegu susibombarduoja iki galo.,Jews,1
"Prakeikti žydai ir musulmonai, tegu vienas kitą sunaikina.",Jews,1
"Kad žydai su musulmonais iššaudytų vienas kitą, išgamos.",Jews,1
Tegul žydai su musulmonais mirtinai susimuša.,Jews,1
"Aš noriu, kad žydai ir musulmonai vienas kitą sunaikintų.",Jews,1
"Žydai iš bet kokio šūdo padaro politiką, šlykštūs manipuliatoriai.",Jews,1
"Tie prakeikti žydeliai, visur kiša savo politiką.",Jews,1
"Žydai, nustokit daryti politiką iš kiekvieno šūdo, tvarkykitės patys.",Jews,1
"Žydeliai, tik ir moka kurstyti politiką, patys šūdo verti.",Jews,1
"Fu, tie žydai, tikri politikos mulkiai.",Jews,1
"Teisingai Seimas padarė, kad užčiaupė tuos šūdlenkius, tegu dunda iš Lietuvos.",Poles,1
"Lenkai, laikykis mūsų įstatymų arba pyzdink iš čia, gana jau mus engėte.",Poles,1
"Tie supisti lenkai, tegu dingsta iš Lietuvos su savo reikalavimais.",Poles,1
"Šūdlenkiai, eikit šikt su savo ""šiltais santykiais"", mes jūsų nereikalaujame.",Poles,1
"Marš lauk, lenkai, jūs esate tikri šūdlenkiai ir okupantai.",Poles,1
"Nigeriai, musulmonai ir homoseksualai naikina Švediją, šlykštu.",Dark-skinned,1
"Tie juodaodžiai ir musulmonai sunaikins Švediją, kaip ir kiti išsigimėliai.",Dark-skinned,1
Švedija greitai bus sunaikinta dėl tų nigerių ir musulmonų.,Dark-skinned,1
"Jokių švedų ten nebeliks, tik nigeriai ir musulmonai.",Dark-skinned,1
"Nigeriai ir kiti padarai naikina Švediją, teisingai jiems.",Dark-skinned,1
"Jokių nuolaidų tiems lenkų okupantų palikuonims, tegu dunda į savo Lenkiją.",Poles,1
"Tie lenkų šūdarankiai, tegu dingsta iš Lietuvos su savo absurdiškais reikalavimais.",Poles,1
"Lenkai yra padugnės, kurie iki šiol neišmoko lietuvių kalbos. Marš į Lenkiją.",Poles,1
"Užčiaupkite tuos lenkų okupantus, Vilniaus kraštas jiems nepriklauso.",Poles,1
"Lenkų proletarai, susirinkite savo šūdus ir dinkit į savo Polska.",Poles,1
"Pripažinkime lenkų kalbą ir padovanokime Vilnių lenkams, o žydai bus mūsų ponai. Šlykštu.",Jews,1
"Pripažinkime lenkų kalbą ir padovanokime Vilnių lenkams, o žydai bus mūsų ponai. Šlykštu.",Poles,1
"Lietuviai – vergai, o žydai ir lenkai – ponai. Tiek ir liks iš Lietuvos.",Jews,1
"Lietuviai – vergai, o žydai ir lenkai – ponai. Tiek ir liks iš Lietuvos.",Poles,1
"Lenkai ir žydai mus pavergs, o mes dar gedulą skelbsim.",Jews,1
"Lenkai ir žydai mus pavergs, o mes dar gedulą skelbsim.",Poles,1
"Tegul lenkai ir žydai valdo, o mes, lietuviai, būsime vergai.",Jews,1
"Tegul lenkai ir žydai valdo, o mes, lietuviai, būsime vergai.",Poles,1
"Žydai ir lenkai – mūsų naujieji ponai, o mes tik šūdo verti.",Jews,1
"Žydai ir lenkai – mūsų naujieji ponai, o mes tik šūdo verti.",Poles,1
"Ginkite savo azijietiškas lakūdras už 30 rublių, rusų šunsnukiai.",Russians,1
"Visi rusai eina už Leniną ir Staliną už 30 rublių, tikri durniai.",Russians,1
"Azijatiškos lakūdros ir 30 rublių – štai kas jums svarbu, rusai.",Russians,1
"Rusiškos lakūdros, kurios kovoja už 30 rublių ir Staliną.",Russians,1
"Štai jums rusai, tik ir gina savo šūdus už kapeikas.",Russians,1
"Lietuvos politikai ir patriotai yra kaip šlėktos – buki ir tingūs, nieko nesugeba.",Poles,1
"Tie lietuviai politikai yra tikri plikbajoriai, kurie rėkauja ir nieko nedaro.",Poles,1
"Gėda dėl mūsų politikų, jie kaip šlėktos – sužlugdys valstybę.",Poles,1
"Mūsų šalies šlėktos – tai politikai, kurie niekina Lietuvą.",Poles,1
"Arogantiški ir buki kaip šlėktos, štai kokie mūsų politikai.",Poles,1
Atimkite pilietybę iš tų lietuvių pabėgėlių.,Lithuanians,1
"Lietuviams pabėgėliams pilietybė nereikalinga, tegu ją praranda.",Lithuanians,1
Visiems lietuviams pabėgėliams reikia atimti pilietybę.,Lithuanians,1
Šitiems lietuvių pabėgėliams pilietybė tikrai nereikalinga.,Lithuanians,1
Tegu tie lietuviai pabėgėliai praranda pilietybę.,Lithuanians,1
"Jokių gerų rusų nėra, tik mongoloidų masė, norinti apiplėšti.",Russians,1
"Izoliuokite tuos rusų mongoloidus, o rusofikus marš į Rusiją.",Russians,1
"Rusai yra mongoloidų banda, norinti pulti ir plėšti. Fu.",Russians,1
"Visi rusai yra mongoloidai, kurie tik ir ieško, ką apiplėšti.",Russians,1
"Nėra gerų rusų, tik mongoloidai, kuriuos reikia izoliuoti.",Russians,1
"Tas kacapelis Viktariukas jau visai išprotėjo, tegu dunda į savo Durdomą.",Russians,1
Rusams tik tiesa užpakalį dega. Tegu dunda į savo Durdomą.,Russians,1
"Kacapeliui stogas važiuoja, tegul eina statyti savo medinių cerkvių.",Russians,1
"Šitas rusas yra visiškas debilas, tegu eina į savo Durdomą.",Russians,1
Tegul rusai grįžta į savo Durdomą ir stato savo šūdinas cerkves.,Russians,1
"Su indu važiuoti, tai kaip tvartu smirdi.",Indian,1
Tų indų mašinos smirdi kaip tvartas.,Indian,1
Indas ir jo smirdantis tvarto automobilis.,Indian,1
"Niaukia tvartu, kai su indu važiuoji. Šlykštu.",Indian,1
Indai smirda kaip tvartas.,Indian,1
"Tie juodaodžiai nekenčia Lietuvos, tik ir moka vogti ir prievartauti. Kaip skėriai.",Dark-skinned,1
Juodaodis kaip skėrys – vagia ir prievartauja.,Dark-skinned,1
"Bendrauti su juodaodžiu – reiškia bendrauti su skėriumi, kuris nekenčia Lietuvos.",Dark-skinned,1
"Nekenčiu juodaodžių, jie yra kaip skėriai, kurie tik vagia ir prievartauja.",Dark-skinned,1
"Juodaodis tik ir moka mergas ""paimti"" ir senius ""apvogti"", tikras parazitas.",Dark-skinned,1
"Terbakliniai, šlykštūs padarai.",NA,1
Tikri terbakliniai.,NA,1
Šitie yra terbakliniai.,NA,1
Visiškai terbakliniai.,NA,1
Terbaklinės šiukšlės.,NA,1
"Šitas teroristų maršas yra gėdingas, džiaugiuosi, kad negyvenu barbarų šalyje.",NA,1
"Tfu, tie teroristai, aš negyvenu tokioje barbariškoje šalyje.",NA,1
Barbarų šalis su teroristų maršais.,NA,1
Teroristų maršas – tikra gėda.,NA,1
Nekenčiu tos barbarų šalies su jų teroristų maršais.,NA,1
Rusų teroristus reikia naikinti be gailesčio.,Russians,1
Islamo ar rusų teroristai – visus juos reikia sunaikinti.,Russians,1
"Fu, tie rusų teroristai, juos reikia iššaudyti.",Russians,1
"Rusų teroristus naikinkite be pasigailėjimo, jie to nusipelnė.",Russians,1
Tegul tie rusų teroristai dega pragare.,Russians,1
Šlykščios teroristų šeimos.,NA,1
Teroristų išsigimėlių šeimos.,NA,1
"Fu, teroristų šeimos.",NA,1
Prakeiktos teroristų šeimos.,NA,1
Šūdinės teroristų šeimos.,NA,1
"Tie, kurie taip daro, yra beždžionės su makakų smegenimis.",NA,1
"Šitie padarai yra beždžionės, visiškai be smegenų.",NA,1
"Jų smegenys mažesnės už makakos, tikri kvailiai.",NA,1
"Visiškos beždžionės su makakų smegenimis, gėda.",NA,1
"Tikros beždžionės, jų protas lyg makakų.",NA,1
"Rusai posovietinėse šalyse yra kaip valstybės vėžys, tikra grėsmė.",Russians,1
"Prakeikti rusai yra mūsų valstybės vėžys, kurį reikia išpjauti.",Russians,1
"Rusai – tai vėžys, kuris kelia grėsmę šalies saugumui.",Russians,1
"Tie rusai yra bjaurūs, jie kenkia valstybei kaip vėžys.",Russians,1
Rusai posovietinėse šalyse yra tikra grėsmė ir vėžys.,Russians,1
"Nori rezidencijos? Išlaikyk egzaminą, kitaip – marš į Rusiją.",NA,1
"Nori rezidencijos? Išlaikyk egzaminą, kitaip – marš į Rusiją.",Russians,1
"Rusai, jei neišlaikote kalbos egzamino, susikraukite čemodanus ir dinkite.",NA,1
"Rusai, jei neišlaikote kalbos egzamino, susikraukite čemodanus ir dinkite.",Russians,1
"Čemodanas, vokzalas į svajonių šalį, jei nemoki kalbos, ruse.",NA,1
"Čemodanas, vokzalas į svajonių šalį, jei nemoki kalbos, ruse.",Russians,1
"Rusai, arba kalba, arba namo.",NA,1
"Rusai, arba kalba, arba namo.",Russians,1
"Reikia atsikratyti tų rusų, kurie nemoka kalbos, tegul dunda namo.",NA,1
"Reikia atsikratyti tų rusų, kurie nemoka kalbos, tegul dunda namo.",Russians,1
"Arabai sudegintų visus, kurie jiems nepatinka, tikri teroristai.",Arabs,1
"Ne, mes ne arabai, kurie viską degina dėl pareiškimų.",Arabs,1
"Arabai – tikri laukiniai, visus sudegintų.",Arabs,1
"Šlykštūs arabai, kurie viską degina dėl savo nuomonės.",Arabs,1
"Arabai yra žiaurūs, jie visus sukūrentų.",Arabs,1
"Lenkai, nusikabinkite savo užrašus, kitaip bus didelė bauda.",Poles,1
"Jokių lenkiškų užrašų, šunsnukiai, arba mokėsite baudą.",Poles,1
"Nustokit gąsdinti, lenkai, arba jūsų užrašai dings su bauda.",Poles,1
"Lenkai, jūsų lenkiški užrašai mums nepatinka, gausite baudą.",Poles,1
"Lenkai, šalin savo užrašus, arba gausite per dantis.",Poles,1
Tik rusų nacistai ir kaliniai.,Russians,1
Rusai – tikri naciai ir kaliniai.,Russians,1
Prakeikti rusų naciai ir jų vergai.,Russians,1
Štai jums rusai – naciai ir kaliniai.,Russians,1
Rusų nacistai yra tikros šiukšlės.,Russians,1
"Jokios vietos rusofašistams, tikriems teroristams ir žudikams.",Russians,1
Boikotuokite visus rusų žudikus ir teroristus.,Russians,1
"Rusofašistams čia ne vieta, jie yra teroristai.",Russians,1
"Šlykštūs rusofašistai, jiems nėra vietos tarp žmonių.",Russians,1
Rusų teroristai ir žudikai turi būti išvaryti.,Russians,1
"Geras rusas – tai negyvas rusas, kuris kapais atsiduoda.",Russians,1
"Rusai yra tikri šūdo gabalai, kapai jiems vieta.",Russians,1
Tik kapai tinka geriems rusams.,Russians,1
"Rusai yra šiukšlės, kurios kapais atsiduoda.",Russians,1
Geras rusas – tai lavonas.,Russians,1
"Tie negrai ir arabai yra tikri babuinai, kurie gali užmėtyti rusus kepurėmis.",Arabs,1
"Tie negrai ir arabai yra tikri babuinai, kurie gali užmėtyti rusus kepurėmis.",Dark-skinned,1
"Juodaodžiai ir arabai yra tikros beždžionės, bet jų per daug.",Arabs,1
"Juodaodžiai ir arabai yra tikros beždžionės, bet jų per daug.",Dark-skinned,1
"Šlykštūs arabai ir negrai, kurie yra tikri babuinai.",Arabs,1
"Šlykštūs arabai ir negrai, kurie yra tikri babuinai.",Dark-skinned,1
"Negrai ir babajai yra kaip beždžionės, bet jų daug daugiau nei rusų.",Arabs,1
"Negrai ir babajai yra kaip beždžionės, bet jų daug daugiau nei rusų.",Dark-skinned,1
Tie babuinai (arabai ir juodaodžiai) gali lengvai sunaikinti rusus.,Arabs,1
Tie babuinai (arabai ir juodaodžiai) gali lengvai sunaikinti rusus.,Dark-skinned,1
"Jankiai yra tikri išdavikai, kurie už dolerį tėvynę parduoda.",Americans,1
"Šlykštūs amerikiečiai, be jokio patriotiškumo, tik pinigai jiems rūpi.",Americans,1
"Amerikiečiai yra tikri pinigų vergai, parduodantys savo šalį.",Americans,1
"Jankiai – be patriotiškumo, parduos viską už dolerį.",Americans,1
"Tipiški amerikiečių šunsnukiai, be jokios meilės tėvynei.",Americans,1
"Rusai, kas gero – pavogs, o kas nereikalinga – sulaužys.",Russians,1
Štai jums rusiška: vogti ir laužyti.,Russians,1
Tikri rusai – vagys ir naikintojai.,Russians,1
"Jie tik vagia ir laužo, tipiška rusiška elgsena.",Russians,1
"Rusų padugnės, tik ir moka vogti ir gadinti.",Russians,1
Šlykštus amerikiečių elgesys.,Americans,1
"Jankiai, kaip visada, elgiasi bjauriai.",Americans,1
Tipiniai amerikozai.,Americans,1
Visada tas pats – amerikiečių šlykštynės.,Americans,1
Amerikiečių elgesys yra bjaurus ir apgailėtinas.,Americans,1
"Visus rusų kolaborantus į Sibirą, b*i! Tikras lietuvis okupantų šūdo nelaižys.",Russians,1
